,artist,title
785,Helen Reddy,You And Me Against The World
786,Helen Reddy,Angie Baby
787,Helen Reddy,You're My World
788,Helen Reddy,I Don't Know How To Love Him
789,Henry Mancini,Days Of Wine And Roses
790,Henry Mancini,Moon River
791,Herman's Hermits,"I'm Henry VIII, I Am"
792,Herman's Hermits,There's A Kind Of Hush
793,Herman's Hermits,Wonderful World
794,Hinder,Lips of an Angel
795,Hinder,Lips Of An Angel
796,Hollies,Long Cool Woman
797,Hollies,"He Ain't Heavy, He's My Brother"
798,Hollies,On A Carousel
799,Hollies,Bus Stop
800,Hollies,Carrie Ann
801,Hollies,The Air That I Breathe
802,Hootie and The Blowfish,Let Her Cry
803,Hootie and The Blowfish,Only Wanna Be With You
804,Hootie and The Blowfish,Time
805,Hot Chocolate,Every 1's A Winner
806,House Of Pain,Jump Around
807,Howard Jones,No One Is To Blame
808,Howard Jones,Things Can Only Get Better
809,Howie Day,Collide
810,Hues Corporation,Rock The Boat
811,Huey Lewis and The News,Hip To Be Square
812,Huey Lewis and The News,If This Is It
813,Huey Lewis and The News,Jacob's Ladder
814,Huey Lewis and The News,Do You Believe In Love
815,Huey Lewis and The News,I Want A New Drug
816,Huey Lewis and The News,Perfect World
817,Human League,Human
818,Human League,(Keep Feeling) Fascination
819,INXS,Devil Inside
820,INXS,New Sensation
821,INXS,What You Need
822,Icona Pop,I Love It
823,Iggy Azalea,Black Widow
824,Ike and Tina Turner,Proud Mary
825,Ike and Tina Turner,It's Gonna Work Out Fine
826,Imagine Dragons,It's Time
827,Information Society,What's On Your Mind
828,Inner Circle,Bad Boys
829,Irene Cara,Breakdance
830,Irene Cara,Fame
831,Isaac Hayes,Don't Let Go
832,Isley Brothers,Twist And Shout
833,J. Cole,Work Out
834,J. Cole,Power Trip
835,J. Holiday,Bed
836,J. Holiday,Suffocate
837,Ja Rule,Put It On Me
838,Ja Rule,Mesmerize
839,Jackie DeShannon,Put A Little Love In Your Heart
840,Jackie DeShannon,What The World Needs Now Is Love
841,Jackie Wilson,Night
842,Jackie Wilson,Baby Workout
843,Jackie Wilson,(Your Love Keeps Lifting Me) Higher And Higher
844,Jackson 5,I Want You Back
845,Jackson 5,Never Can Say Goodbye
846,Jackson Browne,Somebody's Baby
847,Jadakiss,Why?
848,Jade,Every Day Of The Week
849,Jagged Edge,He Can't Love U
850,Jagged Edge,Promise
851,Jagged Edge,Let's Get Married
852,James Brown,I Got The Feelin'
853,James Brown,Papa's Got A Brand New Bag
854,James Brown,Mother Popcorn
855,James Brown,Living In America
856,James Taylor,How Sweet It Is
857,James Taylor,Handy Man
858,James Taylor,Fire And Rain
859,Jamie Foxx,Unpredictable
860,Janet Jackson,Because Of Love
861,Janet Jackson,Come Back To Me
862,Janet Jackson,Nasty
863,Janet Jackson,Black Cat
864,Janet Jackson,Control
865,Janet Jackson,Let's Wait Awhile
866,Janet Jackson,Rhythm Nation
867,Janet Jackson,What Have You Done For Me Lately
868,Janet Jackson,Alright
869,Janet Jackson,When I Think Of You
870,Jason Aldean,Burnin' It Down
871,Jason Aldean,Dirt Road Anthem
872,Jason DeRulo,Whatcha Say
873,Jason Derulo,The Other Side
874,Jason Derulo,Trumpets
875,Jason Derulo,Wiggle
876,Jason Derulo,Ridin' Solo
877,Jason Derulo,Whatcha Say
878,Jason Mraz,I Won't Give Up
879,Jason Mraz,The Remedy
880,Jay Ferguson,Thunder Island
881,Jay Sean,Do You Remember
882,Jay and The Americans,This Magic Moment
883,Jay and The Americans,She Cried
884,Jay and The Americans,Come A Little Bit Closer
885,Jay-Z,Young Forever
886,Jay-Z,Big Pimpin'
887,Jay-Z,Excuse Me Miss
888,Jay-Z,Izzo
889,Jay-Z,Can I Get A...
890,Jay-Z,I Just Wanna Love U
891,Jeff Healey Band,Angel Eyes
892,Jefferson Airplane,Somebody To Love
893,Jefferson Starship,Count On Me
894,Jennifer Lopez,Jenny from the Block
895,Jennifer Lopez,I'm Gonna Be Alright
896,Jennifer Lopez,Love Don't Cost A Thing
897,Jennifer Lopez,Play
898,Jennifer Warnes,Right Time Of The Night
899,Jeremih,Don't Tell 'Em
900,Jeremih,Birthday Sex
901,Jermaine Jackson,Let's Get Serious
902,Jermaine Jackson,Daddy's Home
903,Jesse McCartney,Leavin'
904,Jessica Simpson,I Wanna Love You Forever
905,Jessica Simpson,With You
906,Jessica Simpson,Irresistible
907,Jessie J,Domino
908,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang
909,Jim Croce,You Don't Mess Around With Jim
910,Jim Croce,Time In A Bottle
911,Jim Jones,We Fly High
912,Jimmy Clanton,Go Jimmy Go
913,Jimmy Cliff,I Can See Clearly Now
914,Jimmy Ray,Are You Jimmy Ray?
915,Jo Dee Messina,That's The Way
916,Joan Osborne,One Of Us
917,Jodeci,Freek'n You
918,Jodeci,Cry For You
919,Jody Watley,Don't You Want Me
920,Jody Watley,Real Love
921,Jody Watley,Everything
922,Joe Cocker and Jennifer Warnes,Up Where We Belong
923,Joe Henderson,Snap Your Fingers
924,John Cougar Mellencamp,Small Town
925,John Denver,Annie's Song
926,John Denver,Rocky Mountain High
927,John Lennon,Instant Karma
928,John Mellencamp,Key West Intermezzo
929,John Sebastian,Welcome Back
930,John Stewart,Gold
931,John Travolta,Summer Nights
932,John Travolta,Let Her In
933,Johnnie Taylor,I Believe In You
934,Johnny Bristol,Hang On In There Baby
935,Johnny Cash,A Boy Named Sue
936,Johnny Gill,Rub You The Right Way
937,Johnny Hates Jazz,Shattered Dreams
938,Johnny Horton,Sink The Bismark
939,Johnny Mathis,"Too Much, Too Little, Too Late"
940,Johnny Nash,Hold Me Tight
941,Johnny Nash,I Can See Clearly Now
942,Johnny Rivers,Seventh Son
943,Johnny Rivers,Memphis
944,Johnny Rivers,Swayin' To The Music
945,Johnny Rivers,Secret Agent Man
946,Johnny Tillotson,Without You
947,Jon B.,Someone To Love
948,Jon B.,They Don't Know
949,Jon Secada,Do You Believe In Us
950,Jon Secada,If You Go
951,Jon Secada,Angel
952,Jonas Brothers,Burnin' Up
953,Jonathan Edwards,Sunshine
954,Joni Mitchell,Help Me
955,Jordin Sparks,Tattoo
956,Jordin Sparks,One Step at A Time
957,Jordin Sparks,Battlefield
958,Jose Feliciano,Light My Fire
959,Journey,Don't Stop Believin'
960,Journey,Separate Ways
961,Journey,Who's Crying Now
962,Journey,When You Love A Woman
963,Journey,Open Arms
964,Julio Iglesias,To All The Girls I've Loved Before
965,Junior M.A.F.I.A.,Player's Anthem
966,Justin Bieber,Boyfriend
967,Justin Bieber,As Long as You Love Me
968,Justin Bieber,Baby
969,Justin Bieber,Beauty And A Beat
970,Justin Bieber,What Do You Mean?
971,Justin Timberlake,Not A Bad Thing
972,Justin Timberlake,Rock Your Body
973,Justin Timberlake,Summer Love
974,Justin Timberlake,Cry Me A River
975,K.C. and The Sunshine Band,Get Down Tonight
976,K.C. and The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty"
977,K.P. and Envyi,Swing My Way
978,KLF,3 A.M. Eternal
979,Kajagoogoo,Too Shy
980,Kansas,Carry On Wayward Son
981,Kansas,Dust In The Wind
982,Kanye West,Jesus Walks
983,Kanye West,Love Lockdown
984,Kanye West,Stronger
985,Kanye West,Through the Wire
986,Kanye West,All Falls Down
987,Kanye West,All Of The Lights
988,Kardinal Offishall,Dangerous
989,Karla Bonoff,Personally
990,Katy Perry,Part Of Me
991,Katy Perry,Waking Up In Vegas
992,Katy Perry,The One That Got Away
993,Katy Perry,Hot N Cold
994,Katy Perry,Hot n Cold
995,Ke$Ha,Blow
996,Ke$Ha,We R Who We R
997,Ke$ha,Blah Blah Blah
998,Ke$ha,Die Young
999,Ke$ha,Take It Off
1000,Ke$ha,Your Love Is My Drug
1001,Keith Sweat,I Want Her
1002,Kelis,Bossy
1003,Kelis,Milkshake
1004,Kelly Clarkson,My Life Would Suck Without You
1005,Kelly Clarkson,Walk Away
1006,Kelly Clarkson,A Moment Like This
1007,Kelly Clarkson,Catch My Breath
1008,Kelly Clarkson,Already Gone
1009,Kelly Clarkson,Never Again
1010,Kelly Clarkson,Miss Independent
1011,Kelly Clarkson,Because Of You
1012,Kelly Price,Friend Of Mine
1013,Kelly Rowland,Motivation
1014,Kenny Chesney,American Kids
1015,Kenny Loggins,Heart To Heart
1016,Kenny Loggins,Danger Zone
1017,Kenny Loggins,This Is It
1018,Kenny Rogers,Coward Of The County
1019,Kenny Rogers,Don't Fall In Love With A Dreamer
1020,Kenny Rogers,She Believes In Me
1021,Kenny Rogers,We've Got Tonight
1022,Kenny Rogers,The Gambler
1023,Kenny Rogers,Something's Burning
1024,Kenny Rogers,I Don't Need You
1025,Kenny Rogers,Love Will Turn You Around
1026,Kenny Rogers,Lucille
1027,Kenny Rogers,Islands In The Stream
1028,Keri Hilson,Pretty Girl Rock
1029,Kevin Lyttle,Turn Me On
1030,Keyshia Cole,Let It Go
1031,Kid Cudi,Day 'n' Nite
1032,Kid Ink,Show Me
1033,Kid Rock,Only God Knows Why
1034,Kim Carnes,More Love
1035,Kim Wilde,You Keep Me Hangin' On
1036,Kinks,All Day And All Of The Night
1037,Kinks,Lola
1038,Kinks,Come Dancing
1039,Kinks,Tired Of Waiting For You
1040,Kiss,I Was Made For Lovin' You
1041,Kool and The Gang,Too Hot
1042,Kool and The Gang,Joanna
1043,Kool and The Gang,Hollywood Swinging
1044,Kool and The Gang,Misled
1045,Kris Allen,Live Like We're Dying
1046,Kris Kross,Warm It Up
1047,Kris Kross,Tonite's Tha Night
1048,Kylie Minogue,The Loco-Motion
1049,Kylie Minogue,Can't Get You Out Of My Head
1050,LL Cool J,Luv U Better
1051,LL Cool J,Headsprung
1052,LL Cool J,Doin It
1053,LL Cool J,Around The Way Girl
1054,Lady Antebellum,Just A Kiss
1055,Lady Gaga,Applause
1056,Lady Gaga,The Edge Of Glory
1057,Lady Gaga,Alejandro
1058,Lady Gaga,Lovegame
1059,Lady Gaga,Paparazzi
1060,Lady Gaga,You And I
1061,Lana Del Rey,Summertime Sadness
1062,Laura Branigan,How Am I Supposed To Live Without You
1063,Laura Branigan,Gloria
1064,Laura Branigan,Solitaire
1065,Lauryn Hill,Doo Wop
1066,Lauryn Hill,Ex-Factor
1067,LeAnn Rimes,I Need You
1068,LeAnn Rimes,Can't Fight the Moonlight
1069,LeAnn Rimes,Looking Through Your Eyes
1070,Lee Ann Womack,I Hope You Dance
1071,Lee Dorsey,Ya Ya
1072,Left Banke,Walk Away Renee
1073,Lemon Pipers,Green Tambourine
1074,Lenny Kravitz,Fly Away
1075,Lenny Kravitz,It Ain't Over 'Til It's Over
1076,Leo Sayer,When I Need You
1077,Leo Sayer,More Than I Can Say
1078,Leona Lewis,Better In Time
1079,Lesley Gore,California Nights
1080,Lesley Gore,You Don't Own Me
1081,Lesley Gore,It's My Party
1082,Level 42,Something About You
1083,Lil Jon,Snap Yo Fingers
1084,Lil Jon,Lovers And Friends
1085,Lil Wayne,A Milli
1086,Lil Wayne,How To Love
1087,Lil Wayne,6 Foot 7 Foot
1088,Lil Wayne,Got Money
1089,Lil Wayne,Love Me
1090,Lil' Flip,Game Over
1091,Lil' Kim,The Jump Off
1092,Lil' Kim,Not Tonight
1093,Linda Ronstadt,You're No Good
1094,Linda Ronstadt,Blue Bayou
1095,Linda Ronstadt,Somewhere Out There
1096,Linda Ronstadt,When Will I Be Loved
1097,Linda Ronstadt,How Do I Make You
1098,Lindsey Buckingham,Trouble
1099,Linkin Park,What I've Done
1100,Linkin Park,New Divide
1101,Linkin Park,Shadow Of The Day
1102,Linkin Park,Numb
1103,Lionel Richie,My Love
1104,Lionel Richie,Stuck On You
1105,Lionel Richie,You Are
1106,Lionel Richie,Dancing On The Ceiling
1107,Lionel Richie,Truly
1108,Lionel Richie,Running With The Night
1109,Lisa Loeb,I Do
1110,Little Big Town,Pontoon
1111,Little Big Town,Girl Crush
1112,Little River Band,Lonesome Loser
1113,Little River Band,Cool Change
1114,Little River Band,Reminiscing
1115,Little River Band,The Other Guy
1116,Little River Band,Take It Easy On Me
1117,Little River Band,Lady
1118,Loggins and Messina,Your Mama Don't Dance
1119,Los Lonely Boys,Heaven
1120,Lou Bega,Mambo No. 5
1121,Lou Christie,Two Faces Have I
1122,Lou Christie,Lightnin' Strikes
1123,Lou Christie,I'm Gonna Make You Mine
1124,Lou Gramm,Just Between You And Me
1125,Lou Rawls,You'll Never Find Another Love Like Mine
1126,Love and Rockets,So Alive
1127,Lovin' Spoonful,Daydream
1128,Lovin' Spoonful,Did You Ever Have To Make Up Your Mind?
1129,Ludacris,Money Maker
1130,Ludacris,Runaway Love
1131,Ludacris,How Low
1132,Ludacris,Splash Waterfalls
1133,Ludacris,My Chick Bad
1134,Ludacris,Move Bitch
1135,Ludacris,Stand Up
1136,Ludacris,Pimpin' All Over the World
1137,Luke Bryan,Crash My Party
1138,Luke Bryan,Drunk On You
1139,Luke Bryan,Play It Again
1140,Lumidee,"Never Leave You - Uh Ooh, Uh Oooh!"
1141,Luniz,I Got 5 On It
1142,Lupe Fiasco,Superstar
1143,Lupe Fiasco,The Show Goes On
1144,Luther Vandross,The Best Things In Life Are Free
1145,Luther Vandross,Endless Love
1146,Luther Vandross,Here And Now
1147,Lynn Anderson,Rose Garden
1148,Lynyrd Skynyrd,What's Your Name
1149,M.C. Hammer,Have You Seen Her
1150,M.C. Hammer,U Can't Touch This
1151,Macklemore,Same Love
1152,Macy Gray,I Try
1153,Madonna,Open Your Heart
1154,Madonna,Papa Don't Preach
1155,Madonna,Causing A Commotion
1156,Madonna,Lucky Star
1157,Madonna,Frozen
1158,Madonna,Express Yourself
1159,Madonna,Deeper And Deeper
1160,Madonna,Borderline
1161,Madonna,Secret
1162,Madonna,Material Girl
1163,Madonna,4 Minutes
1164,Madonna,La Isla Bonita
1165,Madonna,Cherish
1166,Madonna,Don't Tell Me
1167,Madonna,You'll See
1168,Madonna,Live To Tell
1169,Madonna,Who's That Girl
1170,Madonna,Rain
1171,Madonna,Like A Prayer
1172,Mama Cass Elliot,It's Getting Better
1173,Manhattan Transfer,Boy From New York City
1174,Marcy Playground,Sex And Candy
1175,Mariah Carey,I Don't Wanna Cry
1176,Mariah Carey,Can't Let Go
1177,Mariah Carey,Love Takes Time
1178,Mariah Carey,Honey
1179,Mariah Carey,Anytime You Need A Friend
1180,Mariah Carey,I Still Believe
1181,Mariah Carey,Don't Forget About Us
1182,Mariah Carey,Thank God I Found You
1183,Mariah Carey,Make It Happen
1184,Mariah Carey,Heartbreaker
1185,Mariah Carey,It's Like That
1186,Mariah Carey,Obsessed
1187,Mark Chesnutt,I Don't Want To Miss A Thing
1188,Marky Mark And The Funky Bunch,Wildside
1189,Marmalade,Reflections Of My Life
1190,Maroon 5,She Will Be Loved
1191,Maroon 5,Animals
1192,Maroon 5,Maps
1193,Maroon 5,Love Somebody
1194,Maroon 5,Misery
1195,Maroon 5,Daylight
1196,Maroon 5,She Will be Loved
1197,Marshall Tucker Band,Heard It In A Love Song
1198,Martha and The Vandellas,Nowhere To Run
1199,Martin Garrix,Animals
1200,Marty Robbins,Don't Worry
1201,Marvin Gaye,Mercy Mercy Me
1202,Marvin Gaye,Pride And Joy
1203,Marvin Gaye,Sexual Healing
1204,Marvin Gaye,That's The Way Love Is
1205,Marvin Gaye,I'll Be Doggone
1206,Marvin Gaye and Tammi Terrell,Your Precious Love
1207,Marvin Gaye and Tammi Terrell,Ain't Nothing Like The Real Thing
1208,Mary Hopkin,Those Were The Days
1209,Mary J. Blige,Not Gon' Cry
1210,Mary J. Blige,Real Love
1211,Mary J. Blige,Rainy Dayz
1212,Mary Jane Girls,In My House
1213,Mary Wells,You Beat Me To The Punch
1214,Matchbox 20,Back 2 Good
1215,Maureen McGovern,The Morning After
1216,Maxine Nightingale,Lead Me On
1217,Maxine Nightingale,Right Back Where We Started From
1218,Maxwell,Fortunate
1219,Mc Lyte,Cold Rock A Party
1220,McFadden and Whitehead,Ain't No Stoppin' Us Now
1221,Meat Loaf,Two Out Of Three Ain't Bad
1222,Meat Loaf,Rock And Roll Dreams Come Through
1223,Meek Mill,All Eyes On You
1224,Meghan Trainor,Dear Future Husband
1225,Melissa Etheridge,I'm The Only One
1226,Melissa Etheridge,Come To My Window
1227,Men At Work,Overkill
1228,Men At Work,Who Can It Be Now?
1229,Men Without Hats,The Safety Dance
1230,Metro Station,Shake It
1231,Miami Sound Machine,Conga
1232,Miami Sound Machine,Words Get In The Way
1233,Michael Bolton,How Can We Be Lovers
1234,Michael Bolton,Said I Loved You...But I Lied
1235,Michael Bolton,"Time, Love And Tenderness"
1236,Michael Bolton,Love Is A Wonderful Thing
1237,Michael Bolton,When A Man Loves A Woman
1238,Michael Buble,Haven't Met You Yet
1239,Michael Jackson,Bad
1240,Michael Jackson,Butterflies
1241,Michael Jackson,In The Closet
1242,Michael Jackson,Dirty Diana
1243,Michael Jackson,The Girl Is Mine
1244,Michael Jackson,She's Out Of My Life
1245,Michael Jackson,Wanna Be Startin' Somethin'
1246,Michael Jackson,Rockin' Robin
1247,Michael Jackson,Will You Be There
1248,Michael Jackson,The Way You Make Me Feel
1249,Michael Jackson,I Just Can't Stop Loving You
1250,Miley Cyrus,See You Again
1251,Miley Cyrus,Party in the U.S.A.
1252,Miley Cyrus,Party In The U.S.A.
1253,Milli Vanilli,Baby Don't Forget My Number
1254,Mint Condition,Breakin' My Heart
1255,Missy Elliott,Hot Boyz
1256,Moby,South Side
1257,Mocedades,Eres Tu
1258,Monkees,Pleasant Valley Sunday
1259,Montell Jordan,Get It On Tonite
1260,Montell Jordan,Let's Ride
1261,Moody Blues,Go Now
1262,Moody Blues,Nights In White Satin
1263,Motels,Only The Lonely
1264,Mumford and Sons,I Will Wait
1265,Mungo Jerry,In The Summertime
1266,Murray Head,Superstar
1267,Murray Head,One Night In Bangkok
1268,Musiq Soulchild,Love
1269,My Chemical Romance,Welcome To The Black Parade
1270,Mystikal,Shake Ya Ass
1271,Mystikal,Danger
1272,Nas,I Can
1273,Nat King Cole,Ramblin' Rose
1274,Nat King Cole,Those Lazy Hazy Crazy Days Of Summer
1275,Natalie Cole,Our Love
1276,Natalie Cole,Miss You Like Crazy
1277,Natalie Cole,I've Got Love On My Mind
1278,Natalie La Rose,Somebody
1279,Natalie Merchant,Carnival
1280,Natalie Merchant,Wonder
1281,Natasha Bedingfield,Love Like This
1282,Naughty By Nature,Hip Hop Hooray
1283,Naughty By Nature,Feel Me Flow
1284,Nazareth,Love Hurts
1285,Ne-Yo,Miss Independent
1286,Ne-Yo,Sexy Love
1287,Ne-Yo,Mad
1288,Ne-Yo,Because Of You
1289,Neil Diamond,Hello Again
1290,Neil Diamond,Song Sung Blue
1291,Neil Diamond,America
1292,Neil Diamond,Love On The Rocks
1293,Neil Sedaka,Calendar Girl
1294,Nelly Furtado,Turn Off The Light
1295,Nelly Furtado,I'm Like A Bird
1296,Nelson,(Can't Live Without Your) Love And Affection
1297,Nelson,After The Rain
1298,Nena,99 Luftballons
1299,Neneh Cherry,Buffalo Stance
1300,Neon Trees,Animal
1301,New Boyz,Tie Me Down
1302,New Christy Minstrels,Today
1303,New Edition,If It Isn't Love
1304,New Edition,I'm Still In Love With You
1305,New Edition,Cool It Now
1306,New Kids On The Block,Hangin' Tough
1307,New Kids On The Block,Step By Step
1308,New Kids On The Block,Cover Girl
1309,New Kids On The Block,You Got It
1310,New Kids On The Block,I'll Be Loving You
1311,Nickelback,Gotta Be Somebody
1312,Nickelback,Savin' Me
1313,Nickelback,If Everyone Cared
1314,Nickelback,Far Away
1315,Nickelback,Rockstar
1316,Nickelback,If Today Was Your Last Day
1317,Nicki Minaj,Truffle Butter
1318,Nicki Minaj,Moment 4 Life
1319,Nicki Minaj,Only
1320,Nicki Minaj,Anaconda
1321,Nicki Minaj,Your Love
1322,Night Ranger,Sister Christian
1323,Nirvana,Smells Like Teen Spirit
1324,Nitty Gritty Dirt Band,Mr. Bojangles
1325,Nivea,Don't Mess With My Man
1326,No Doubt,Underneath it All
1327,No Doubt,Hey Baby
1328,No Doubt,Just A Girl
1329,No Doubt,Underneath It All
1330,No Doubt,It's My Life
1331,Notorious B.I.G.,Hypnotize
1332,Nu Shooz,I Can't Wait
1333,O'Jays,Back Stabbers
1334,O'Jays,I Love Music
1335,O'Jays,Put Your Hands Together
1336,O'Jays,Love Train
1337,O'Jays,Use Ta Be My Girl
1338,Oak Ridge Boys,Elvira
1339,Of Monsters And Men,Little Talks
1340,Ohio Players,Love Rollercoaster
1341,Ohio Players,Fire
1342,Oliver,Good Morning Starshine
1343,Oliver,Jean
1344,Olivia Newton-John,Have You Never Been Mellow
1345,Olivia Newton-John,Hopelessly Devoted To You
1346,Olivia Newton-John,If You Love Me
1347,Olivia Newton-John,Twist Of Fate
1348,Olivia Newton-John,Let Me Be There
1349,Olivia Newton-John,Please Mr Please
1350,Omarion,Ice Box
1351,Omarion,Post To Be
1352,One Direction,Story Of My Life
1353,One Direction,Best Song Ever
1354,One Direction,Drag Me Down
1355,OneRepublic,Good Life
1356,OneRepublic,All The Right Moves
1357,OneRepublic,Stop And Stare
1358,OneRepublic,Love Runs Out
1359,Onyx,Slam
1360,Orchestral Manoeuvres In The Dark,If You Leave
1361,Orianthi,According To You
1362,Orleans,Dance With Me
1363,Osmonds,Down By The Lazy River
1364,Osmonds,Yo-yo
1365,OutKast,Roses
1366,OutKast,The Whole World
1367,Outkast,Ms. Jackson
1368,Owl City,Good Time
1369,P.M. Dawn,Looking Through Patient Eyes
1370,P.M. Dawn,I'd Die Without You
1371,P.M. Dawn,Set Adrift On Memory Bliss
1372,Papa Roach,Scars
1373,Paper Lace,The Night Chicago Died
1374,Pat Benatar,Hit Me With Your Best Shot
1375,Pat Benatar,Love Is A Battlefield
1376,Pat Benatar,We Belong
1377,Pat Boone,Speedy Gonzales
1378,Pat Boone,Moody River
1379,Patti Smith,Because The Night
1380,Paul Anka,(You're) Having My Baby
1381,Paul Anka,Puppy Love
1382,Paul Anka,It's Time To Cry
1383,Paul Anka,Times Of Your Life
1384,Paul Anka,I Don't Like To Sleep Alone
1385,Paul McCartney,No More Lonely Nights
1386,Paul McCartney,Take It Away
1387,Paul Simon,Loves Me Like A Rock
1388,Paul Simon,Mother And Child Reunion
1389,Paul Simon,Kodachrome
1390,Paul Simon,Slip Slidin' Away
1391,Paula Abdul,The Promise Of A New Day
1392,Paula Abdul,Forever Your Girl
1393,Paula Abdul,Blowing Kisses In The Wind
1394,Paula Cole,Where Have All The Cowboys Gone?
1395,Peabo Bryson,If Ever You're In My Arms Again
1396,Pearl Jam,Last Kiss
1397,Pebbles,Giving You The Benefit
1398,Pebbles,Girlfriend
1399,Pebbles,Mercedes Boy
1400,Percy Sledge,Take Time To Know Her
1401,Pet Shop Boys,What Have I Done To Deserve This?
1402,Pete Townshend,Let My Love Open The Door
1403,Peter Cetera,The Next Time I Fall
1404,Peter Cetera,One Good Woman
1405,Peter Frampton,I'm In You
1406,Peter Frampton,Show Me The Way
1407,Peter Gabriel,Sledgehammer
1408,Peter and Gordon,A World Without Love
1409,Peter and Gordon,Lady Godiva
1410,Petula Clark,This Is My Song
1411,Petula Clark,I Know A Place
1412,Pharrell Williams,Frontin'
1413,Phil Collins,I Wish It Would Rain Down
1414,Phil Collins,Sussudio
1415,Phil Collins,A Groovy Kind Of Love
1416,Phil Collins,Separate Lives
1417,Phil Collins,Don't Lose My Number
1418,Phil Collins,Do You Remember
1419,Phil Collins,One More Night
1420,Phil Collins,You Can't Hurry Love
1421,Phil Collins,Something Happened On The Way To Heaven
1422,Phillip Phillips,"Gone, Gone, Gone"
1423,Phillip Phillips,Home
1424,Phoebe Snow,Poetry Man
1425,Pitbull,Feel This Moment
1426,Pitbull,Back In Time
1427,Pitbull,Hotel Room Service
1428,Pitbull,Time Of Our Lives
1429,Pitbull,International Love
1430,Pitbull,Hey Baby
1431,Player,This Time I'm In It For Love
1432,Plies,Shawty
1433,Plies,Bust It Baby Part 2
1434,Pointer Sisters,Neutron Dance
1435,Pointer Sisters,Automatic
1436,Poison,Unskinny Bop
1437,Police,Don't Stand So Close To Me
1438,Pretenders,Back On The Chain Gang
1439,Pretenders,Brass In Pocket
1440,Pretty Ricky,Grind With Me
1441,Pretty Ricky,Your Body
1442,Procol Harum,A Whiter Shade Of Pale
1443,Puddle Of Mudd,She Hates Me
1444,Puff Daddy,Victory
1445,Pure Prairie League,Let Me Love You Tonight
1446,Pussycat Dolls,I Hate This Part
1447,Pussycat Dolls,Stickwitu
1448,Pussycat Dolls,When I Grow Up
1449,Quiet Riot,Cum On Feel The Noize
1450,R. Dean Taylor,Indiana Wants Me
1451,R. Kelly,Fiesta
1452,R. Kelly,I Can't Sleep Baby
1453,R. Kelly,Gotham City
1454,R. Kelly,Thoia Thoing
1455,R. Kelly,Your Body's Callin'
1456,R. Kelly,Step In The Name Of Love
1457,R. Kelly,Down Low
1458,REO Speedwagon,Take It On The Run
1459,REO Speedwagon,Keep The Fire Burnin'
1460,Rae Sremmurd,No Type
1461,Randy,Denise
1462,Randy Newman,Short People
1463,Rare Earth,I Just Want To Celebrate
1464,Rare Earth,(I Know) I'm Losing You
1465,Rascal Flatts,What Hurts the Most
1466,Ray Charles,Crying Time
1467,Ray Charles,Busted
1468,Ray Charles,You Don't Know Me
1469,Ray Charles,One Mint Julep
1470,Ray J,One Wish
1471,Ray Parker Jr.,The Other Woman
1472,Ray Stevens,Ahab The Arab
1473,Ray Stevens,Gitarzan
1474,Raydio,You Can't Change That
1475,Raydio,Jack And Jill
1476,Ready For The World,Oh Sheila
1477,Red Hot Chili Peppers,Dani California
1478,Red Hot Chili Peppers,Otherside
1479,Red Hot Chili Peppers,Scar Tissue
1480,Rich Homie Quan,Flex
1481,Richard Harris,MacArthur Park
1482,Richard Marx,Endless Summer Nights
1483,Richard Marx,Now And Forever
1484,Richard Marx,Should've Known Better
1485,Richard Marx,Hold On To The Nights
1486,Richard Marx,Hazard
1487,Richard Marx,Satisfied
1488,Richard Marx,Don't Mean Nothing
1489,Rick Astley,Together Forever
1490,Rick Astley,Cry For Help
1491,Rick Springfield,Love Somebody
1492,Rick Springfield,Affair Of The Heart
1493,Rickie Lee Jones,Chuck E's In Love
1494,Ricky Martin,Nobody Wants To Be Lonely
1495,Ricky Martin,She's All I Ever Had
1496,Ricky Nelson,Hello Mary Lou
1497,Ricky Nelson,Travelin' Man
1498,Rihanna,Hard
1499,Rihanna,Unfaithful
1500,Rihanna,Hate That I Love You
1501,Rihanna,Pour It Up
1502,Ringo Starr,You're Sixteen
1503,Ringo Starr,It Don't Come Easy
1504,Ringo Starr,Oh My My
1505,Rixton,Me And My Broken Heart
1506,Robbie Dupree,Steal Away
1507,Robert Palmer,I Didn't Mean To Turn You On
1508,Robert Palmer,Simply Irresistible
1509,Robert Palmer,Every Kinda People
1510,Roberta Flack,Feel Like Makin' Love
1511,Roberta Flack,Where Is The Love
1512,Roberta Flack,Making Love
1513,Roberta Flack,The Closer I Get To You
1514,Robin Thicke,Lost Without U
1515,Rockwell,Somebody's Watching Me
1516,Rod Stewart,My Heart Can't Tell You No
1517,Rod Stewart,Young Turks
1518,Rod Stewart,Rhythm Of My Heart
1519,Rod Stewart,Passion
1520,Rod Stewart,Downtown Train
1521,Rod Stewart,You're In My Heart
1522,Rod Stewart,Have I Told You Lately
1523,Rod Stewart,Infatuation
1524,Rolling Stones,19th Nervous Breakdown
1525,Rolling Stones,Emotional Rescue
1526,Rolling Stones,Ruby Tuesday
1527,Rolling Stones,Jumpin' Jack Flash
1528,Ronettes,Be My Baby
1529,Ronnie Milsap,It Was Almost Like A Song
1530,Rose Royce,Car Wash
1531,Roxette,Joyride
1532,Roxette,Dangerous
1533,Roxette,Fading Like A Flower
