title,artist,Hit
Rock And Roll Music,Beach Boys,False
Still The One,Orleans,False
With Your Love,Jefferson Starship,False
Slow Ride,Foghat,False
Walk Away From Love,David Ruffin,False
"Baby, I Love Your Way",Peter Frampton,False
Young Hearts Run Free,Candi Staton,False
Money Honey,Bay City Rollers,False
Tear The Roof Off The Sucker,Parliament,False
Tryin' To Get The Feeling Again,Barry Manilow,False
Rock And Roll All Nite,Kiss,False
The Boys Are Back In Town,Thin Lizzy,False
Take The Money And Run,Steve Miller Band,False
Country Boy,Glen Campbell,False
