playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity
1uebWA75dLHSkk7XavGMaB,Because the Night,3huXBuHMJFygfIUbH6erg6,https://p.scdn.co/mp3-preview/21672fd56658df2b6e807bdd123c119117a9b088?cid=961d9cfe0e7c426da68d7932c2693fc9,2016-06-03,"['ectofolk', 'lilith', 'new wave', 'new wave pop', 'pop rock', 'singer-songwriter']",0.471,0.733,-4.104,0.0366,0.211,2.62e-06,0.7,0.223,122.093,11,0,338576,34.0
1uebWA75dLHSkk7XavGMaB,I'm Not In Love,5HQEmiV2lKnSO6qa2fsR7x,https://p.scdn.co/mp3-preview/97b17a635a4cd0d0af4ca38066eb37ce74ed28e3?cid=961d9cfe0e7c426da68d7932c2693fc9,1975,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'new romantic', 'soft rock', 'yacht rock']",0.404,0.523,-15.7,0.0575,0.685,0.000498,0.282,0.164,133.738,4,1,366640,71.0
1uebWA75dLHSkk7XavGMaB,The Things We Do For Love,6KEWtSOGKpIXGw6l1uJgsR,https://p.scdn.co/mp3-preview/9753ed4bec17d170ebf91b19145f1295496b94a6?cid=961d9cfe0e7c426da68d7932c2693fc9,1977,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'new romantic', 'soft rock', 'yacht rock']",0.637,0.528,-9.837,0.0394,0.163,0.0,0.122,0.781,106.949,1,1,207573,68.0
1uebWA75dLHSkk7XavGMaB,"Only You (feat. The Notorious B.I.G., Ma$e) - Bad Boy Remix",6zOg9gP62RJSsKFeOBAgvH,https://p.scdn.co/mp3-preview/f92c181372dff481b2b24834ca121f3a4ebd3f90?cid=961d9cfe0e7c426da68d7932c2693fc9,1996-08-27,"['atl hip hop', 'boy band', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",0.764,0.525,-5.969,0.048,0.0296,0.0,0.0993,0.787,95.813,8,1,289413,65.0
1uebWA75dLHSkk7XavGMaB,Cupid,3kVIFDE3G89I2RPVkiRaRj,https://p.scdn.co/mp3-preview/e56eaed5088739e813d5ffdf2b8329d4dfe9264f?cid=961d9cfe0e7c426da68d7932c2693fc9,1996-08-27,"['atl hip hop', 'boy band', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",0.685,0.38,-11.219,0.112,0.373,0.0,0.0371,0.87,175.562,8,1,252267,65.0
1uebWA75dLHSkk7XavGMaB,Anywhere,0Zze3tFRSNwL6KllmYjLgZ,https://p.scdn.co/mp3-preview/37f1958f9cd3f29883884d7914e1757a5eb0ce74?cid=961d9cfe0e7c426da68d7932c2693fc9,1998,"['atl hip hop', 'boy band', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",0.592,0.499,-7.806,0.277,0.174,0.0,0.122,0.863,125.824,5,1,244416,57.0
1uebWA75dLHSkk7XavGMaB,It's Over Now,769geiA8btidGHda4BBDOJ,https://p.scdn.co/mp3-preview/e509bb82d4a1af570fad6566244a43fbb11a260c?cid=961d9cfe0e7c426da68d7932c2693fc9,2001,"['atl hip hop', 'boy band', 'contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",0.66,0.71,-4.541,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,1,1,264933,57.0
1uebWA75dLHSkk7XavGMaB,No Lie,4Ox97hNeJSWFCZ8vp76vog,https://p.scdn.co/mp3-preview/cd3b148540b80eebe4dcee607b05537989751962?cid=961d9cfe0e7c426da68d7932c2693fc9,2012-01-01,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.634,0.665,-5.984,0.176,0.0172,0.0,0.365,0.611,131.108,6,0,237827,49.0
1uebWA75dLHSkk7XavGMaB,I Get Around,4voEoczU7Ijborps9XF1n3,https://p.scdn.co/mp3-preview/5bf399850bcb1bb4be611faefced089288f38f39?cid=961d9cfe0e7c426da68d7932c2693fc9,1993-02-16,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.846,0.416,-13.767,0.118,0.156,9.34e-06,0.238,0.645,96.188,10,0,259000,70.0
1uebWA75dLHSkk7XavGMaB,Keep Ya Head Up,0XRbYXQUymj9SJkrr8YK5B,https://p.scdn.co/mp3-preview/bde23ad2e6064065f8a956ea67f32342b15b8b27?cid=961d9cfe0e7c426da68d7932c2693fc9,1993-02-16,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.598,0.732,-7.013,0.425,0.144,0.0,0.508,0.595,172.329,4,1,262507,72.0
1uebWA75dLHSkk7XavGMaB,It's Not My Time,3DelzIn0lPwX4PeOJk9zDF,https://p.scdn.co/mp3-preview/e6e9e47a248abe7bbaf40b71d2eb9f848aa392b8?cid=961d9cfe0e7c426da68d7932c2693fc9,2008-01-01,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",0.529,0.934,-4.808,0.0602,0.00153,5.16e-06,0.118,0.282,127.962,0,1,241960,61.0
1uebWA75dLHSkk7XavGMaB,Let Me Go,6A1yZW5SLd9hpLZsG29hCQ,https://p.scdn.co/mp3-preview/101b1f9c66620fa63037decd202a15206a521c79?cid=961d9cfe0e7c426da68d7932c2693fc9,2012-01-01,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",0.478,0.863,-4.914,0.0387,0.0181,0.0,0.111,0.491,92.004,1,0,243053,54.0
1uebWA75dLHSkk7XavGMaB,No More (Baby I'ma Do Right),5zn1hpm9N0ylKB7kOtpCw2,https://p.scdn.co/mp3-preview/6b230efb86f3c2e5f88ad4fca48b0daef91b668c?cid=961d9cfe0e7c426da68d7932c2693fc9,2000-11-06,"['contemporary r&b', 'girl group', 'hip pop', 'r&b', 'urban contemporary']",0.721,0.723,-7.08,0.0631,0.102,4.4e-06,0.0651,0.761,88.933,2,0,263440,58.0
1uebWA75dLHSkk7XavGMaB,Anything,2AtBXRPCZhtIqSGF5ap33B,https://p.scdn.co/mp3-preview/3e892028b952edc1e4eeb734f7fb2136a3848c30?cid=961d9cfe0e7c426da68d7932c2693fc9,1995-10-01,"['boy band', 'contemporary r&b']",0.686,0.454,-10.928,0.0328,0.43,0.00021,0.286,0.645,131.977,10,0,321000,53.0
1uebWA75dLHSkk7XavGMaB,What's Up?,0jWgAnTrNZmOGmqgvHhZEm,https://p.scdn.co/mp3-preview/e24bda8c6ed805bc0c0cf62059034c0010f36b1e?cid=961d9cfe0e7c426da68d7932c2693fc9,1992-01-01,"['new wave pop', 'pop rock']",0.565,0.564,-10.044,0.0292,0.161,0.0,0.114,0.454,134.355,2,1,295533,83.0
1uebWA75dLHSkk7XavGMaB,Wanksta,2eXlwgFPe6HgFaPJO8xQHK,https://p.scdn.co/mp3-preview/cbd4f665fd6e61377833721fd19e5cd945ca2e4d?cid=961d9cfe0e7c426da68d7932c2693fc9,2003-02-06,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",0.802,0.863,-3.552,0.2,0.0199,0.0,0.141,0.873,81.008,1,1,219400,62.0
1uebWA75dLHSkk7XavGMaB,Tootsee Roll,0TZiZV8pQ6RBlo3Fmd5LX1,https://p.scdn.co/mp3-preview/af954d039f24f6e2fbdc40098d9edee28c8787e8?cid=961d9cfe0e7c426da68d7932c2693fc9,1994-05-27,['miami bass'],0.875,0.651,-12.139,0.236,0.0316,0.0,0.0754,0.715,133.029,9,0,256333,50.0
1uebWA75dLHSkk7XavGMaB,Get It Together,4eDCsyIHTSu3cQZ5wDIyP7,https://p.scdn.co/mp3-preview/3bd058d1b2a4eeee49cd1b0c7779bb788c154a3e?cid=961d9cfe0e7c426da68d7932c2693fc9,1996-01-01,"['contemporary r&b', 'girl group', 'hip pop', 'r&b']",0.791,0.186,-11.367,0.0333,0.625,2.67e-06,0.0574,0.317,114.061,10,1,291400,70.0
1uebWA75dLHSkk7XavGMaB,The Hardest Thing,5wbL8PUT1uxga9OeDlR9aV,https://p.scdn.co/mp3-preview/61e7cbce2ef4f433344b0848d89c24dbf25e809c?cid=961d9cfe0e7c426da68d7932c2693fc9,2023-09-22,['boy band'],0.718,0.503,-7.024,0.0287,0.162,0.0,0.0683,0.595,87.986,10,1,272933,0.0
1uebWA75dLHSkk7XavGMaB,Because Of You,4NCw4yDSGuGSpAxmZNCmTN,https://p.scdn.co/mp3-preview/5779fe100ff155bdfcc70b633a5ef78e74e4bd41?cid=961d9cfe0e7c426da68d7932c2693fc9,1998-01-01,['boy band'],0.731,0.595,-7.566,0.0271,0.302,0.0,0.107,0.495,104.499,0,1,296040,52.0
1uebWA75dLHSkk7XavGMaB,Invisible Man,5EOGZmuU56m3fFhqr4HCLe,https://p.scdn.co/mp3-preview/bb0ac9191ede30d0ce3bf85b32ea15e17b7499f2?cid=961d9cfe0e7c426da68d7932c2693fc9,1998-01-01,['boy band'],0.694,0.552,-10.452,0.0278,0.202,0.0,0.176,0.573,89.904,9,0,283267,48.0
1uebWA75dLHSkk7XavGMaB,I Ran (So Far Away),4OdhffpvG3HxDJMxYOKh97,https://p.scdn.co/mp3-preview/7a5f651a7ed0940109deee19914c92a1f60147a2?cid=961d9cfe0e7c426da68d7932c2693fc9,1982-04-30,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",0.507,0.642,-12.923,0.0323,0.00299,0.606,0.141,0.631,146.154,2,1,308933,64.0
1uebWA75dLHSkk7XavGMaB,The Winner Takes It All,3oEkrIfXfSh9zGnE7eBzSV,https://p.scdn.co/mp3-preview/a5c0b3c58f991b2b1f492ddb59223bb561a9a787?cid=961d9cfe0e7c426da68d7932c2693fc9,1980,"['europop', 'swedish pop']",0.454,0.788,-6.748,0.0371,0.574,0.000766,0.0859,0.52,126.15,6,1,294720,75.0
1uebWA75dLHSkk7XavGMaB,Waterloo,3Dy4REq8O09IlgiwuHQ3sk,https://p.scdn.co/mp3-preview/080b052681fc89186ce46d77e96032b53e7f0ee8?cid=961d9cfe0e7c426da68d7932c2693fc9,1974,"['europop', 'swedish pop']",0.445,0.949,-4.682,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,2,1,168960,75.0
1uebWA75dLHSkk7XavGMaB,Take A Chance On Me,5BckPAYcKEJuYs1eV1BHHe,https://p.scdn.co/mp3-preview/a4f1d26b231c702d09d1a0301a22021c47ceab0a?cid=961d9cfe0e7c426da68d7932c2693fc9,1977,"['europop', 'swedish pop']",0.684,0.675,-8.123,0.0257,0.163,0.0,0.242,0.924,107.064,11,1,243933,76.0
1uebWA75dLHSkk7XavGMaB,Sail,7ueP5u2qkdZbIPN2YA6LR0,https://p.scdn.co/mp3-preview/f14574baf46e2fb574059f16f9d4e94774bd00b3?cid=961d9cfe0e7c426da68d7932c2693fc9,2011-03-15,"['la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp pop']",0.826,0.436,-9.583,0.0558,0.441,0.615,0.0964,0.272,119.051,1,1,259093,76.0
1uebWA75dLHSkk7XavGMaB,At Your Best (You Are Love),4lRrk574qIHpoEEKC1zuam,https://p.scdn.co/mp3-preview/d52722b5875a9528abb025d5bbcd9480f0e2d8dd?cid=961d9cfe0e7c426da68d7932c2693fc9,1994-05-22,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.626,0.441,-10.637,0.0308,0.761,0.0138,0.0685,0.563,78.094,9,0,291400,66.0
1uebWA75dLHSkk7XavGMaB,Back & Forth,45wneA2j0Z0WMnYNDO6Ad0,https://p.scdn.co/mp3-preview/50318c371f37a3fbe741c33aa5af116f6be33b16?cid=961d9cfe0e7c426da68d7932c2693fc9,1994-05-22,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.706,0.727,-8.06,0.0317,0.0698,5.31e-06,0.115,0.903,92.938,5,1,231093,63.0
1uebWA75dLHSkk7XavGMaB,If Your Girl Only Knew,1WKz2dJbsK0S56zvpnhFWU,https://p.scdn.co/mp3-preview/a78feb58eb9c0fad5d4ce7ed41e080aa9ba66f63?cid=961d9cfe0e7c426da68d7932c2693fc9,1996-08-27,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.841,0.741,-3.487,0.0359,0.137,0.000445,0.11,0.834,88.408,9,0,290960,61.0
1uebWA75dLHSkk7XavGMaB,The One I Gave My Heart To,5otUV0LUycAHXqGVz8bZY0,https://p.scdn.co/mp3-preview/1bf888d98cf8f30e391c39ea513cac5b7d0e43f4?cid=961d9cfe0e7c426da68d7932c2693fc9,1996-08-27,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.702,0.493,-7.631,0.041,0.399,0.0,0.112,0.333,125.389,7,1,270933,55.0
1uebWA75dLHSkk7XavGMaB,More Than A Woman,3Qn0lCE28GSVVu274XkOhR,https://p.scdn.co/mp3-preview/69fec46ea2a3063b415acc9898f2d9393e3dd5ef?cid=961d9cfe0e7c426da68d7932c2693fc9,2002,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",0.646,0.638,-5.803,0.0787,0.0556,0.0014,0.182,0.74,86.994,11,1,230347,44.0
1uebWA75dLHSkk7XavGMaB,How Long,4AjKVyNUMdUveKK5OH1OJD,https://p.scdn.co/mp3-preview/d7720d08be6051dd4cc2345c6b172a4b4d094f41?cid=961d9cfe0e7c426da68d7932c2693fc9,1974-01-01,['classic uk pop'],0.717,0.406,-13.954,0.0305,0.587,0.103,0.0869,0.703,123.213,0,0,204227,65.0
1uebWA75dLHSkk7XavGMaB,Cruel Summer,1ntjFaRNVpC1V2cKekUnU5,https://p.scdn.co/mp3-preview/97b5f3165667144ef0ee53a79716b4abc6bb295c?cid=961d9cfe0e7c426da68d7932c2693fc9,1998-01-21,"['eurodance', 'europop', 'new wave pop']",0.721,0.842,-1.97,0.0278,0.0129,0.00206,0.0734,0.88,109.968,1,0,215360,50.0
1uebWA75dLHSkk7XavGMaB,Goody Two Shoes,760xFXFj5Fksa3jawSCn5g,https://p.scdn.co/mp3-preview/ee7a954a1be2eeac6047f0cd4b7d0ce1bc7a7806?cid=961d9cfe0e7c426da68d7932c2693fc9,1982,"['new romantic', 'new wave', 'new wave pop', 'permanent wave']",0.624,0.991,-3.467,0.135,0.0289,0.0107,0.0477,0.535,95.472,1,0,209213,53.0
1uebWA75dLHSkk7XavGMaB,Whataya Want from Me,0zv9bOC2NSMd3Fw2HgM5Xn,https://p.scdn.co/mp3-preview/4b8ab1b810185612247ce9e6cca444149eaf0a52?cid=961d9cfe0e7c426da68d7932c2693fc9,2009,"['dance pop', 'idol', 'pop', 'post-teen pop']",0.438,0.672,-4.706,0.0429,0.0055,0.0,0.0583,0.457,185.934,11,0,227320,59.0
1uebWA75dLHSkk7XavGMaB,Jaded,6uhj7EIZZm3OwVr0gWfkQn,https://p.scdn.co/mp3-preview/2d4685182cedcf55f58352587ef6c797db23025a?cid=961d9cfe0e7c426da68d7932c2693fc9,2001-03-05,"['album rock', 'classic rock', 'hard rock', 'rock']",0.518,0.866,-4.476,0.0509,0.00413,1.93e-05,0.246,0.671,117.983,9,1,215824,64.0
1uebWA75dLHSkk7XavGMaB,Janie's Got A Gun - Single Version,25DmVBhjRLF4yCOUEg4OHs,https://p.scdn.co/mp3-preview/642bdb07543f410d1cd39db03fc37fb3bcd40a91?cid=961d9cfe0e7c426da68d7932c2693fc9,2023-10-01,"['album rock', 'classic rock', 'hard rock', 'rock']",0.622,0.829,-4.759,0.0296,0.0721,0.000286,0.179,0.415,115.491,5,1,328560,0.0
1uebWA75dLHSkk7XavGMaB,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",225xvV8r1yKMHErSWivnow,https://p.scdn.co/mp3-preview/f02930ba19b2760c7df9abfbd7aca5ba1ea99be9?cid=961d9cfe0e7c426da68d7932c2693fc9,1998-06-23,"['album rock', 'classic rock', 'hard rock', 'rock']",0.383,0.662,-5.162,0.0333,0.165,0.0,0.248,0.138,121.154,2,1,298760,75.0
1uebWA75dLHSkk7XavGMaB,Dream On,1xsYj84j7hUDDnTTerGWlH,https://p.scdn.co/mp3-preview/b56a69c9cddc7358e940daa656a8dd5874e5f58f?cid=961d9cfe0e7c426da68d7932c2693fc9,1973-01-05,"['album rock', 'classic rock', 'hard rock', 'rock']",0.392,0.476,-7.583,0.0249,0.397,0.000163,0.309,0.234,78.031,1,1,267597,85.0
1uebWA75dLHSkk7XavGMaB,Crazy,3QxKpdTB8ZSFn8MGeCCpsQ,https://p.scdn.co/mp3-preview/b63e6855d444a0ce83fb867a53b81721f17e0e73?cid=961d9cfe0e7c426da68d7932c2693fc9,1993-01-01,"['album rock', 'classic rock', 'hard rock', 'rock']",0.348,0.848,-4.674,0.0396,0.0454,0.0,0.143,0.486,162.189,6,0,316827,75.0
1uebWA75dLHSkk7XavGMaB,Angel,3kfXUGIdBNpyr2gBvU3Guj,https://p.scdn.co/mp3-preview/8a3eb96a9474948918ce1fb9f256a0020b7dc07a?cid=961d9cfe0e7c426da68d7932c2693fc9,1987-01-01,"['album rock', 'classic rock', 'hard rock', 'rock']",0.239,0.819,-3.583,0.0393,0.304,0.0,0.0855,0.439,171.449,3,1,308907,64.0
1uebWA75dLHSkk7XavGMaB,Amazing,4Q79zjgYqJTjGmvbkUOd0d,https://p.scdn.co/mp3-preview/ea914fcd2960c5918d60b45a4540878e2de2f6ad?cid=961d9cfe0e7c426da68d7932c2693fc9,2023-10-06,"['album rock', 'classic rock', 'hard rock', 'rock']",0.329,0.769,-3.883,0.0332,0.00791,0.000869,0.406,0.252,139.362,0,1,356533,0.0
1uebWA75dLHSkk7XavGMaB,Cryin',4t1fWWJQs5V9YErfsrDslC,https://p.scdn.co/mp3-preview/3def896e70eabb8cd503b054850375a24409dfbe?cid=961d9cfe0e7c426da68d7932c2693fc9,1993-01-01,"['album rock', 'classic rock', 'hard rock', 'rock']",0.452,0.813,-4.45,0.0319,8.31e-05,0.0381,0.274,0.539,105.757,9,1,308560,73.0
1uebWA75dLHSkk7XavGMaB,Der Kommissar,0OCoPwxoxtmhwTzUCpilQc,https://p.scdn.co/mp3-preview/c05334d7ba156db336ed5be266c00cc490843a5d?cid=961d9cfe0e7c426da68d7932c2693fc9,1996-04-02,['new wave'],0.695,0.641,-10.101,0.0583,0.0108,0.00264,0.0808,0.932,121.433,11,0,340600,35.0
1uebWA75dLHSkk7XavGMaB,Making Love Out of Nothing at All,01MXkFA8sL7at6txavDErt,https://p.scdn.co/mp3-preview/23f0c8484fe36ddbf410b7df9103d228acb08e59?cid=961d9cfe0e7c426da68d7932c2693fc9,2018-02-02,['soft rock'],0.388,0.72,-5.541,0.033,0.202,0.000288,0.283,0.554,141.283,7,1,341747,72.0
1uebWA75dLHSkk7XavGMaB,Even the Nights Are Better,09bRmFRViBORKQ2miwp04P,https://p.scdn.co/mp3-preview/2b4aa9f24766134f98e9ad64e226324ebf3fd6ed?cid=961d9cfe0e7c426da68d7932c2693fc9,1982-06-01,['soft rock'],0.434,0.507,-10.422,0.0358,0.565,0.0,0.161,0.236,115.309,5,1,237107,67.0
1uebWA75dLHSkk7XavGMaB,All Out of Love,7dQC53NiYOY9gKg3Qsu2Bs,https://p.scdn.co/mp3-preview/058457dee49939426eb38892bc59e893ffe8f396?cid=961d9cfe0e7c426da68d7932c2693fc9,1980-02-25,['soft rock'],0.513,0.262,-16.875,0.0276,0.313,5.51e-06,0.456,0.357,108.383,0,1,243000,74.0
1uebWA75dLHSkk7XavGMaB,Sweet Dreams,1ausxnZuFBzNn5sP3vaIe2,https://p.scdn.co/mp3-preview/b8d5773e3db5fdebfbb129ba71cd2016e63f57ef?cid=961d9cfe0e7c426da68d7932c2693fc9,2014-06-24,['soft rock'],0.379,0.466,-6.856,0.0308,0.392,1.52e-06,0.241,0.327,126.223,2,0,236787,50.0
1uebWA75dLHSkk7XavGMaB,Every Woman in the World,6OxnToSgslbtjJuNSKSdDQ,https://p.scdn.co/mp3-preview/087ddbce07dea5626e2780dfa4f9202bd0c14f71?cid=961d9cfe0e7c426da68d7932c2693fc9,1980-02-25,['soft rock'],0.393,0.312,-16.918,0.0366,0.307,0.0,0.134,0.362,156.361,9,1,209600,64.0
1uebWA75dLHSkk7XavGMaB,The One That You Love,3FDAd5vW4P7xe1GBNOLyfD,https://p.scdn.co/mp3-preview/4702516ef678b0ad103577e659f6d3680a957059?cid=961d9cfe0e7c426da68d7932c2693fc9,1981,['soft rock'],0.396,0.479,-8.072,0.0268,0.728,9.51e-06,0.102,0.184,109.973,5,1,259000,62.0
1uebWA75dLHSkk7XavGMaB,Right Now (Na Na Na),5Ravsw8TmHN5wBiYPPYUFw,https://p.scdn.co/mp3-preview/9afbca2abc9ae3b395de39d11635d975af9093a2?cid=961d9cfe0e7c426da68d7932c2693fc9,2008-01-01,['dance pop'],0.829,0.857,-4.194,0.152,0.26,0.0,0.415,0.586,137.979,8,0,240747,79.0
1uebWA75dLHSkk7XavGMaB,Beautiful,1GLx5tpDdwEFiA7KaikvX2,https://p.scdn.co/mp3-preview/9e4c833157a8e9bfefb1b35be3dec94825c7898f?cid=961d9cfe0e7c426da68d7932c2693fc9,2008-01-01,['dance pop'],0.739,0.945,-4.443,0.0881,0.125,0.0,0.112,0.627,130.018,0,0,312987,71.0
1uebWA75dLHSkk7XavGMaB,Locked Up,48EQasc6XD0pOQtkIOWqOC,https://p.scdn.co/mp3-preview/5a1768b0959e708fe072a9791623f1424011bb1c?cid=961d9cfe0e7c426da68d7932c2693fc9,2005-01-01,['dance pop'],0.833,0.568,-4.312,0.0847,0.0262,0.0,0.11,0.369,89.958,7,1,235067,69.0
1uebWA75dLHSkk7XavGMaB,Lonely,4v7DCN09hgXkKazefkznDQ,https://p.scdn.co/mp3-preview/3bab1970085de0754ac78aa2b6127243430e19f5?cid=961d9cfe0e7c426da68d7932c2693fc9,2005-01-01,['dance pop'],0.634,0.526,-7.881,0.0333,0.339,0.0,0.257,0.623,90.087,5,0,235800,80.0
1uebWA75dLHSkk7XavGMaB,Here I Am (Come and Take Me),20wu6USlvWRghMOvUdfLgE,https://p.scdn.co/mp3-preview/85f8f525b950df9469f7fa33825d4c854f22ea8a?cid=961d9cfe0e7c426da68d7932c2693fc9,1973,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",0.815,0.388,-12.238,0.0364,0.318,8.39e-05,0.0673,0.846,94.558,11,0,256693,50.0
1uebWA75dLHSkk7XavGMaB,Look What You Done for Me,0ZhwlFI7I69yaXphO7t5R8,https://p.scdn.co/mp3-preview/2a5ac1d8a0a1028b489d4ecc429dd5a18da3d8f9?cid=961d9cfe0e7c426da68d7932c2693fc9,1972-10-23,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",0.604,0.568,-8.555,0.0447,0.371,3.18e-06,0.182,0.818,95.672,10,1,185823,43.0
1uebWA75dLHSkk7XavGMaB,I'm Still in Love with You,2GEDd9qtGXU7IvGgqTF6Uj,https://p.scdn.co/mp3-preview/8c7beb23516468b44512ef6c6b4945a169be8335?cid=961d9cfe0e7c426da68d7932c2693fc9,1972-10-23,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",0.712,0.393,-9.538,0.0287,0.158,0.000588,0.0908,0.791,97.918,0,1,191636,57.0
1uebWA75dLHSkk7XavGMaB,I Love You More And More Every Day - Remastered,4I6OrFObPlJNl1bP2KZTjA,https://p.scdn.co/mp3-preview/657e5ebac61b5cb2021d5e06e495904eb67bc3f6?cid=961d9cfe0e7c426da68d7932c2693fc9,1992-01-01,[unknown],0.476,0.219,-13.406,0.0296,0.492,0.0,0.201,0.595,103.496,8,1,135333,33.0
1uebWA75dLHSkk7XavGMaB,Love in the First Degree,1HhnAW1ghWV6NlLsV9wwG5,https://p.scdn.co/mp3-preview/7848842072f4bd49745b386be72555327eedc571?cid=961d9cfe0e7c426da68d7932c2693fc9,1980,"['contemporary country', 'country', 'country road', 'country rock']",0.588,0.431,-11.881,0.0341,0.24,0.0,0.057,0.558,104.394,8,1,198267,48.0
1uebWA75dLHSkk7XavGMaB,It's Five O'Clock Somewhere,5oHHMDcVOmPSFrCgdbHPdb,https://p.scdn.co/mp3-preview/3a487518752a73fffffcbfac557958af7a669c2c?cid=961d9cfe0e7c426da68d7932c2693fc9,2010-11-19,['country'],0.713,0.772,-6.69,0.0372,0.208,0.0,0.211,0.88,125.202,2,1,230133,67.0
1uebWA75dLHSkk7XavGMaB,Games People Play,2gQsUHVFY4tpXc3AFU2mcS,https://p.scdn.co/mp3-preview/fed41f1bf99cfc2d1ced4708a3660e8897f5872b?cid=961d9cfe0e7c426da68d7932c2693fc9,1980-11-01,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",0.721,0.69,-10.533,0.0339,0.189,4.14e-06,0.138,0.684,132.019,11,0,263107,58.0
1uebWA75dLHSkk7XavGMaB,Time,48yJZwYYDZX5GKFND7wDfC,https://p.scdn.co/mp3-preview/3c83f089473f657e2f67558661d3d04f7d3cb6f2?cid=961d9cfe0e7c426da68d7932c2693fc9,1980-11-01,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",0.338,0.349,-12.7,0.0264,0.272,0.0677,0.143,0.109,146.827,5,0,314640,55.0
1uebWA75dLHSkk7XavGMaB,Eye In The Sky,38Y9PbxkSOaFMVIjO6Nlvn,https://p.scdn.co/mp3-preview/2156ac06652b7f0edb93caa6bae65dc51d9286bf?cid=961d9cfe0e7c426da68d7932c2693fc9,1982-06-01,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']",0.823,0.417,-12.643,0.032,0.562,0.00098,0.0765,0.522,111.928,2,1,276280,51.0
1uebWA75dLHSkk7XavGMaB,Too Close,4VySpxhRGy32u5zPCprzDn,https://p.scdn.co/mp3-preview/d996733c03ea7a69f6eaaa5452cd59f7e2ad6ce5?cid=961d9cfe0e7c426da68d7932c2693fc9,2011-01-01,['modern alternative rock'],0.588,0.694,-4.278,0.0387,0.00948,0.0,0.113,0.271,126.027,11,0,256613,61.0
1uebWA75dLHSkk7XavGMaB,Only Women Bleed,59xDvLlKHcLI0c9CSmzxSN,https://p.scdn.co/mp3-preview/fdcd0dc8a1e2f7eedd44bb791cdc2e59df2bbf18?cid=961d9cfe0e7c426da68d7932c2693fc9,1975-03-11,"['album rock', 'classic rock', 'detroit rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']",0.334,0.476,-8.497,0.0308,0.535,0.019,0.278,0.189,147.532,7,1,210933,49.0
1uebWA75dLHSkk7XavGMaB,You and Me,5k68ZFktJA3JlRfenOJA9y,https://p.scdn.co/mp3-preview/bdaea4462bde4f1c8c2e58a53bd4958af1662dc2?cid=961d9cfe0e7c426da68d7932c2693fc9,1977,"['album rock', 'classic rock', 'detroit rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']",0.613,0.317,-16.102,0.0293,0.369,0.000288,0.0775,0.473,113.124,10,0,306573,47.0
1uebWA75dLHSkk7XavGMaB,A Woman's Worth,0rimetBQIYXE3uMCbuXBUa,https://p.scdn.co/mp3-preview/17ba13cde245734542462322b7384cf3657e1c89?cid=961d9cfe0e7c426da68d7932c2693fc9,2001-06-05,"['neo soul', 'pop', 'r&b']",0.652,0.41,-8.323,0.158,0.333,0.0,0.064,0.495,75.09,4,0,303333,57.0
