"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:57ysLbmFhxX9WL9e5QTAmz","The Way That You Love Me","spotify:artist:4PpmBoqphQusNFsxuVKb6j","Paula Abdul","spotify:album:7zduRJgS6v79QmNUhKGozu","Forever Your Girl","spotify:artist:4PpmBoqphQusNFsxuVKb6j","Paula Abdul","1988-01-01","https://i.scdn.co/image/ab67616d0000b273cb3cea7439a97660b3aedb8c","1","1","322666","https://p.scdn.co/mp3-preview/7839074453facbd941a933ff507f5f3b2054d00a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","USVI28800030","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:7ptv3yXdBWwzO7rVA62rwy","(Oh) Pretty Woman - 2015 Remaster","spotify:artist:2cnMpRsOVqtPMfq7YiFE6K","Van Halen","spotify:album:6Ft0JILsEo5ZP2ddjECznc","Diver Down (Remastered)","spotify:artist:2cnMpRsOVqtPMfq7YiFE6K","Van Halen","1982-04-14","https://i.scdn.co/image/ab67616d0000b27388a6b607c2729f2b0c71da7c","1","6","172670","https://p.scdn.co/mp3-preview/49450ec0562cd3152aaec3dd7824db3f96fd3765?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USWB11500521","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:3kijKl7Er0lhgJsGAsNs1w","(She's) Sexy and 17","spotify:artist:2ibPkysx2PXqWLmxFD7jSg","Stray Cats","spotify:album:0hyTK3jR36b83PBr0h61JR","Rant 'N' Rave With The Stray Cats","spotify:artist:2ibPkysx2PXqWLmxFD7jSg","Stray Cats","1983-08-15","https://i.scdn.co/image/ab67616d0000b27397438215fd2595a841fd51b4","1","6","210866","https://p.scdn.co/mp3-preview/478ad127c2d29d7f31f75bff5212ec84d0872454?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","GBARK8300047","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:5NLuC70kZQv8q34QyQa1DP","Fight For Your Right","spotify:artist:03r4iKL2g2442PT9n2UKsx","Beastie Boys","spotify:album:11oR0ZuqB3ucZwb5TGbZxb","Licensed To Ill","spotify:artist:03r4iKL2g2442PT9n2UKsx","Beastie Boys","1986-11-15","https://i.scdn.co/image/ab67616d0000b273a7ea08ab3914c5fb2084a8ac","1","7","208653","https://p.scdn.co/mp3-preview/707ddc00a12e013b580a7b8e51fa0e23f40a76bc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USDJ28600007","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:0fwYreBOZKkfhmUWEf2vyB","19 Somethin'","spotify:artist:0dlwjJe4kg9TgOMN184bJF","Mark Wills","spotify:album:5Y27eky7PzfE36gLJLAVHK","Smokey Mountain Rain","spotify:artist:0dlwjJe4kg9TgOMN184bJF","Mark Wills","2013-10-14","https://i.scdn.co/image/ab67616d0000b273cd2baf22336fc5251908810b","1","8","202651","https://p.scdn.co/mp3-preview/22151b782ce1faa1e2623f312506a79e8929fb80?cid=9950ac751e34487dbbe027c4fd7f8e99","false","4","UK3XS1301705","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:1dF5Y2dd7Wm4wZKvVjWBpr","1st of Tha Month","spotify:artist:5spEJXLwD1sKUdC2bnOHPg","Bone Thugs-N-Harmony","spotify:album:3r25XjxAmLMOhOWoV6X8N9","E. 1999 Eternal","spotify:artist:5spEJXLwD1sKUdC2bnOHPg","Bone Thugs-N-Harmony","1995-07-25","https://i.scdn.co/image/ab67616d0000b273e49f4677129d4b8b9d9f50ac","1","12","314680","https://p.scdn.co/mp3-preview/1e90bcbb28865fc68bd71a05c685857aac07e891?cid=9950ac751e34487dbbe027c4fd7f8e99","true","64","US23S9528112","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:64yrDBpcdwEdNY9loyEGbX","21 Guns","spotify:artist:7oPftvlwr6VrsViSDV7fJY","Green Day","spotify:album:1AHZd3C3S8m8fFrhFxyk79","21st Century Breakdown","spotify:artist:7oPftvlwr6VrsViSDV7fJY","Green Day","2009-05-15","https://i.scdn.co/image/ab67616d0000b273c2ced39899b0d67cd5a724fa","1","16","321093","https://p.scdn.co/mp3-preview/431b2787cb98a4dea90606248e0a835afbf6b6f3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","USRE10900679","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:6pymOcrCnMuCWdgGVTvUgP","3","spotify:artist:26dSoYclwsYLMAKD3tpOr4","Britney Spears","spotify:album:325wcm5wMnlfjmKZ8PXIIn","The Singles Collection","spotify:artist:26dSoYclwsYLMAKD3tpOr4","Britney Spears","2009-11-09","https://i.scdn.co/image/ab67616d0000b273cc8fa71a43ad87783b3f64be","1","57","213173","https://p.scdn.co/mp3-preview/ddbd0f9d3ec4e6de41bb800d1fd584a6150d5ff3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","USJI10900602","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:1TyNecZDYU3BP3EitfpgnT","4 Seasons Of Loneliness","spotify:artist:6O74knDqdv3XaWtkII7Xjp","Boyz II Men","spotify:album:50NJ3kg2byqp460tCPpRF7","Evolution","spotify:artist:6O74knDqdv3XaWtkII7Xjp","Boyz II Men","1997-03-23","https://i.scdn.co/image/ab67616d0000b273d8768421219707e1851cafd9","1","3","292400","https://p.scdn.co/mp3-preview/1beacc9e86043e85176cac537749f7b540d63384?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","USMO19783234","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:42EMFjvFtOki8MA0JNZqVK","5 O'Clock (feat. Lily Allen & Wiz Khalifa)","spotify:artist:3aQeKQSyrW4qWr35idm0cy, spotify:artist:13saZpZnCDWOI9D4IJhp1f, spotify:artist:137W8MRPWKqSmrBGDBFSop","T-Pain, Lily Allen, Wiz Khalifa","spotify:album:7rWNM4Q11nvmpHOuSnLFME","Revolver (Expanded Edition)","spotify:artist:3aQeKQSyrW4qWr35idm0cy","T-Pain","2011-12-06","https://i.scdn.co/image/ab67616d0000b2730e39c79a29ace0bf642b8415","1","5","281280","https://p.scdn.co/mp3-preview/cade55d6fe51c2e274e072670013aa4e5b5f5ee0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","58","USJI11100299","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:2NniAhAtkRACaMeYt48xlD","50 Ways to Say Goodbye","spotify:artist:3FUY2gzHeIiaesXtOAdB7A","Train","spotify:album:5zseibu9WEsPaZmkJUMkz1","California 37","spotify:artist:3FUY2gzHeIiaesXtOAdB7A","Train","2012-04-17","https://i.scdn.co/image/ab67616d0000b273bde344cc54eedc35050f4c61","1","5","247946","https://p.scdn.co/mp3-preview/859a26b5e46ac6ddc3e0f8d01fbb3159e3a6afe9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","USSM11201533","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:5Ju2ZF0o78C89oFrAhvDIC","634-5789","spotify:artist:0N5PyKJzS3M1XNlaCL7bbE","Wilson Pickett","spotify:album:3fxWzXNMhTz01uShzMARnm","The Exciting Wilson Pickett","spotify:artist:0N5PyKJzS3M1XNlaCL7bbE","Wilson Pickett","1966","https://i.scdn.co/image/ab67616d0000b273e9417411c156207132d4c003","1","3","178586","https://p.scdn.co/mp3-preview/f85c1957747732f129f8f4b2fbf9abe9fce0fed6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","USAT29902206","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:5ecZWU5uQOiCVSnPxBZNmT","7 Things - Single Version","spotify:artist:5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","spotify:album:0Yu3czJNOQ68fZgkvpjuHL","Breakout","spotify:artist:5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","2008-01-01","https://i.scdn.co/image/ab67616d0000b273e345458751c029f411db3d5b","1","2","213453","https://p.scdn.co/mp3-preview/c72ced8af5595168702ef098027459ce210fb4b9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","USHR10823877","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:7njBQO43OYrfIqwXO6Gcyv","A Different Corner","spotify:artist:19ra5tSw0tWufvUp8GotLo","George Michael","spotify:album:6ZJD7uT643TvniNyAk90bd","The Final","spotify:artist:5lpH0xAS4fVfLkACg9DAuM","Wham!","1986-11-25","https://i.scdn.co/image/ab67616d0000b273ee44e3a23aaaa941f7adb48d","1","11","237866","https://p.scdn.co/mp3-preview/682620544999716499160b4311d2ea737b3f06a9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","GBBBM8600001","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:78Uz5O2o00RpnNNlvOMl7K","A Fool Never Learns - Single Version","spotify:artist:4sj6D0zlMOl25nprDJBiU9","Andy Williams","spotify:album:21n0NU4iyxyiTvtKSpa9x8","The Essential Andy Williams","spotify:artist:4sj6D0zlMOl25nprDJBiU9","Andy Williams","2013-05-10","https://i.scdn.co/image/ab67616d0000b273ff31aec892b192b2032ebaf2","1","11","121786","https://p.scdn.co/mp3-preview/ae90e058ac10ce19ed355117a058402632632c54?cid=9950ac751e34487dbbe027c4fd7f8e99","false","14","USSM16301376","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:5R6ol4f8WCUCWNrB7Ymf99","A Love Bizarre","spotify:artist:6OQrOpxSIfPai3cFaN4v4P","Sheila E.","spotify:album:0Jkqv4qmznXpfa0tLzxG23","Romance 1600","spotify:artist:6OQrOpxSIfPai3cFaN4v4P","Sheila E.","1985","https://i.scdn.co/image/ab67616d0000b273be8aafbc1bd1ae9c860b98ea","1","3","738053","https://p.scdn.co/mp3-preview/c57f5bb3012653357d4295c927ae8f770cde2382?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","USWB10200852","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:1TvCh7rs00BamgwB98rXzA","A Love Song","spotify:artist:7d7q5Y1p2QWS4QRAhTQR5E","Anne Murray","spotify:album:7wKiJQImtpNT3kBy5QVPSX","Anne Murray The Best Of...So Far - 20 Greatest Hits","spotify:artist:7d7q5Y1p2QWS4QRAhTQR5E","Anne Murray","1994-01-01","https://i.scdn.co/image/ab67616d0000b27357ab180df815cf5e1bf81409","1","5","168533","https://p.scdn.co/mp3-preview/7b89552bf3325bda2cbef9d9c76b4210ac1d69d4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","CAE157300011","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:5fkDD7aQLUmMy1EwzNm0ZB","A New Day Has Come - Radio Remix","spotify:artist:4S9EykWXhStSc15wEx8QFK","Céline Dion","spotify:album:1YQ5V21NSxR9ZauQ3RUbfZ","A New Day Has Come","spotify:artist:4S9EykWXhStSc15wEx8QFK","Céline Dion","2002-03-22","https://i.scdn.co/image/ab67616d0000b2739891473cf4b39151f3feeb38","1","5","259773","https://p.scdn.co/mp3-preview/037f7831bfd354d4dacd7e3c87315422c8a9f314?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","CAC220200030","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:3pi27Gt4NetgWmEMFOCjBQ","A Rose Is Still a Rose","spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok","Aretha Franklin","spotify:album:7m8JwiXdpiR01n6TdWozcY","A Rose Is Still A Rose","spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok","Aretha Franklin","1998-03-10","https://i.scdn.co/image/ab67616d0000b2733b587986d0ffd38f08260751","1","1","266666","https://p.scdn.co/mp3-preview/b972c5244abda25d87d7eca9fe6214a3e6618626?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","USAR19700112","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:4qefHyLKbyW3yeqk5Jrjey","A Thousand Years","spotify:artist:7H55rcKCfwqkyDFH9wpKM6","Christina Perri","spotify:album:4bw9o7R5J34x3BpXEpB5qi","Ballads","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Verschiedene Interpreten","2020-05-15","https://i.scdn.co/image/ab67616d0000b27300f2ff3143d5efecaa4c9013","1","39","285120","https://p.scdn.co/mp3-preview/b80d6e2a426bd586523ac5a028164efd0882ae4b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","USAT21102141","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:3pxCXv0NACYfYnLjFcQW5D","Addicted","spotify:artist:2AVVj8ezW2mJ0v8u7XydiF","Saving Abel","spotify:album:6Nft5QnHcxYvLwAQc3mo8O","Saving Abel","spotify:artist:2AVVj8ezW2mJ0v8u7XydiF","Saving Abel","2008-01-01","https://i.scdn.co/image/ab67616d0000b2734c0a189e24f900c7e3da4412","1","2","222826","https://p.scdn.co/mp3-preview/cab29adc0720bb8b06527985c95e7832ceffbe50?cid=9950ac751e34487dbbe027c4fd7f8e99","true","68","USVI20701296","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:5AnCLGg35ziFOloEnXK4uu","Adore You","spotify:artist:5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","spotify:album:3RDqXDc1bAETps54MSSOW0","Bangerz (Deluxe Version)","spotify:artist:5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","2013-10-04","https://i.scdn.co/image/ab67616d0000b2736b18d0490878750cd69abf2c","1","1","278746","https://p.scdn.co/mp3-preview/1a66b7a1b05ab7036b4460b251ac954193bff749?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USRC11301264","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:0ACu78PvVsOFYIKgRkKbGZ","After All (Love Theme From Chances Are)","spotify:artist:72OaDtakiy6yFqkt4TsiFt, spotify:artist:5xWPOujQqd4wXyB08slZ9Z","Cher, Peter Cetera","spotify:album:3srdrIrP3V7LTmRujRfLhK","Heart Of Stone","spotify:artist:72OaDtakiy6yFqkt4TsiFt","Cher","1989-01-01","https://i.scdn.co/image/ab67616d0000b2737a1e0215c41f0ce411623301","1","12","244360","https://p.scdn.co/mp3-preview/92e9428fc3e880415c1f13026e90f21bbf484af7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","USGF18923912","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:65wiViJrFvV0J55diHUjbg","Ain't No Mountain High Enough - Mono Version","spotify:artist:3koiLjNrgRTNbOwViDipeA, spotify:artist:75jNCko3SnEMI5gwGqrbb8","Marvin Gaye, Tammi Terrell","spotify:album:6Z5DHAbseAD2BmDz7r9V27","Summer BBQ Chill","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Verschiedene Interpreten","2021-12-03","https://i.scdn.co/image/ab67616d0000b2734ec24f728509d34d2e73b566","1","1","149000","","false","0","USMO16700534","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:2skmOCFU64Bg7Ytkgwliwe","All For You","spotify:artist:7m60UAnbgFFNuJbmS6OxTk","Sister Hazel","spotify:album:2lHGAzINLOdD0505xdjpyZ","...Somewhere More Familiar","spotify:artist:7m60UAnbgFFNuJbmS6OxTk","Sister Hazel","1997-01-01","https://i.scdn.co/image/ab67616d0000b273ec9714658411bb44e6bbf798","1","3","218706","https://p.scdn.co/mp3-preview/e20c1d0cc750d3e379de4a9b6c47f19a45784e5b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","USUR10000469","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:12PNcnMsjsZ3eHm62t8hiy","All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)","spotify:artist:0QHgL1lAIqAw0HtD7YldmP","DJ Khaled","spotify:album:1yX1ZzW6TBvQ1qeNpbiONH","Victory","spotify:artist:0QHgL1lAIqAw0HtD7YldmP","DJ Khaled","2010-03-02","https://i.scdn.co/image/ab67616d0000b2735de048eb9ca94916178afb20","1","2","232506","https://p.scdn.co/mp3-preview/50fa8a801ace90aed6518b6a714fc3fd7415f483?cid=9950ac751e34487dbbe027c4fd7f8e99","true","67","USKO11000176","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:7mkhdRep3PFme6KECigXsS","All I Really Want To Do","spotify:artist:72OaDtakiy6yFqkt4TsiFt","Cher","spotify:album:3hvs3eByEMXdombyMxt4t8","All I Really Want To Do","spotify:artist:72OaDtakiy6yFqkt4TsiFt","Cher","1965-10-16","https://i.scdn.co/image/ab67616d0000b27358a54814b66781ab5479f305","1","1","178146","https://p.scdn.co/mp3-preview/fa2fbf30114de9ea403e494a9ea3873a17ca94c5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","USEM38900318","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:65EIbf7NoglauBpdvE7T4b","All Night Long - Live","spotify:artist:5bDxAyJiTYBat1YnFJhvEK","Joe Walsh","spotify:album:5O4WnBeN6F4l8JKRK6pPs6","Back Against The Wall (Live California '83)","spotify:artist:5bDxAyJiTYBat1YnFJhvEK","Joe Walsh","2021-01-22","https://i.scdn.co/image/ab67616d0000b273ff4a5061fb10adb28daf65f1","1","7","246676","https://p.scdn.co/mp3-preview/05fd54138a4f33862b641948c85a384918cf59ea?cid=9950ac751e34487dbbe027c4fd7f8e99","false","3","GBLLT2104076","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:7sS1P9f8SDyl03hqC1etWU","All or Nothing","spotify:artist:3vRclCt9VnNhYIxFMQCxuM","Milli Vanilli","spotify:album:6s8bfXrXEqaFFmAi02m7k4","All Or Nothing","spotify:artist:3vRclCt9VnNhYIxFMQCxuM","Milli Vanilli","1988-11-14","https://i.scdn.co/image/ab67616d0000b2730d2fdbac7d25761e5be37bb7","1","6","200600","https://p.scdn.co/mp3-preview/cd7e45f60574a40b65f0498cb46a7cb1376365b5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","DEC738800009","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:4yCRCEAfCMRyqCpBSd0qDp","All She Wants To Do Is Dance","spotify:artist:5dbuFbrHa1SJlQhQX9OUJ2","Don Henley","spotify:album:2x1s5aVQ01ylPs5nUdeA2i","Building The Perfect Beast","spotify:artist:5dbuFbrHa1SJlQhQX9OUJ2","Don Henley","1984-01-01","https://i.scdn.co/image/ab67616d0000b273e59d7ff5a9d7634c02135b19","1","7","269106","https://p.scdn.co/mp3-preview/ed2b42b95415ea38f3cbb4471d431cf30d89f89c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USGF18502607","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:5rX6C5QVvvZB7XckETNych","All Summer Long","spotify:artist:7dOBabd5O4CvKrg4iriHTM","Kid Rock","spotify:album:2xChdOg0PvxzHzE1BooUpI","Rock n Roll Jesus","spotify:artist:7dOBabd5O4CvKrg4iriHTM","Kid Rock","2007-10-09","https://i.scdn.co/image/ab67616d0000b273a3473085a2a48547a5c290a8","1","3","297586","https://p.scdn.co/mp3-preview/deba72d95a6ea3960f6353ca105d0f2ee7d04099?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","USAT20704333","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:3fe6yNP3sB78orGEn47IPl","All This Love - Single Version","spotify:artist:6is2U7I1jlI8PjxNZOHIMV","DeBarge","spotify:album:4hqU81AGoI3uNFrZIcGDB8","Winning Combinations","spotify:artist:6is2U7I1jlI8PjxNZOHIMV, spotify:artist:273A7R9wiZyELSDRw8HvIj","DeBarge, Switch","2002-01-01","https://i.scdn.co/image/ab67616d0000b273b70d54d2a1cdce145d4fb935","1","1","248866","https://p.scdn.co/mp3-preview/e553553a3928da138d7f82b2457cb45522184dd7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","USMO10000309","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:5ZCv9I8mgChcYkSrLuLSTc","Almost Doesn't Count","spotify:artist:05oH07COxkXKIMt6mIPRee","Brandy","spotify:album:1Co6e9ag1gRKcWdG7xKcCi","Never Say Never","spotify:artist:05oH07COxkXKIMt6mIPRee","Brandy","1998-05-29","https://i.scdn.co/image/ab67616d0000b27389c9590c941cec56429f2456","1","5","218466","https://p.scdn.co/mp3-preview/3bb7484a02b71bc7fbaec0b4337425e9b8cc6343?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","USAT29800465","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:4fq2YUONcgrCJ2SPndSeKC","Already Gone","spotify:artist:3BmGtnKgCSGYIUhmivXKWX","Kelly Clarkson","spotify:album:4h8seeFAi6iYhslcWIxTSG","All I Ever Wanted","spotify:artist:3BmGtnKgCSGYIUhmivXKWX","Kelly Clarkson","2009-03-06","https://i.scdn.co/image/ab67616d0000b2737ed87984e7f39ba42ee1b50a","1","6","281560","https://p.scdn.co/mp3-preview/250783e3dfeaf31e9527eff611af97055c57edd6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","GBCTA0900011","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:3uGjLZ5abCyCfYXBVfpf8X","Alright (feat. Super Cat)","spotify:artist:2zrZfs23sjuHDv4E6YRmNf, spotify:artist:7hHDN8REbPLpv46ROortOM","Kris Kross, Super Cat","spotify:album:6So3rjhjVaGXMfhwXY7IzN","Da Bomb","spotify:artist:2zrZfs23sjuHDv4E6YRmNf","Kris Kross","1993-08-03","https://i.scdn.co/image/ab67616d0000b2737fb111976c2774f73a3bc630","1","6","243333","https://p.scdn.co/mp3-preview/ee3f1bde78677ae2ff1950ae11e67e87a7b622b0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","USSM19100341","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:1sLsMniemCXbMby9w45pAm","Always in My Heart","spotify:artist:5VfqJBmXcf6ZqXoGij5qTE","Tevin Campbell","spotify:album:4oMHSoFd6DKPVMVb8uiZYv","I'm Ready","spotify:artist:5VfqJBmXcf6ZqXoGij5qTE","Tevin Campbell","1993","https://i.scdn.co/image/ab67616d0000b273ead20a924dbf94bcf9d05065","1","10","338280","https://p.scdn.co/mp3-preview/1ef1bf08fe16f6f5cfab9d806ec4bae9185a5f7a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","USWB10902489","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:07ABETRdek3ACMpRPvQuaT","Always on My Mind","spotify:artist:2ycnb8Er79LoH2AsR5ldjh","Pet Shop Boys","spotify:album:0Jt2LzWgtGxy3GZH5i2Kcy","Discography - Complete Singles Collection","spotify:artist:2ycnb8Er79LoH2AsR5ldjh","Pet Shop Boys","1998-03-31","https://i.scdn.co/image/ab67616d0000b273499c6d2eaeb941d76acdfe41","1","8","234906","https://p.scdn.co/mp3-preview/85acd16309f68796e2ad8abf0f9b0c0eda174839?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","GBAYE8700080","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:6Sueudn0VQA4AXRsFKQbFl","Amazing Grace","spotify:artist:5yzE49FicYiSxN61oaxkNn","Judy Collins","spotify:album:2ey4NEI46WsFWtlyy2fglR","The Very Best Of Judy Collins","spotify:artist:5yzE49FicYiSxN61oaxkNn","Judy Collins","2001-08-21","https://i.scdn.co/image/ab67616d0000b273b3481b0ed703f06c7a639bda","1","16","248693","https://p.scdn.co/mp3-preview/33a06daef27e7a10a8b372c04edcd9891752850f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","USEE17000002","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:407yUHUXE8eBJ5PAGLCQvx","American Honey","spotify:artist:05jvFKxeaL4Wf3WL82wPra","Lady Antebellum","spotify:album:2J6jodBmg65gZkgnxWa3sn","Family Friendly Country","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Verschiedene Interpreten","2021-08-31","https://i.scdn.co/image/ab67616d0000b27335edd88ec8d612426f03e680","1","17","224866","https://p.scdn.co/mp3-preview/c17db06a4f25ce515e8ba8a311548d0ee03ad5ba?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","USCN10900684","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:0oVWPlnK5eAqnJCVB0FvpP","American Soldier","spotify:artist:2bA6fzP0lMAQ4kz6CF61w8","Toby Keith","spotify:album:7xPAsIGxs8It3pVWnZEHan","Shock 'N Y'all","spotify:artist:2bA6fzP0lMAQ4kz6CF61w8","Toby Keith","2003-11-04","https://i.scdn.co/image/ab67616d0000b273756a73095c5b7cdf2a8c449b","1","3","263333","https://p.scdn.co/mp3-preview/f5501b7a4bb8cf16d8e952f90bc3c8dc54c30ace?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","USDW10300598","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:0dIOvducp7ujHTqj66cQ3X","Amnesia","spotify:artist:5Rl15oVamLq7FbSb0NNBNy","5 Seconds of Summer","spotify:album:6GKIr03B2yvdP0TkWiGJVV","5 Seconds Of Summer","spotify:artist:5Rl15oVamLq7FbSb0NNBNy","5 Seconds of Summer","2014-06-27","https://i.scdn.co/image/ab67616d0000b27324dea8a1edf4a5b9a10fb67a","1","12","237247","https://p.scdn.co/mp3-preview/ca59a5d79a8e2c9d58d064d645f71f6d4ebfe024?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","GBUM71401926","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:27sYHmgfRvHFyQ5vrm5nQp","And Our Feelings","spotify:artist:3aVoqlJOYx31lH1gibGDt3","Babyface","spotify:album:0PkkUYZMtKN25rvrt50EhX","For The Cool In You","spotify:artist:3aVoqlJOYx31lH1gibGDt3","Babyface","1993-08-24","https://i.scdn.co/image/ab67616d0000b273a202265ed54518b6434b7f51","1","5","342360","https://p.scdn.co/mp3-preview/3911d36d94ab5123a18244e8da9985f0cc74f6eb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","USSM19908995","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:7ov1nZ2QZc3LIuCXXERZP0","Angel","spotify:artist:6tbjWDEIzxoDsBA1FuhfPW","Madonna","spotify:album:2IU9ftOgyRL2caQGWK1jjX","Like a Virgin","spotify:artist:6tbjWDEIzxoDsBA1FuhfPW","Madonna","1984-11-12","https://i.scdn.co/image/ab67616d0000b2736b18e58a06aac7763abe319a","1","2","236133","https://p.scdn.co/mp3-preview/1c553ec94e18c7fffa237011de81be4ba382ac5b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","USWB10002747","spotify:user:1139977116","2023-03-17T09:25:21Z"
"spotify:track:1GcVa4jFySlun4jLSuMhiq","Angie","spotify:artist:22bE4uQ6baNwSHPVcDxLCe","The Rolling Stones","spotify:album:6iVOz2hudE6dv5Yrcsw2c9","Goats Head Soup (Remastered 2009)","spotify:artist:22bE4uQ6baNwSHPVcDxLCe","The Rolling Stones","1973-08-31","https://i.scdn.co/image/ab67616d0000b273fa3c4374e2cdd3cc1636c79b","1","5","272000","https://p.scdn.co/mp3-preview/e956dbcf6232ee5d1fb9ace688ce332b22f15a63?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","GBUM70909413","spotify:user:1139977116","2023-03-17T09:25:21Z"
