"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:6AZyiAl6mr3Jcp6AlmiQwF","It's so Easy","spotify:artist:1sXbwvCQLGZnaH0Jp2HTVc","Linda Ronstadt","spotify:album:15lJi5fAnWPltCKBTUbTry","Simple Dreams","spotify:artist:1sXbwvCQLGZnaH0Jp2HTVc","Linda Ronstadt","1977","https://i.scdn.co/image/ab67616d0000b27382fde014acedf91cc99e0d69","1","1","145173","https://p.scdn.co/mp3-preview/c98882d83a8a1d99df7de6353eddc32eb1c11dbc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USEA20100032","spotify:user:1139977116","2023-03-17T09:25:53Z"
"spotify:track:1h4rkW5vlG8JnvEUeIBoXl","It's The Same Old Song - Single Version / Mono","spotify:artist:7fIvjotigTGWqjIz6EP1i4","Four Tops","spotify:album:6f0YDFC5WfPHvqhLdJyZm8","Essential Collection: Four Tops","spotify:artist:7fIvjotigTGWqjIz6EP1i4","Four Tops","2000-01-01","https://i.scdn.co/image/ab67616d0000b273c8e0a34e5744fc134a4421aa","1","4","166533","https://p.scdn.co/mp3-preview/924cbeed355f0af4fc81603eaeb1dc232bfe6bc5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","USMO16582892","spotify:user:1139977116","2023-03-17T09:25:53Z"
"spotify:track:7MXlTgQeo3IVlMpLnZuhxc","It's Time","spotify:artist:53XhwfbYqKCa1cC15pYq2q","Imagine Dragons","spotify:album:6nxDQi0FeEwccEPJeNySoS","Night Visions","spotify:artist:53XhwfbYqKCa1cC15pYq2q","Imagine Dragons","2012-09-04","https://i.scdn.co/image/ab67616d0000b273407bd04707c463bbb3410737","1","3","240306","https://p.scdn.co/mp3-preview/6c5fdb548c5a339fd299e1dbaf8f1dc741e580af?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","USUM71200987","spotify:user:1139977116","2023-03-17T09:25:53Z"
"spotify:track:1yxUJNAHqrEjAIpeXbOo8R","Jamboree (feat. Zhané) - Radio Mix","spotify:artist:4Otx4bRLSfpah5kX8hdgDC, spotify:artist:6cjSmkVvMvyE6tCAo1M9Is","Naughty By Nature, Zhané","spotify:album:0taf2DVaSPFq3s1IIbPnRT","Jamboree (feat. Zhané)","spotify:artist:4Otx4bRLSfpah5kX8hdgDC","Naughty By Nature","1999","https://i.scdn.co/image/ab67616d0000b2731e775635cdf0c5487cb5d100","1","1","212506","https://p.scdn.co/mp3-preview/8895409d089dbe6230b82e2f03a202d45220de9a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","USAR19900056","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:3qcVyKUKAOfBoQJsxHfhmW","Jealousy","spotify:artist:73JEBdDEFeVaOLg3y0HhBD","Natalie Merchant","spotify:album:6BThqXIsF0nanWam5MSV8d","Tigerlily","spotify:artist:73JEBdDEFeVaOLg3y0HhBD","Natalie Merchant","1995","https://i.scdn.co/image/ab67616d0000b2738c0adedd83d8f274de7aa340","1","9","161533","https://p.scdn.co/mp3-preview/5162ef1fca973664bc9832682e017d357bb5fea9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","USEE10001558","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:00pFKTsXTYfLwGlNnUYETw","Jesus, Take the Wheel","spotify:artist:4xFUf1FHVy696Q1JQZMTRj","Carrie Underwood","spotify:album:3TqvvuCMcTpSjFvAToQT8A","Greatest Hits: Decade #1","spotify:artist:4xFUf1FHVy696Q1JQZMTRj","Carrie Underwood","2014-12-09","https://i.scdn.co/image/ab67616d0000b2739ea5deacdf2b7999500d3f9a","1","4","226040","https://p.scdn.co/mp3-preview/9956fe02a5ac93a28adf4ea5bff5b2a0cac5cc8a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","GBCTA1400023","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:3PRCjIzUylrQWUyX1NbYFr","Jet","spotify:artist:4STHEaNw4mPZ2tzheohgXB, spotify:artist:3sFhA6G1N0gG1pszb6kk1m","Paul McCartney, Wings","spotify:album:0gOV46yCRVgdehR1SnFtuy","Wingspan","spotify:artist:4STHEaNw4mPZ2tzheohgXB","Paul McCartney","2001-05-07","https://i.scdn.co/image/ab67616d0000b2739ffa84889ead8579d832436b","1","5","248306","https://p.scdn.co/mp3-preview/98219503f35f2e3ba1f71d9dc40a44d3ec558b4e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","GBCCS0100646","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:5Vb0SgInHwS0tq46dApdBY","Judy's Turn To Cry","spotify:artist:08b2PA6eFyugsWAk41eQKZ","Lesley Gore","spotify:album:7KSrseQi4wJDUfMT4mxNo8","I'll Cry If I Want To","spotify:artist:08b2PA6eFyugsWAk41eQKZ","Lesley Gore","1963-06-01","https://i.scdn.co/image/ab67616d0000b273b71c2bb954c78c4a605a095a","1","7","131000","https://p.scdn.co/mp3-preview/6964586a9460cde094f259483a8ce271133ab627?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","USPR36309025","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:3yNVfRQlUPViUh8O2V9SQn","Just a Friend","spotify:artist:22282KfMxDo2PMjnBc82I4","Biz Markie","spotify:album:2OKf5WlgqFgszrDsxMq07t","Biz's Baddest Beats: The Best of Biz Markie","spotify:artist:22282KfMxDo2PMjnBc82I4","Biz Markie","1994-08-07","https://i.scdn.co/image/ab67616d0000b2731960be23ca49f8e0639000ca","1","10","238266","https://p.scdn.co/mp3-preview/d4d4c5d4f18ed8850fdb40d08554f45e1e8d2f44?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USRH10902676","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:33vzOPcd9FRirYGlCu32x4","Just Fine","spotify:artist:1XkoF8ryArs86LZvFOkbyr","Mary J. Blige","spotify:album:5PlA7xVCN59vR0YAnRVisM","Growing Pains","spotify:artist:1XkoF8ryArs86LZvFOkbyr","Mary J. Blige","2007-01-01","https://i.scdn.co/image/ab67616d0000b27305b290c02465309764d85b03","1","3","242133","https://p.scdn.co/mp3-preview/4805dd9a91072b3d2a1fd7a149e17956c9e312c2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","USUM70754422","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:5JGdpqo9wrRtOZtui5GShI","Just Like Jesse James","spotify:artist:72OaDtakiy6yFqkt4TsiFt","Cher","spotify:album:3srdrIrP3V7LTmRujRfLhK","Heart Of Stone","spotify:artist:72OaDtakiy6yFqkt4TsiFt","Cher","1989-01-01","https://i.scdn.co/image/ab67616d0000b2737a1e0215c41f0ce411623301","1","2","245733","https://p.scdn.co/mp3-preview/187611c5e5cbf13019a019b64e2102523dc7c9df?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","USGF18923902","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:4l8obfskxYvHJDOUSIawQO","Just Lose It","spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","Eminem","spotify:album:4XD1NpIqn0UjuwWvgMG9fA","Encore (Deluxe Version)","spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","Eminem","2004-11-12","https://i.scdn.co/image/ab67616d0000b27302f08bd37aababde66159dbf","1","13","248666","https://p.scdn.co/mp3-preview/141bc5d3a802236e4e18ff2140d64d333300db82?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","USIR10400681","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:154uJXAUVoqvV5on0w03a0","Just One Look","spotify:artist:3jiBDfjnWIdLQEEOdKqZex","Doris Troy","spotify:album:2CLiFy7JO1bmkNV6LFEMix","Sings Just One Look And Other Memorable Selections","spotify:artist:3jiBDfjnWIdLQEEOdKqZex","Doris Troy","1963","https://i.scdn.co/image/ab67616d0000b2737eb9c0868fe80bcd235c6d64","1","3","151906","https://p.scdn.co/mp3-preview/22d7931ba47ade239281d7f85a903de07cae91e4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USAT20001011","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:7mqqMOgnRE50GOJFPxRF8x","Just Take My Heart - 2010 Remastered Version","spotify:artist:5OfhOoKunSnuubxxRML8J3","Mr. Big","spotify:album:6CrjpyjlfjK95oHF6dvEnQ","Lean Into It [Expanded]","spotify:artist:5OfhOoKunSnuubxxRML8J3","Mr. Big","1991-03-26","https://i.scdn.co/image/ab67616d0000b2737c1e54d64d59f1f0bdf2c875","1","7","265306","https://p.scdn.co/mp3-preview/4caf76781842cb55ea41f911d6427d946c58d2ff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","USAT20901221","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:7LOYcC6phKAVOckgmVZJJT","Just To See Her","spotify:artist:0h9smro0z3HqUbD94jotU8","Smokey Robinson","spotify:album:6ryxrWXziVZS9WaEOJ6v9V","One Heartbeat","spotify:artist:0h9smro0z3HqUbD94jotU8","Smokey Robinson","1987-01-01","https://i.scdn.co/image/ab67616d0000b27391cc54ea635ee716f49b4824","1","1","244026","https://p.scdn.co/mp3-preview/0487d9324e81bcddc2e7ea6170c5d61c6324a1a6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USMO18700900","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:7E81YAfHOaSlnevLjKMghT","Justified & Ancient","spotify:artist:6dYrdRlNZSKaVxYg5IrvCH","The KLF","spotify:album:1kJY7mRPwF5eJOf8DMZdwa","Solid State Logik 1","spotify:artist:6dYrdRlNZSKaVxYg5IrvCH","The KLF","2021-01-01","https://i.scdn.co/image/ab67616d0000b2738a8ed71d7332a6a4d1497f3e","1","7","228372","https://p.scdn.co/mp3-preview/53221a59371a34bc6d1060bca37ed7b7cbed08d4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","GBCEL2000619","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:2v9mXHdr2EjJL9Toh5rrCr","Keep Coming Back","spotify:artist:0grdhNhiRLFBaFVyybqsj6","Richard Marx","spotify:album:0hNMHkt0vLHIioGUoOTk0F","Rush Street","spotify:artist:0grdhNhiRLFBaFVyybqsj6","Richard Marx","1991-01-01","https://i.scdn.co/image/ab67616d0000b273130b0f73a9a710d29a457243","1","3","411533","https://p.scdn.co/mp3-preview/cd6d3ae88eca5fe1edfb99513252b9e9b02b953f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","USCA29100004","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:5DcIkTnThkzh1fTnF6juFx","Keep It Comin'","spotify:artist:2r09Inibex3C4ZNTUVSG3m","Keith Sweat","spotify:album:4IuPGE5gqsg1iTHhR3QfCF","Keep It Comin'","spotify:artist:2r09Inibex3C4ZNTUVSG3m","Keith Sweat","1991","https://i.scdn.co/image/ab67616d0000b2731078d8ae25e8fef93d123f7e","1","1","246373","https://p.scdn.co/mp3-preview/c3b0207f9d01fcda54c9fcb89fc300c14234afad?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","USEE10000042","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:1jp5eawKUlFaHfh2xdI4xX","Keep On Movin' - Mafia And Fluxy Mix","spotify:artist:2sIx6SmAMw9IBySG3Uj0jf, spotify:artist:2RhMHmV21ZDcSGZ872U4ZY, spotify:artist:1ZYb0qSqjAD0uWYPX4hTQv, spotify:artist:2OF88NF2idHIpRWCKwW0pN","Soul II Soul, Caron Wheeler, Fluxy, Mafia","spotify:album:2HlGkaUw3DrvuGV69bNVsF","Volume IV - The Classic Singles 88-93","spotify:artist:2sIx6SmAMw9IBySG3Uj0jf","Soul II Soul","1993-01-01","https://i.scdn.co/image/ab67616d0000b27377ccbc69ea753b4c632671d1","1","13","303000","https://p.scdn.co/mp3-preview/7b700332c74f9b9da949ac37890daf4da625f179?cid=9950ac751e34487dbbe027c4fd7f8e99","false","6","GBAAA9300167","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:42aZFX1bcCDj75ue0KoNSd","Keep On, Keepin' On (feat. Xscape)","spotify:artist:2ZbWlThDW0qSbI3hinpl0w, spotify:artist:5z2cHsOmmmWcAPNG1oEhw0","MC Lyte, Xscape","spotify:album:1E3ssiuLLWw9OqRYQ59UjK","Bad As I Wanna B","spotify:artist:2ZbWlThDW0qSbI3hinpl0w","MC Lyte","1996","https://i.scdn.co/image/ab67616d0000b2736a8f09f76c8330bbba9aee5b","1","1","271440","https://p.scdn.co/mp3-preview/ab25a4c2ae8f0c9bb6949bd36c52e6837854ad4f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","47","USEW20000145","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:2U93zRH1CXYFqcfKCIREHu","Keep Searchin'","spotify:artist:3c8WoNjBfyLJhFObE6RHgs","Del Shannon","spotify:album:0ALGdWZzGrxWX0z0y76Qgx","Twirl Records Story Volume 9","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Verschiedene Interpreten","2010-01-12","https://i.scdn.co/image/ab67616d0000b273b5572c9d45782a74bded912e","1","1","133426","https://p.scdn.co/mp3-preview/be9d2b13850a9d76375e488db4af696ff41d6e48?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","USFDB0614401","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:5g15o2Sm55Hn9ShK5yEXgp","Kick The Dust Up","spotify:artist:0BvkDsjIUla7X0k6CSWh1I","Luke Bryan","spotify:album:0WtCqmpVN7rRGfDMSWSXBA","Kill The Lights (Deluxe)","spotify:artist:0BvkDsjIUla7X0k6CSWh1I","Luke Bryan","2015-08-07","https://i.scdn.co/image/ab67616d0000b273835eac21a1158e54eecd6260","1","1","190586","https://p.scdn.co/mp3-preview/8a0edb18f65dc2f97e4a3d72140ac4fc6642572d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","USUM71506991","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:1YGZyfvdgZxzipWoWYVKxi","Kids In America","spotify:artist:73a6pNH4YtLNgDbPQwXveo","Kim Wilde","spotify:album:5vf8cU0vjl22ThptA93DDf","Kim Wilde","spotify:artist:73a6pNH4YtLNgDbPQwXveo","Kim Wilde","1981","https://i.scdn.co/image/ab67616d0000b273487fc5e15290dc70ec3154ae","1","5","205533","https://p.scdn.co/mp3-preview/6a501187271c631051947e14acacf189e0e88fd9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","GBAYE8100054","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:0tBo8Uj7BmK3E5UBVhON2v","King for a Day","spotify:artist:5jVeqi3PNaTOajfvBa4uFn","Thompson Twins","spotify:album:36SbpyfajFqj2XwJUFd14c","Here's To Future Days","spotify:artist:5jVeqi3PNaTOajfvBa4uFn","Thompson Twins","1985","https://i.scdn.co/image/ab67616d0000b273519c9dc0ae2c7eec91531af9","1","6","318146","https://p.scdn.co/mp3-preview/9690012991293dce37580bc0f31891e92efec1cd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","GBARK8500009","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:3VA8T3rNy5V24AXxNK5u9E","King of Anything","spotify:artist:2Sqr0DXoaYABbjBo9HaMkM","Sara Bareilles","spotify:album:627ukPRwYxyBREHxBq0vGJ","Kaleidoscope Heart","spotify:artist:2Sqr0DXoaYABbjBo9HaMkM","Sara Bareilles","2010-09-07","https://i.scdn.co/image/ab67616d0000b2733fa3caf3da101e3cd28a53a6","1","5","207493","https://p.scdn.co/mp3-preview/27590278dfa71762dcb800944c992f4c38f97bd6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","USSM11001130","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:4ZCaO5I6XdIHb0X2UwNDtZ","Kissing a Fool","spotify:artist:19ra5tSw0tWufvUp8GotLo","George Michael","spotify:album:3coLNlyStg9h7f8CZ103Rl","Ladies And Gentlemen... The Best Of George Michael","spotify:artist:19ra5tSw0tWufvUp8GotLo","George Michael","1998-11-09","https://i.scdn.co/image/ab67616d0000b27364c19b24ce947ffa363f8f96","1","6","275333","https://p.scdn.co/mp3-preview/7161dd178cf92abd6cfb3d87c043ebc64888bb1e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","GBBBM8702009","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:60IGhnH20N82dNxKnc8jDd","Knee Deep (feat. Jimmy Buffett)","spotify:artist:6yJCxee7QumYr820xdIsjo, spotify:artist:28AyklUmMECPwdfo8NEsV0","Zac Brown Band, Jimmy Buffett","spotify:album:7xnimikDuIBDpLeLrjptb8","You Get What You Give","spotify:artist:6yJCxee7QumYr820xdIsjo","Zac Brown Band","2010-09-20","https://i.scdn.co/image/ab67616d0000b273300dd939c3081ff12fa69284","1","2","203173","https://p.scdn.co/mp3-preview/7344d8eb5f2e571df3b6505847cf7e69480e425f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","USAT21001570","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:798cuJeotvXP8UVa8GJPnD","Knowing Me, Knowing You","spotify:artist:0LcJLqbBmaGUft1e9Mm8HV","ABBA","spotify:album:1V6a99EbTTIegOhWoPxYI9","Arrival","spotify:artist:0LcJLqbBmaGUft1e9Mm8HV","ABBA","1976","https://i.scdn.co/image/ab67616d0000b27370f7a1b35d5165c85b95a0e0","1","5","241920","https://p.scdn.co/mp3-preview/f1e7727efbd75508bdcddacccb77d081ce66e72a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","SEAYD7601050","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:3wPPWcVuinAU7dXcJXtCID","La La La","spotify:artist:1bT7m67vi78r2oqvxrP3X5, spotify:artist:2wY79sveU1sp5g7SokKOiI","Naughty Boy, Sam Smith","spotify:album:6ubgnzYckmWTNuCpc5Di5i","Hotel Cabana (Deluxe Version)","spotify:artist:1bT7m67vi78r2oqvxrP3X5","Naughty Boy","2013-01-01","https://i.scdn.co/image/ab67616d0000b273fafb4022c8ca1c4498e10b19","1","7","222200","https://p.scdn.co/mp3-preview/8b702dfb527fc42e0414cd0afc9190bc54c14b35?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","GBAAA1300148","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:26lCNg8WekUoDbLhEbUyXZ","Lawyers in Love","spotify:artist:5lkiCO9UQ8B23dZ1o0UV4m","Jackson Browne","spotify:album:3nTuwTk2Gss075xnGnXtU3","Lawyers in Love","spotify:artist:5lkiCO9UQ8B23dZ1o0UV4m","Jackson Browne","1983-07-26","https://i.scdn.co/image/ab67616d0000b273062554544f4011d1fb0b890c","1","1","259746","https://p.scdn.co/mp3-preview/18f7d94269f1f155e65750a49985888e721c6c04?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","USEE10170192","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:74sb4Gib0cL3TQeCjYF8vh","Lay Me Down","spotify:artist:2wY79sveU1sp5g7SokKOiI","Sam Smith","spotify:album:08jWgM4vSkTose4blKBWov","In The Lonely Hour","spotify:artist:2wY79sveU1sp5g7SokKOiI","Sam Smith","2014-05-26","https://i.scdn.co/image/ab67616d0000b273b11bdc91cb9ac6b14f5c1dae","1","10","253208","https://p.scdn.co/mp3-preview/a00254ba00569d8e5e4907ed73a914fd5702ce8f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","GBUM71308839","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:2bfXIY8f38PYFStQRDVEPS","Lay Your Hands On Me","spotify:artist:5jVeqi3PNaTOajfvBa4uFn","Thompson Twins","spotify:album:518KEiiREhbb0ks7rA6ACM","The Best of Thompson Twins Greatest Mixes","spotify:artist:5jVeqi3PNaTOajfvBa4uFn","Thompson Twins","1988","https://i.scdn.co/image/ab67616d0000b27368e0a297b44a693d243d3bc5","1","4","313106","https://p.scdn.co/mp3-preview/41e57b81d39892bd776a42579f5e7535a4be1643?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","GBARL8400086","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:7yJYnyb2Hx4G1i12DVpead","Lay Your Hands On Me","spotify:artist:58lV9VcRSjABbAbfWS6skp","Bon Jovi","spotify:album:0VfHA0sk3N4Y1NqmC1iIaZ","Bon Jovi Greatest Hits","spotify:artist:58lV9VcRSjABbAbfWS6skp","Bon Jovi","2010-10-29","https://i.scdn.co/image/ab67616d0000b273e04e7fe72eb2830d139eda96","1","12","229293","https://p.scdn.co/mp3-preview/46d296aeed812b0ee3bb92c3ce2935c1b32d7979?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","USUM71024873","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:2g0BAZVaLlK8GeTVzF6hQ6","Lesson In Leavin'","spotify:artist:3ltFy7g6KKQPPttsdOMlq3","Jo Dee Messina","spotify:album:4UuS4hlOMP5akz21glTQCL","I'm Alright","spotify:artist:3ltFy7g6KKQPPttsdOMlq3","Jo Dee Messina","1998-03-17","https://i.scdn.co/image/ab67616d0000b273e6781c9c7dd274d9d58abd94","1","5","220200","https://p.scdn.co/mp3-preview/9ef8eb6a899f110fdca1df7fad8f7fcbbb9e1f58?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","USCRB9900217","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:42jU2ceVUboZodmiCZcbxK","Let It Go","spotify:artist:6gbGGM0E8Q1hE511psqxL0","Ray J","spotify:album:2FjM1fZ5jNMMrxd5RqgrsB","R&B Classics","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Verschiedene Interpreten","2021-12-10","https://i.scdn.co/image/ab67616d0000b2739ba550c1dbb174da9f29ddbf","1","18","345093","https://p.scdn.co/mp3-preview/ae114037c133554bfd2d40d9e71263d3ce59d7b5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USEW19601702","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:63zAo3Rrrq9CKLSZYx2E1w","Let The Four Winds Blow","spotify:artist:09C0xjtosNAIXP36wTnWxd","Fats Domino","spotify:album:3wD5RmNVBef9KIRlQbufek","Jukebox Favorites","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Verschiedene Interpreten","2022-04-22","https://i.scdn.co/image/ab67616d0000b273b447cab8dbe46f04f0cc6900","1","14","137160","https://p.scdn.co/mp3-preview/d2ba28c012edab58751c7c198fa2474a200056eb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USUM70507581","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:28jHD8xBLnN8esbroQ6zz8","Let's Get It Started","spotify:artist:1yxSLGMDHlW21z4YXirZDS","Black Eyed Peas","spotify:album:7oQbskcTqXDqVGQ5KwneAp","Summer Party","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Verschiedene Interpreten","2007-01-01","https://i.scdn.co/image/ab67616d0000b2730765a89c06f091764e045bc9","1","2","227880","https://p.scdn.co/mp3-preview/290ce7765bf7241dbaa4270a1d622f9c2d77293e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","USIR10400344","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:39jsnCSV5120Yche0Pfy2L","Let's Get Rocked - Live","spotify:artist:6H1RjVyNruCmrBEWRbD0VZ","Def Leppard","spotify:album:0X1muonPHLSGzU6g3dZx7M","Adrenalize (Deluxe)","spotify:artist:6H1RjVyNruCmrBEWRbD0VZ","Def Leppard","1992-03-31","https://i.scdn.co/image/ab67616d0000b2733061b8dbb3c061b853b8e799","2","4","346072","https://p.scdn.co/mp3-preview/4cc3c66a7c40f7c95f568011e04717e673eea024?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","GBUM70905146","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:1INWPr855fwWdAOeecbu0W","Let's Twist Again","spotify:artist:7qQJQ3YtcGlqaLg5tcypN2","Chubby Checker","spotify:album:4btfmKwgAHFtN7BQUSHta0","It's Pony Time/Let's Twist Again","spotify:artist:7qQJQ3YtcGlqaLg5tcypN2","Chubby Checker","1961-01-01","https://i.scdn.co/image/ab67616d0000b273d14cd6c24470c6de13265d0a","1","19","137360","https://p.scdn.co/mp3-preview/12cc244762341fea4701c0d41604a7a57b0aa472?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","USA176140170","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:15cGdiAHmezm0P04jVAjMo","Letters from Home","spotify:artist:7mPcfx7PhnBh6n4HMCd61A","John Michael Montgomery","spotify:album:5ac37rWzJxLvBcXyu6ShVz","Letters From Home","spotify:artist:7mPcfx7PhnBh6n4HMCd61A","John Michael Montgomery","2004-04-20","https://i.scdn.co/image/ab67616d0000b273d0b38416f51cc70f85ed5a42","1","2","267533","https://p.scdn.co/mp3-preview/9ec3d22a89e342b5587a05afe51684d1eda58cbe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","USWB10400048","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:6hpdU3OhCetJFA8a42nkpj","Life After You","spotify:artist:5P5FTygHyx2G57oszR3Wot","Daughtry","spotify:album:0uHSF0qNMN43d1L9u4Nbcy","Leave This Town","spotify:artist:5P5FTygHyx2G57oszR3Wot","Daughtry","2009-07-10","https://i.scdn.co/image/ab67616d0000b273520627a88a658e2479dc94dc","1","4","206413","https://p.scdn.co/mp3-preview/c7eb2a90150d1ef62fd8bb70c6cba7219023e788?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","GBCTA0900203","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:2Fs18NaCDuluPG1DHGw1XG","Life is a Highway","spotify:artist:0a1gHP0HAqALbEyxaD5Ngn","Rascal Flatts","spotify:album:5XPdkIryKSpTKW21HUtvV0","Me And My Gang","spotify:artist:0a1gHP0HAqALbEyxaD5Ngn","Rascal Flatts","2006-01-01","https://i.scdn.co/image/ab67616d0000b273aa6b03f85a0f2cb16e88ec0c","1","14","276320","https://p.scdn.co/mp3-preview/a6cbe30a1f5e86159a88e98f40712f1b5a0bde57?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","USL2S0620350","spotify:user:1139977116","2023-03-17T09:26:03Z"
"spotify:track:0wj1rxnuVTjCZT8mHgnSGZ","Life's Been Good","spotify:artist:5bDxAyJiTYBat1YnFJhvEK","Joe Walsh","spotify:album:0n9Fj7Pc7EmeOE750l4km2","Ultimate 70s Rock Legends","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Verschiedene Interpreten","2014-06-07","https://i.scdn.co/image/ab67616d0000b27377359218911c04f602e8dd7b","1","11","279466","https://p.scdn.co/mp3-preview/8c50be046e4cc08c2ee2a701bcdb33172a71b4ac?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","USEE10250860","spotify:user:1139977116","2023-03-17T09:26:03Z"
