Track name, Artist name, Album, Playlist name, Type, ISRC
Free Ride,The Edgar Winter Group,They Only Come Out At Night,non_hits,Playlist track,USSM17200422
Space Oddity - 2015 Remaster,David Bowie,David Bowie (aka Space Oddity) [2015 Remaster],non_hits,Playlist track,USJT11500173
It Never Rains in Southern California,Albert Hammond,The Very Best Of - It Never Rains In Southern California,non_hits,Playlist track,USSM10015584
The Twelfth Of Never,Donny Osmond,Alone Together,non_hits,Playlist track,USPR37307331
Papa Was A Rolling Stone,The Temptations,Live As It Gets,non_hits,Playlist track,USMC30610164
I Like it Like That - 2019 - Remaster,The Dave Clark Five,I Like It Like That (2019 - Remaster),non_hits,Playlist track,GB5KW1901743
True Love Ways - 2002 Remaster,Peter And Gordon,In Touch With Peter And Gordon Plus,non_hits,Playlist track,GBAYE0201818
It's The Same Old Song - Single Version / Mono,Four Tops,Essential Collection: Four Tops,non_hits,Playlist track,USMO16582892
The Last Time - Mono Version,The Rolling Stones,Out Of Our Heads,non_hits,Playlist track,USA176510120
Do You Believe in Magic?,The Lovin' Spoonful,Do you Believe In Magic,non_hits,Playlist track,USBR16600004
All I Really Want To Do,Cher,All I Really Want To Do,non_hits,Playlist track,USEM38900318
Take Me Back,Little Anthony & The Imperials,The Best Of Little Anthony & The Imperials,non_hits,Playlist track,USEM38800240
Keep Searchin',Del Shannon,Twirl Records Story Volume 9,non_hits,Playlist track,USFDB0614401
How Sweet It Is (To Be Loved By You),Marvin Gaye,How Sweet It Is To Be Loved By You,non_hits,Playlist track,USMO19582680
Amazing Grace,Judy Collins,Whales & Nightingales,non_hits,Playlist track,USEE17000002
I Hear You Knocking,Dave Edmunds,I Hear You Knocking,non_hits,Playlist track,GBAYE7100063
Lonely Days,Bee Gees,2 Years On,non_hits,Playlist track,GBAKW7001021
Here Comes That Rainy Day Feeling Again,The Fortunes,Here Comes That Rainy Day Feeling Again,non_hits,Playlist track,USCA29000140
Mama's Pearl,The Jackson 5,Third Album,non_hits,Playlist track,USMO17082638
If I Were Your Woman - Single Version,Gladys Knight & The Pips,If I Were Your Woman,non_hits,Playlist track,USMO17082654
Love Her Madly,The Doors,L.A. Woman,non_hits,Playlist track,USEE19900765
Here Comes the Sun,Richie Havens,Summer Hits,non_hits,Playlist track,USRY20513642
Riders on the Storm,The Doors,L.A. Woman,non_hits,Playlist track,USEE19900773
It's Impossible,Perry Como,Legends - Perry Como,non_hits,Playlist track,USRC17004669
The Letter - Single Version,Joe Cocker,The Anthology,non_hits,Playlist track,USAM17000410
Yellow River,Christie,Christie,non_hits,Playlist track,GBBBN7000002
Vehicle,The Ides Of March,Vehicle,non_hits,Playlist track,USWB10107711
Up The Ladder To The Roof,The Supremes,Right On,non_hits,Playlist track,USMO16982637
Psychedelic Shack,The Temptations,Psychedelic Shack,non_hits,Playlist track,USMO17000527
Without Love,Tom Jones,Tom,non_hits,Playlist track,GBBBA6960441
Woodstock,"Crosby, Stills, Nash & Young",Fillmore East 1970,non_hits,Playlist track,USY251979176
I'll Never Fall in Love Again,Dionne Warwick,I'll Never Fall in Love Again,non_hits,Playlist track,USWSP0000062
Walk A Mile In My Shoes,Joe South,Don't It Make You Want To Go Home,non_hits,Playlist track,USCA26900252
The Thrill Is Gone,B.B. King,Deuces Wild,non_hits,Playlist track,USMC19756800
It's Only Make Believe,Glen Campbell,Glen Campbell Goodtime Album,non_hits,Playlist track,USCN16700035
Call Me,Aretha Franklin,Soul Queen,non_hits,Playlist track,USAT20003370
Chug-A-Lug,Roger Miller,The Very Best of…,non_hits,Playlist track,USATV0500459
Dang Me,Roger Miller,Golden Hits,non_hits,Playlist track,USPR36407076
Don't Throw Your Love Away - Mono,The Searchers,It's The Searchers,non_hits,Playlist track,GBAJE6400045
Do You Love Me - 2019 - Remaster,The Dave Clark Five,Glad All Over (2019 - Remaster),non_hits,Playlist track,GB5KW1901733
I Saw Her Standing There - Remastered 2009,The Beatles,Please Please Me (Remastered),non_hits,Playlist track,GBAYE0601410
A Fool Never Learns - Single Version,Andy Williams,The Essential Andy Williams,non_hits,Playlist track,USSM16301376
Bad to Me,Billy J. Kramer,EMI Legends Rock 'n' Roll Seris - The Definitive Collection,non_hits,Playlist track,GBAYE6300032
There! I've Said It Again,Bobby Vinton,Collections,non_hits,Playlist track,USSM19912546
Louie Louie,The Kingsmen,The Best of The Kingsmen,non_hits,Playlist track,USA370544298
Needles and Pins - Mono,The Searchers,Needles & Pins,non_hits,Playlist track,GBAJE6400038
Wonderful World,Sam Cooke,Dinner with My Darling,non_hits,Playlist track,USRC16006731
Young Emotions,Ricky Nelson,Sweeter Than You (Singles 1959 - 1960),non_hits,Playlist track,DEBL61244244
Dreamin',Johnny Burnette,Dreamin',non_hits,Playlist track,USEM36000046
Poetry In Motion - 1960 #2 Billboard chart hit,Johnny Tillotson,Johnny Tillotson's Best,non_hits,Playlist track,USZZM0710344
When Will I Be Loved,The Everly Brothers,The Fabulous Style Of The Everly Brothers,non_hits,Playlist track,USZZM0710078
Little Bitty Girl,Bobby Rydell,Wild One / Little Bitty Girl,non_hits,Playlist track,USA175940060
A Love Song,Anne Murray,Anne Murray The Best Of...So Far - 20 Greatest Hits,non_hits,Playlist track,CAE157300011
Hello It's Me,Todd Rundgren,The Very Best of Todd Rundgren,non_hits,Playlist track,USRH10553197
I'll Have To Say I Love You In A Song,Jim Croce,I Got a Name,non_hits,Playlist track,GBAJE0604380
Trying To Hold On To My Woman,Lamont Dozier,"The ABC's Of Soul, Vol. 2 (Classics From The ABC Records Catalog 1969-1974)",non_hits,Playlist track,USMC17349952
Don't You Worry 'Bout A Thing,Stevie Wonder,Innervisions,non_hits,Playlist track,USUMG9900463
Helen Wheels,Paul McCartney,Wingspan,non_hits,Playlist track,GBCCS0100543
Beach Baby,First Class,Sun Sea Sand And Sex,non_hits,Playlist track,GBCBU0910510
I Honestly Love You,Olivia Newton-John,Long Live Love,non_hits,Playlist track,QZUDB2200037
Call on Me,Chicago,The Nashville Sessions,non_hits,Playlist track,USE2A1200260
Mighty Love,The Spinners,Mighty Love,non_hits,Playlist track,USAT20003379
Can't Get It out of My Head,Electric Light Orchestra,Eldorado,non_hits,Playlist track,USSM19801650
Lonely People,America,Holiday,non_hits,Playlist track,USWB19901800
It Only Takes a Minute,Tavares,A Night to Remember (Mixed By Tony Okungbowa & Jojoflores),non_hits,Playlist track,CAU119917648
Bungle in the Jungle,Jethro Tull,M.U. - The Best of Jethro Tull,non_hits,Playlist track,GBAYK7400004
Long Tall Glasses (I Can Dance),Leo Sayer,Just A Boy,non_hits,Playlist track,GBBLG7400113
Someone Saved My Life Tonight,Elton John,Captain Fantastic And The Brown Dirt Cowboy,non_hits,Playlist track,GBAMB7500005
Misty,Ray Stevens,Greatest Hits - Original Recordings,non_hits,Playlist track,USZZM0710262
Bad Blood,Neil Sedaka,The Definitive Collection,non_hits,Playlist track,USRZR0796814
Only Yesterday,Carpenters,Horizon,non_hits,Playlist track,USAM17500076
Only You (And You Alone),Ringo Starr,Goodnight Vienna,non_hits,Playlist track,GBAYE7400290
Swearin' to God - Single Version,Frankie Valli,The Very Best of Frankie Valli & The 4 Seasons,non_hits,Playlist track,USRH10450940
Breakin' In A Brand New Broken Heart,Connie Francis,The Collection,non_hits,Playlist track,USF096100270
Mama Said,The Shirelles,Remember When,non_hits,Playlist track,USACU0500006
Let The Four Winds Blow,Fats Domino,Jukebox Favorites,non_hits,Playlist track,USUM70507581
My Kind of Girl,Matt Monro,Heartbreakers,non_hits,Playlist track,GBAYE6100028
"Tonight My Love, Tonight",Paul Anka,21 Golden Hits,non_hits,Playlist track,USRC19901352
Good Time Baby,Bobby Rydell,The Best Of Bobby Rydell,non_hits,Playlist track,USA176040070
Dum Dum,Brenda Lee,All The Way,non_hits,Playlist track,USMC16110639
You Can Depend On Me,Brenda Lee,"Brenda, That's All",non_hits,Playlist track,USMC16110071
Let's Twist Again,Chubby Checker,It's Pony Time/Let's Twist Again,non_hits,Playlist track,USA176140170
Are You Lonesome Tonight,Elvis Presley,"Elvis' Golden Records, Vol. 3",non_hits,Playlist track,USRC16005290
Sea of Heartbreak,Don Gibson,RCA Country Legends: Don Gibson,non_hits,Playlist track,USRN10100068
You Must Have Been a Beautiful Baby,Bobby Darin,The Ultimate Bobby Darin,non_hits,Playlist track,USEE10180039
Love So Right,Bee Gees,Children Of The World,non_hits,Playlist track,GBAKW7601014
The Rubberband Man,The Spinners,The Rubberband Man / Now That We're Together,non_hits,Playlist track,USAT20902284
I Never Cry,Alice Cooper,Alice Cooper Goes to Hell,non_hits,Playlist track,USWB10000741
Nobody Does It Better,Marvin Hamlisch,The Spy Who Loved Me,non_hits,Playlist track,USMG27700012
I Wanna Get Next To You,Rose Royce,Heart Of Soul Classics,non_hits,Playlist track,USMC17605478
Muskrat Love,Captain & Tennille,Song Of Joy,non_hits,Playlist track,USAM10000081
Walk This Way,Aerosmith,Toys In The Attic,non_hits,Playlist track,USSM19906481
Year of the Cat - 2001 Remaster,Al Stewart,Year of the Cat,non_hits,Playlist track,USALS0100032
Go Your Own Way - 2004 Remaster,Fleetwood Mac,Rumours,non_hits,Playlist track,USWB10400050
Sorry Seems To Be The Hardest Word,Elton John,Blue Moves,non_hits,Playlist track,GBALX7600002
Don't Worry Baby,B.J. Thomas,Don't Worry Baby,non_hits,Playlist track,US3L61202902
"Knowing Me, Knowing You",ABBA,Arrival,non_hits,Playlist track,SEAYD7601050
How Much Love,Leo Sayer,Endless Flight,non_hits,Playlist track,GBBLG7600262
Ring of Fire,Johnny Cash,Ring Of Fire: The Best Of Johnny Cash,non_hits,Playlist track,USSM11201688
Just One Look,Doris Troy,Sings Just One Look And Other Memorable Selections,non_hits,Playlist track,USAT20001011
Judy's Turn To Cry,Lesley Gore,I'll Cry If I Want To,non_hits,Playlist track,USPR36309025
Tie Me Kangaroo Down Sport,Rolf Harris,Ideal,non_hits,Playlist track,GBAYE6000076
"That Sunday, That Summer",Nat King Cole,Those Lazy Hazy Crazy Days Of Summer,non_hits,Playlist track,USCA29100642
Another Saturday Night,Sam Cooke,Ain't That Good News,non_hits,Playlist track,USA176320170
"Painted, Tainted Rose - Remastered",Al Martino,Capitol Collectors Series,non_hits,Playlist track,USCA29101332
Go Away Little Girl,Steve Lawrence,Going Solo with Steve Lawrence,non_hits,Playlist track,FR2X41407255
Take These Chains From My Heart,Ray Charles,"Modern Sounds in Country and Western Music, Vols 1 & 2",non_hits,Playlist track,USC4R0919294
Come And Get These Memories - Single Version / Mono,Martha Reeves & The Vandellas,20th Century Masters: The Millennium Collection: Best Of Martha Reeves & The Vandellas,non_hits,Playlist track,USMO16300242
Bossa Nova Baby,Elvis Presley,Fun in Acapulco,non_hits,Playlist track,USRC16307139
Shut Down - Remastered 2001,The Beach Boys,Surfin' USA (Remastered),non_hits,Playlist track,USCA20001629
Little Town Flirt,Del Shannon,Little Town Flirt,non_hits,Playlist track,USPBR0502265
Always on My Mind,Pet Shop Boys,Discography - Complete Singles Collection,non_hits,Playlist track,GBAYE8700080
When It's Love,Van Halen,OU812,non_hits,Playlist track,USWB18700007
Don't Shed a Tear,Paul Carrack,One Good Reason,non_hits,Playlist track,GBAYK0700003
I Hate Myself for Loving You,Joan Jett & the Blackhearts,Up Your Alley,non_hits,Playlist track,USSM10021818
I Don't Want to Live Without You,Foreigner,Inside Information,non_hits,Playlist track,USAT29900665
Don't You Know What The Night Can Do? - 2010 Remaster,Steve Winwood,Revolutions: The Very Best Of Steve Winwood (Deluxe),non_hits,Playlist track,GBAAA1000084
One Moment in Time,Whitney Houston,I Will Always Love You: The Best Of Whitney Houston,non_hits,Playlist track,USAR19901006
Can't Stay Away from You,Gloria Estefan,Essential - 80's Love,non_hits,Playlist track,USSM10011989
Kissing a Fool,George Michael,Ladies And Gentlemen... The Best Of George Michael,non_hits,Playlist track,GBBBM8702009
I Found Someone,Cher,Cher,non_hits,Playlist track,USGF18716401
Never Tear Us Apart,INXS,Kick (Remastered 2011),non_hits,Playlist track,GBAMX8700005
Valerie,Steve Winwood,Talking Back To The Night,non_hits,Playlist track,GBAAN8200002
Nothin' But A Good Time,Poison,Open Up And Say . . . Ahh!,non_hits,Playlist track,USCA28800138
Prove Your Love,Taylor Dayne,Live,non_hits,Playlist track,TCABY1494521
Roni,Bobby Brown,Don't Be Cruel,non_hits,Playlist track,USMC18725386
Love In An Elevator - Single Version,Aerosmith,Big Ones,non_hits,Playlist track,USGF19925404
Lay Your Hands On Me,Bon Jovi,Bon Jovi Greatest Hits,non_hits,Playlist track,USUM71024873
What I Am,Edie Brickell & New Bohemians,Shooting Rubberbands At The Stars,non_hits,Playlist track,USGF18819201
Paradise City,Guns N' Roses,Appetite For Destruction,non_hits,Playlist track,USGF18714806
She Wants To Dance With Me,Rick Astley,Hold Me in Your Arms,non_hits,Playlist track,GBARL9300137
It's No Crime,Babyface,Tender Lover,non_hits,Playlist track,USSM19907790
Poison,Alice Cooper,Trash,non_hits,Playlist track,USSM18900004
Smooth Criminal - 2012 Remaster,Michael Jackson,Bad 25th Anniversary,non_hits,Playlist track,USSM11204989
Rock Wit'cha,Bobby Brown,Don't Be Cruel,non_hits,Playlist track,USMC18725846
The End Of The Innocence,Don Henley,The End Of The Innocence,non_hits,Playlist track,USGF18921701
Keep On Movin',Soul II Soul,Keep On Movin',non_hits,Playlist track,GBAAA8900074
Funny Way of Laughin',Burl Ives,It's Just My Funny Way of Laughin' / Songs of the West,non_hits,Playlist track,GBURF1302691
"Twist, Twist Senora",Gary U.S. Bonds,Twist Up Calypso,non_hits,Playlist track,GBLGL1242947
I'll Never Dance Again,Bobby Rydell,The Best Of Bobby Rydell,non_hits,Playlist track,USA176240020
Where Have All The Flowers Gone? - Remastered,The Kingston Trio,The Capitol Collector's Series,non_hits,Playlist track,USCA28901469
Town Without Pity,Gene Pitney,Super Hits,non_hits,Playlist track,USACU0500065
If I Had a Hammer - 2004 Remaster,"Peter, Paul and Mary","The Very Best of Peter, Paul and Mary",non_hits,Playlist track,USWB10302468
Surfin' Safari - Mono/Remastered 2001,The Beach Boys,The Very Best Of The Beach Boys: Sounds Of Summer,non_hits,Playlist track,USCA20001587
She's Gone,Daryl Hall & John Oates,Abandoned Luncheonette,non_hits,Playlist track,USAT20614606
Rock And Roll Music - Remastered,The Beach Boys,15 Big Ones (Remastered),non_hits,Playlist track,USGJP1300109
Still the One,Orleans,Waking & Dreaming,non_hits,Playlist track,USEE10250656
With Your Love,Jefferson Starship,The Complete Albums 1974-1984,non_hits,Playlist track,USRC17604312
Slow Ride,Foghat,Slow Ride / Save Your Loving (For Me),non_hits,Playlist track,USRH10802802
Walk Away From Love,David Ruffin,Who I Am,non_hits,Playlist track,USMO17584694
"Baby, I Love Your Way",Peter Frampton,Acoustic Classics,non_hits,Playlist track,USPK91500007
Young Hearts Run Free,Candi Staton,Young Hearts Run Free (US Internet Release),non_hits,Playlist track,USWB19700370
Money Honey,Bay City Rollers,Shang-A-Lang,non_hits,Playlist track,USAR17500120
Give Up The Funk (Tear The Roof Off The Sucker),Parliament,Mothership Connection,non_hits,Playlist track,USPR37800052
Tryin' to Get the Feeling Again,Barry Manilow,Tryin' To Get The Feeling,non_hits,Playlist track,USAR17500134
Rock And Roll All Nite,KISS,Dressed To Kill (Remastered Version),non_hits,Playlist track,USPR37509157
The Boys Are Back In Town,Thin Lizzy,Jailbreak (Deluxe Edition),non_hits,Playlist track,GBF087600063
Take The Money And Run - Remastered 2017,Steve Miller Band,Ultimate Hits,non_hits,Playlist track,QMEU31713775
Country Boy (You Got Your Feet In L.A.) - Remastered 2002,Glen Campbell,The Legacy (1961-2017),non_hits,Playlist track,USCN10200415
