Track name, Artist name, Album, Playlist name, Type, ISRC
Flashing Lights,Kanye West,Graduation,non_hits,Playlist track,USUM70749096
Mrs. Officer,Lil Wayne,Tha Carter III,non_hits,Playlist track,USCM50800559
7 Things - Single Version,Miley Cyrus,Breakout,non_hits,Playlist track,USHR10823877
You're Gonna Miss This,Trace Adkins,American Man: Greatest Hits Vol. II,non_hits,Playlist track,USCN10701228
Love Remains the Same,Gavin Rossdale,Wanderlust,non_hits,Playlist track,USUM70805998
Feels Like Tonight,Daughtry,Daughtry,non_hits,Playlist track,GBCTA0600257
The Way I Are,Timbaland,Shock Value,non_hits,Playlist track,USUM70722806
Addicted,Saving Abel,Saving Abel,non_hits,Playlist track,USVI20701296
Heaven Sent,Keyshia Cole,Just Like You,non_hits,Playlist track,USUM70750466
Rockin' That Thang,The-Dream,Love Vs Money,non_hits,Playlist track,USUM70850270
Chicken Fried,Zac Brown Band,The Foundation,non_hits,Playlist track,USAT20804178
Diva,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,non_hits,Playlist track,USSM10804755
Replay,Iyaz,Replay,non_hits,Playlist track,USRE10901161
Then,Brad Paisley,American Saturday Night,non_hits,Playlist track,USAN20900013
Her Diamonds,Rob Thomas,Cradlesong,non_hits,Playlist track,USAT20900637
How Do You Sleep?,Jesse McCartney,Departure,non_hits,Playlist track,USHR10823721
3,Britney Spears,The Singles Collection,non_hits,Playlist track,USJI10900602
One Time,Justin Bieber,My World,non_hits,Playlist track,USUM70964274
I Run To You,Lady A,Lady Antebellum,non_hits,Playlist track,USCN10800387
I Do Not Hook Up,Kelly Clarkson,All I Ever Wanted,non_hits,Playlist track,GBCTA0900006
Green Light (feat. André 3000),John Legend,Evolver,non_hits,Playlist track,USSM10801473
People Are Crazy,Billy Currington,Little Bit Of Everything,non_hits,Playlist track,USUM70835804
Whatever It Is,Zac Brown Band,The Foundation,non_hits,Playlist track,USAT20804233
Already Gone,Kelly Clarkson,All I Ever Wanted,non_hits,Playlist track,GBCTA0900011
Say Hey (I Love You) (feat. Cherine Tanya Anderson),Michael Franti & Spearhead,All Rebel Rockers,non_hits,Playlist track,USEP40806106
Pop Champagne (feat. Juelz Santana) - Explicit Album Version,Jim Jones,Pray IV Reign,non_hits,Playlist track,USQX90800187
Pretty Wings - uncut,Maxwell,BLACKsummers'night (2009),non_hits,Playlist track,USSM10901885
Loverboy,Mariah Carey,Glitter,non_hits,Playlist track,USVI20100288
Contagious,The Isley Brothers,Eternal,non_hits,Playlist track,USDW10110273
Music (feat. Marvin Gaye),Erick Sermon,Music,non_hits,Playlist track,USJAY0100315
Don't Happen Twice,Kenny Chesney,Greatest Hits,non_hits,Playlist track,USBN10000090
I Wish,R. Kelly,TP-2.com,non_hits,Playlist track,USJI10000412
It's A Great Day To Be Alive,Travis Tritt,Down The Road I Go,non_hits,Playlist track,USSM10012734
Here's to the Night,Eve 6,Horrorscope,non_hits,Playlist track,USRC10000414
You Shouldn't Kiss Me Like This,Toby Keith,How Do You Like Me Now?!,non_hits,Playlist track,USDW19920909
"So Fresh, So Clean",Outkast,Stankonia,non_hits,Playlist track,USLF20000433
Be Like That,3 Doors Down,The Better Life,non_hits,Playlist track,USUR19980275
Hero,Enrique Iglesias,Escape,non_hits,Playlist track,USIR10120047
Lay Me Down,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),non_hits,Playlist track,GBUM71500850
Kick The Dust Up,Luke Bryan,Kill The Lights (Deluxe),non_hits,Playlist track,USUM71506991
Blessings,Big Sean,Dark Sky Paradise,non_hits,Playlist track,USUM71501153
Budapest,George Ezra,Did You Hear the Rain?,non_hits,Playlist track,GBARL1301120
Chandelier,Sia,1000 Forms Of Fear,non_hits,Playlist track,USRC11400498
Heartbeat Song,Kelly Clarkson,Piece By Piece (Deluxe Version),non_hits,Playlist track,GBCTA1400065
Don't,Ed Sheeran,x (Deluxe Edition),non_hits,Playlist track,GBAHS1400090
Ghost,Ella Henderson,Chapter One (Deluxe Version),non_hits,Playlist track,GBHMU1400029
Here,Alessia Cara,Know-It-All (Deluxe),non_hits,Playlist track,USUM71506251
Waves,Mr. Probz,Waves,non_hits,Playlist track,TCABN1366256
She Knows,Ne-Yo,Non-Fiction (Deluxe),non_hits,Playlist track,USUM71413555
Night Changes,One Direction,FOUR (Deluxe),non_hits,Playlist track,GBHMU1400165
How Deep Is Your Love,Calvin Harris,How Deep Is Your Love,non_hits,Playlist track,GBARL1500704
Birthday,Katy Perry,PRISM (Deluxe),non_hits,Playlist track,USUM71311293
Bartender,Lady A,747,non_hits,Playlist track,USUM71406165
La La La,Naughty Boy,Hotel Cabana (Deluxe Version),non_hits,Playlist track,GBAAA1300148
Blurred Lines,Robin Thicke,Blurred Lines (Deluxe),non_hits,Playlist track,USUM71307668
Do What U Want,Lady Gaga,Do What U Want,non_hits,Playlist track,USUM71320321
Amnesia,5 Seconds of Summer,5 Seconds Of Summer,non_hits,Playlist track,GBUM71401926
Believe Me,Lil Wayne,Believe Me,non_hits,Playlist track,USCM51400173
Beachin',Jake Owen,Days of Gold,non_hits,Playlist track,USRN11300044
White Walls (feat. ScHoolboy Q & Hollis),Macklemore & Ryan Lewis,The Heist (Deluxe Edition),non_hits,Playlist track,GMM881200009
She Looks So Perfect,5 Seconds of Summer,5 Seconds Of Summer,non_hits,Playlist track,GBUM71400377
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,Clarity (Deluxe),non_hits,Playlist track,USUM71311478
Partition,Beyoncé,BEYONCÉ [Platinum Edition],non_hits,Playlist track,USSM11307803
I Don't Dance,Lee Brice,I Don't Dance (Deluxe Edition),non_hits,Playlist track,USCRB1410944
Somethin' Bad (with Carrie Underwood) - Duet with Carrie Underwood [Album],Miranda Lambert,Platinum,non_hits,Playlist track,USRN11300235
Adore You,Miley Cyrus,Bangerz (Deluxe Version),non_hits,Playlist track,USRC11301264
The Best Day,George Strait,Best Of (Deluxe Edition),non_hits,Playlist track,USMCN9910006
Where I Wanna Be,Donell Jones,Where I Wanna Be,non_hits,Playlist track,USLF29900194
How Do You Like Me Now?!,Toby Keith,Toby Keith 35 Biggest Hits,non_hits,Playlist track,USDW19920901
My Best Friend,Tim McGraw,Love Story,non_hits,Playlist track,USCRB9900110
Broadway,The Goo Goo Dolls,Dizzy up the Girl,non_hits,Playlist track,USWB19800783
I Hope You Dance,Lee Ann Womack,I Hope You Dance,non_hits,Playlist track,USMCN0000018
Better Off Alone,Alice Deejay,Who Needs Guitars Anyway?,non_hits,Playlist track,NLC529811119
Bounce With Me (feat. Xscape) - Edited Album Version,Bow Wow,Beware Of Dog,non_hits,Playlist track,USSM10014546
Cowboy Take Me Away,The Chicks,Fly,non_hits,Playlist track,USSM19901550
I Don't Wanna,Aaliyah,Next Friday (Original Motion Picture Soundtrack),non_hits,Playlist track,USPO19900513
Independent Women Part I,Destiny's Child,Survivor,non_hits,Playlist track,USSM10013276
Waiting for Tonight,Jennifer Lopez,On The 6,non_hits,Playlist track,USSM19900596
Baby,Ashanti,Ashanti,non_hits,Playlist track,USDJ20200194
The Good Stuff,Kenny Chesney,Greatest Hits II,non_hits,Playlist track,USBN10900015
We Thuggin' (feat. R. Kelly),Fat Joe,Jealous Ones Still Envy (J.O.S.E),non_hits,Playlist track,USAT20107340
Good Morning Beautiful,Steve Holy,Blue Moon,non_hits,Playlist track,USCRB0000718
Rock The Boat,Aaliyah,Aaliyah,non_hits,Playlist track,USUYG1353086
Drive (For Daddy Gene),Alan Jackson,Drive,non_hits,Playlist track,USAN20100225
Anything (feat. Next),Jaheim,Ghetto Love,non_hits,Playlist track,USWB10003278
Full Moon,Brandy,Full Moon,non_hits,Playlist track,USAT20200043
Uh Huh,B2K,B2K,non_hits,Playlist track,USSM10106915
A New Day Has Come - Radio Remix,Céline Dion,A New Day Has Come,non_hits,Playlist track,CAC220200030
Turn Off The Light,Nelly Furtado,"Whoa, Nelly! (Expanded Edition)",non_hits,Playlist track,USDW10021999
Living And Living Well,George Strait,50 Number Ones,non_hits,Playlist track,USMCN0110148
My List,Toby Keith,Toby Keith 35 Biggest Hits,non_hits,Playlist track,USDW10110292
Hands Clean,Alanis Morissette,Under Rug Swept,non_hits,Playlist track,USMV20100234
Sk8er Boi,Avril Lavigne,Let Go,non_hits,Playlist track,USAR10200229
Long Time Gone,The Chicks,Home,non_hits,Playlist track,USSM10209588
Where Were You (When the World Stopped Turning),Alan Jackson,34 Number Ones,non_hits,Playlist track,USAN20100234
Like I Love You,Justin Timberlake,Justified,non_hits,Playlist track,USJI10200248
I Do!!,Toya,Toya,non_hits,Playlist track,USAR10100358
Thugz Mansion - 2Pac Original/Acoustic,2Pac,The Best Of 2Pac,non_hits,Playlist track,USUM70760916
Clocks,Coldplay,Pop Chillout,non_hits,Playlist track,GBAYE0200771
Put That Woman First,Jaheim,Classic Jaheim Vol. 1,non_hits,Playlist track,USWB10807888
Rain On Me,Ashanti,Chapter II,non_hits,Playlist track,USDJ20300563
19 Somethin',Mark Wills,Smokey Mountain Rain,non_hits,Playlist track,UK3XS1301705
Red Dirt Road,Brooks & Dunn,Red Dirt Road,non_hits,Playlist track,USAN20200059
What Was I Thinkin',Dierks Bentley,Dierks Bentley,non_hits,Playlist track,USCN10200472
Flying Without Wings,Ruben Studdard,Playlist: The Very Best Of Ruben Studdard,non_hits,Playlist track,GBCTA0300066
Sing For The Moment,Eminem,The Eminem Show,non_hits,Playlist track,USIR10211061
"No Shoes, No Shirt, No Problems",Kenny Chesney,Greatest Hits II,non_hits,Playlist track,USBN10900014
Come Over,Aaliyah,I Care 4 U,non_hits,Playlist track,USBGR0200033
Step In the Name of Love,R. Kelly,Chocolate Factory,non_hits,Playlist track,USJI10300010
Like a Stone,Audioslave,Audioslave,non_hits,Playlist track,USSM10211587
Don't Know Why,Norah Jones,Come Away With Me,non_hits,Playlist track,USBN20100529
Superman,Eminem,The Eminem Show,non_hits,Playlist track,USIR10211062
Real Good Man,Tim McGraw,35 Biggest Hits,non_hits,Playlist track,USCRB0201867
Say Yes,Floetry,Floetic,non_hits,Playlist track,USDW10200118
Sure Be Cool If You Did,Blake Shelton,Based on a True Story... (Deluxe Edition),non_hits,Playlist track,USWB11203181
Troublemaker,Olly Murs,Keep Calm and Move to the Dancefloor,non_hits,Playlist track,GBARL1300091
Body Party,Ciara,Ciara,non_hits,Playlist track,USSM11301017
Hall of Fame (feat. will.i.am),The Script,#3 Deluxe Version,non_hits,Playlist track,GBARL1201055
Mama's Broken Heart,Miranda Lambert,Four The Record,non_hits,Playlist track,USG4X1100017
It Goes Like This,Thomas Rhett,It Goes Like This,non_hits,Playlist track,USLXJ1307035
Bugatti,Ace Hood,Trials & Tribulations,non_hits,Playlist track,USCM51300013
Downtown,Lady A,Golden,non_hits,Playlist track,USCN11300001
Get Your Shine On,Florida Georgia Line,Here's To The Good Times,non_hits,Playlist track,USUM71208066
Brave,Sara Bareilles,The Blessed Unrest,non_hits,Playlist track,USSM11301638
Let Her Go,Passenger,All The Little Lights,non_hits,Playlist track,GBMQN1100004
Runnin' Outta Moonlight,Randy Houser,How Country Feels,non_hits,Playlist track,US58E1200344
I'm Different,2 Chainz,Based On A T.R.U. Story (Deluxe),non_hits,Playlist track,USUM71208020
Go Getta,Jeezy,The Inspiration,non_hits,Playlist track,USUM70620409
On the Hotline,Pretty Ricky,Nights Like This - R'n'B,non_hits,Playlist track,USAT20620223
Wind It Up,Gwen Stefani,First Class,non_hits,Playlist track,USUM70614830
Break It Off,Rihanna,A Girl Like Me,non_hits,Playlist track,USAT20611288
First Time,Lifehouse,Who We Are,non_hits,Playlist track,USUM70734087
Ayo Technology,50 Cent,Curtis,non_hits,Playlist track,USUM70735445
Outta My System (feat. T-Pain & Johntá Austin),Bow Wow,The Price Of Fame,non_hits,Playlist track,USSM10606876
Teardrops On My Guitar,Taylor Swift,Fearless,non_hits,Playlist track,GBUM70900586
Shut Up And Drive,Rihanna,Good Girl Gone Bad: Reloaded,non_hits,Playlist track,USUM70734703
Snow (Hey Oh),Red Hot Chili Peppers,Stadium Arcadium,non_hits,Playlist track,USWB10601591
Money Maker,Ludacris,Release Therapy,non_hits,Playlist track,USUM70605316
Far Away,Nickelback,All the Right Reasons,non_hits,Playlist track,NLA320581338
LoveStoned / I Think She Knows (Interlude),Justin Timberlake,FutureSex/LoveSounds,non_hits,Playlist track,USJI10600495
Better Than Me,Hinder,Extreme Behavior,non_hits,Playlist track,USUM70503176
Paralyzer,Finger Eleven,Them Vs. You Vs. Me (Deluxe Edition),non_hits,Playlist track,USWU30700001
That's That Shit,Snoop Dogg,Tha Blue Carpet Treatment,non_hits,Playlist track,USUM70613056
Same Girl (with Usher),R. Kelly,Double Up,non_hits,Playlist track,USJI10700345
Get Up (feat. Chamillionaire),Ciara,The Evolution,non_hits,Playlist track,USLF20600131
We Be Burnin',Sean Paul,The Trinity,non_hits,Playlist track,USAT20502060
Hate Me,Blue October,Foiled For The Last Time,non_hits,Playlist track,USUM70600411
You And Me,Lifehouse,Lifehouse,non_hits,Playlist track,USDW10500001
Beep,The Pussycat Dolls,PCD,non_hits,Playlist track,USUM70501898
Oh I Think Dey Like Me,Dem Franchize Boyz,Dem Franchize Boyz,non_hits,Playlist track,USUR10400698
Soul Survivor,Jeezy,Let's Get It: Thug Motivation 101,non_hits,Playlist track,USUM70501374
Pump It,Black Eyed Peas,Monkey Business,non_hits,Playlist track,USIR10500407
When I'm Gone,Eminem,When I'm Gone,non_hits,Playlist track,USUM70506288
Hung Up,Madonna,Confessions on a Dance Floor,non_hits,Playlist track,USWB10504319
Love,Keyshia Cole,The Way It Is,non_hits,Playlist track,USAM10500210
When You're Mad,Ne-Yo,In My Own Words,non_hits,Playlist track,USUM70600054
Feel Good Inc.,Gorillaz,Demon Days,non_hits,Playlist track,GBAYE0500172
I'm Sprung,T-Pain,Rappa Ternt Sanga (Expanded Edition),non_hits,Playlist track,USJI10500485
Do I Make You Proud,Taylor Hicks Tribute Band,"Tribute To Taylor Hicks,a",non_hits,Playlist track,USAFF0607108
50 Ways to Say Goodbye,Train,California 37,non_hits,Playlist track,USSM11201533
Red Solo Cup,Toby Keith,Clancy's Tavern,non_hits,Playlist track,USUM71113863
Die Young,Kesha,Warrior (Expanded Edition),non_hits,Playlist track,USRC11201008
5 O'Clock (feat. Lily Allen & Wiz Khalifa),T-Pain,Revolver (Expanded Edition),non_hits,Playlist track,USJI11100299
A Thousand Years,Christina Perri,Ballads,non_hits,Playlist track,USAT21102141
Take a Little Ride,Jason Aldean,Night Train,non_hits,Playlist track,US58E1200317
You Da One,Rihanna,Talk That Talk,non_hits,Playlist track,USUM71118072
We Run The Night,Havana Brown,We Run The Night,non_hits,Playlist track,AUUM71100937
It's Time,Imagine Dragons,Night Visions,non_hits,Playlist track,USUM71200987
I Don't Want This Night To End,Luke Bryan,Tailgates & Tanlines,non_hits,Playlist track,USCN11100148
Diamonds,Rihanna,Unapologetic (Deluxe),non_hits,Playlist track,USUM71211793
Hard To Love,Lee Brice,Hard 2 Love,non_hits,Playlist track,USCRB1210131
Somethin' 'Bout A Truck,Kip Moore,Up All Night,non_hits,Playlist track,USUM71113878
Fly over States,Jason Aldean,My Kinda Party,non_hits,Playlist track,US58E1000233
Even If It Breaks Your Heart,Eli Young Band,Life At Best,non_hits,Playlist track,USUM71101202
BURN IT DOWN,Linkin Park,LIVING THINGS,non_hits,Playlist track,USWB11200587
Live Like You Were Dying,Tim McGraw,Live Like You Were Dying,non_hits,Playlist track,USCRB0406175
Remember When,Alan Jackson,34 Number Ones,non_hits,Playlist track,USAN20300027
Everytime,Britney Spears,In The Zone,non_hits,Playlist track,USJI10301010
Dude,Beenie Man,Back To Basics,non_hits,Playlist track,USVI20301246
Wanna Get To Know You,G-Unit,Hip Hop 2000,non_hits,Playlist track,USIR10312428
Holidae In,Chingy,Jackpot,non_hits,Playlist track,USCA20300295
Let's Get It Started,Black Eyed Peas,Summer Party,non_hits,Playlist track,USIR10400344
When the Sun Goes Down,Kenny Chesney,When The Sun Goes Down,non_hits,Playlist track,USBN10300051
American Soldier,Toby Keith,Shock 'N Y'all,non_hits,Playlist track,USDW10300598
Change Clothes,JAY-Z,The Black Album,non_hits,Playlist track,USDJ20301456
Don't Tell Me,Avril Lavigne,Under My Skin,non_hits,Playlist track,USAR10400119
You'll Think Of Me - Single Version,Keith Urban,Greatest Hits,non_hits,Playlist track,USCN10701225
Happy People,R. Kelly,The World's Greatest,non_hits,Playlist track,USJI10400108
Hey Mama,Black Eyed Peas,Hey Mama,non_hits,Playlist track,USIR10400015
Redneck Woman,Gretchen Wilson,Here For The Party,non_hits,Playlist track,USSM10402009
Just Lose It,Eminem,Encore (Deluxe Version),non_hits,Playlist track,USIR10400681
Letters from Home,John Michael Montgomery,Letters From Home,non_hits,Playlist track,USWB10400048
I Go Back,Kenny Chesney,When The Sun Goes Down,non_hits,Playlist track,USBN10300091
I Made It (Cash Money Heroes),Kevin Rudolf,To The Sky,non_hits,Playlist track,USCM51000056
Stuck Like Glue,Sugarland,The Incredible Machine,non_hits,Playlist track,USUM71017474
Hey Daddy (Daddy's Home),Usher,Raymond v Raymond (Expanded Edition),non_hits,Playlist track,USLF21000011
There Goes My Baby,Usher,Raymond v Raymond (Expanded Edition),non_hits,Playlist track,USLF20900095
Today Was A Fairytale (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),non_hits,Playlist track,USUG12100636
Say Something (Featuring Drake),Timbaland,Shock Value II,non_hits,Playlist track,USUM70904795
Sweet Dreams,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,non_hits,Playlist track,USSM10804756
Use Somebody,Kings of Leon,Only By The Night,non_hits,Playlist track,USRC10800301
Undo It,Carrie Underwood,Play On,non_hits,Playlist track,GBCTA0900309
Eenie Meenie,Sean Kingston,Eenie Meenie EP,non_hits,Playlist track,USSM11000778
Right Above It,Lil Wayne,I Am Not A Human Being,non_hits,Playlist track,USCM51000537
The House That Built Me,Miranda Lambert,Revolution,non_hits,Playlist track,USG4X0900074
American Honey,Lady A,Need You Now,non_hits,Playlist track,USCN10900684
King of Anything,Sara Bareilles,Kaleidoscope Heart,non_hits,Playlist track,USSM11001130
Life After You,Daughtry,Leave This Town,non_hits,Playlist track,GBCTA0900203
"Lover, Lover",Jerrod Niemann,Judge Jerrod & The Hung Jury,non_hits,Playlist track,USAN21000013
Knee Deep (feat. Jimmy Buffett),Zac Brown Band,You Get What You Give,non_hits,Playlist track,USAT21001570
In The Dark,DEV,The Night The Sun Came Up,non_hits,Playlist track,USUM71105330
Backseat (feat. The Cataracs & Dev),New Boyz,Too Cool to Care,non_hits,Playlist track,USWB11100018
Best Thing I Never Had,Beyoncé,4,non_hits,Playlist track,USSM11102904
Don't Wanna Go Home,Jason Derulo,Future History (Deluxe Edition),non_hits,Playlist track,USWB11101043
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,Nothing but the Beat (Ultimate Edition),non_hits,Playlist track,FRZID1100110
Take A Back Road,Rodney Atkins,Take A Back Road,non_hits,Playlist track,USCRB1109549
Please Don't Go,Mike Posner,31 Minutes to Takeoff,non_hits,Playlist track,USJAY1000077
Price Tag,Jessie J,Who You Are (Platinum Edition),non_hits,Playlist track,USUM71029357
God Gave Me You,Blake Shelton,Wedding First Dance,non_hits,Playlist track,USWB11101784
She Will,Lil Wayne,Tha Carter IV (Explicit Version),non_hits,Playlist track,USCM51100309
Are You Gonna Kiss Me or Not,Thompson Square,Rerecords,non_hits,Playlist track,QZRTP2100001
Animal,Neon Trees,Habits (Spotify),non_hits,Playlist track,USUM71001801
You and Tequila (feat. Grace Potter),Kenny Chesney,Hemingway's Whiskey,non_hits,Playlist track,USBN11000011
Colder Weather,Zac Brown Band,You Get What You Give,non_hits,Playlist track,USAT21001364
My Last,Big Sean,Finally Famous (Deluxe),non_hits,Playlist track,USUM71101896
These Words,Natasha Bedingfield,These Words,non_hits,Playlist track,GBARL0400683
Don't Lie,Black Eyed Peas,Monkey Business,non_hits,Playlist track,USIR10500766
Get Right,Jennifer Lopez,Rebirth,non_hits,Playlist track,USSM10414903
As Good As I Once Was,Toby Keith,Honkytonk University,non_hits,Playlist track,USDW10500088
Lose My Breath,Destiny's Child,Destiny Fulfilled,non_hits,Playlist track,USSM10412855
Ordinary People,John Legend,Let It Flow,non_hits,Playlist track,FR8GV1715360
We Be Burnin',Sean Paul,The Trinity,non_hits,Playlist track,USAT20502060
O,Omarion,O,non_hits,Playlist track,USSM10412688
Wonderful,Ja Rule,R.U.L.E.,non_hits,Playlist track,USDJ20400973
I'm Sprung,T-Pain,Rappa Ternt Sanga (Expanded Edition),non_hits,Playlist track,USJI10500485
Chariot,Gavin DeGraw,Chariot,non_hits,Playlist track,USJAY0300036
U Already Know,112,Pleasure & Pain,non_hits,Playlist track,USDJ20500129
Mississippi Girl,Faith Hill,Fireflies,non_hits,Playlist track,USWB10501811
Number One Spot,Ludacris,The Red Light District,non_hits,Playlist track,USDJ20401037
The Witch Queen of New Orleans,Redbone,The Witch Queen of New Orleans (aka Message from a Drum) [Expanded Edition],non_hits,Playlist track,USSM10304756
Freddie's Dead (Theme from 'Superfly'),Curtis Mayfield,Superfly (Soundtrack from the Motion Picture) [Deluxe 25th Anniversary Edition],non_hits,Playlist track,USRH10282652
Taxi,Harry Chapin,Heads & Tales,non_hits,Playlist track,USEE10180351
Sealed with a Kiss,Bobby Vinton,Sealed With A Kiss,non_hits,Playlist track,USSM19929211
I Saw the Light - 2015 Remaster,Todd Rundgren,Something / Anything?,non_hits,Playlist track,USRH11509516
Motorcycle Mama,Sailcat,Motorcycle Mama,non_hits,Playlist track,ushm80427261
Roundabout - 2003 Remaster,Yes,Fragile (Deluxe Edition),non_hits,Playlist track,USEE10251885
Doctor My Eyes,Jackson Browne,Jackson Browne Live in Milan,non_hits,Playlist track,USV351329729
Speak to the Sky,Rick Springfield,Rick Springfield,non_hits,Playlist track,USAFM0910376
My World Is Empty Without You,The Supremes,I Hear A Symphony,non_hits,Playlist track,USMO19783113
Rainy Day Women #12 & 35,Bob Dylan,Forrest Gump - The Soundtrack,non_hits,Playlist track,USSM10107318
Woman,Peter And Gordon,The Ultimate Peter And Gordon,non_hits,Playlist track,GBAYE6600137
Nowhere Man - Remastered 2009,The Beatles,Rubber Soul (Remastered),non_hits,Playlist track,GBAYE0601482
Dandy,Herman's Hermits,"A's, B's & EP's",non_hits,Playlist track,GBAYE6600521
Baby Scratch My Back - Single Version,Slim Harpo,The Excello Singles Anthology,non_hits,Playlist track,USUM16501014
She's Just My Style - Remastered,Gary Lewis & The Playboys,She's Just My Style,non_hits,Playlist track,USEM39000331
The More I See You,Chris Montez,All Time Greatest Hits,non_hits,Playlist track,USESK1314981
I Fought the Law - Single Version,The Bobby Fuller Four,Never To Be Forgotten - The Mustang Years,non_hits,Playlist track,USRH10721938
Yellow Submarine - Remastered 2009,The Beatles,Revolver (Remastered),non_hits,Playlist track,GBAYE0601498
Shapes of Things - 2015 Remaster,The Yardbirds,Shapes of Things (2015 Remaster),non_hits,Playlist track,GBAWA0515438
634-5789,Wilson Pickett,The Exciting Wilson Pickett,non_hits,Playlist track,USAT29902206
So Anxious,Ginuwine,100% Ginuwine,non_hits,Playlist track,USSM19805467
Back At One,Brian McKnight,Back At One,non_hits,Playlist track,USMO19900016
When a Woman's Fed Up,R. Kelly,R.,non_hits,Playlist track,USJI19810413
How Forever Feels,Kenny Chesney,Everywhere We Go,non_hits,Playlist track,USBN19700118
Sometimes,Britney Spears,...Baby One More Time (Digital Deluxe Version),non_hits,Playlist track,USJI19910452
Ghetto Cowboy,Mo Thugs Family,The Collection Volume Two,non_hits,Playlist track,USRE49800338
Hard Knock Life,JAY-Z,The Hits Collection Volume One (Edited Version),non_hits,Playlist track,USRL19800899
Jamboree (feat. Zhané),Naughty By Nature,Nineteen Naughty Nine Nature's Fury,non_hits,Playlist track,USAR19901277
Lesson In Leavin',Jo Dee Messina,I'm Alright,non_hits,Playlist track,USCRB9900217
Iris,The Goo Goo Dolls,Dizzy up the Girl,non_hits,Playlist track,USWB19800160
Satisfy You,Puff Daddy,Freaky - Hottest Hip-Hop,non_hits,Playlist track,USBB40580875
Write This Down,George Strait,Always Never The Same,non_hits,Playlist track,USMC19801464
When You Believe - from The Prince of Egypt,Whitney Houston,My Love Is Your Love,non_hits,Playlist track,USAR19800417
God Must Have Spent a Little More Time on You (feat. *NSYNC),Alabama,The Essential *NSYNC,non_hits,Playlist track,USRN19900006
Dangerous,Busta Rhymes,When Disaster Strikes...,non_hits,Playlist track,USEE19792137
Spice Up Your Life,Spice Girls,Spiceworld,non_hits,Playlist track,GBAAA9710052
Because Of You,98º,98 Degrees And Rising,non_hits,Playlist track,USMO19883532
The Mummers' Dance,Loreena McKennitt,The Book of Secrets,non_hits,Playlist track,CAQ110410702
The One I Gave My Heart To,Aaliyah,One In A Million,non_hits,Playlist track,USUYG1353150
Do For Love,2Pac,R U Still Down? [Remember Me],non_hits,Playlist track,USDJ20300663
Raise the Roof,Luke,Changin' the Game,non_hits,Playlist track,USJ3V1437268
A Rose Is Still a Rose,Aretha Franklin,A Rose Is Still A Rose,non_hits,Playlist track,USAR19700112
4 Seasons Of Loneliness,Boyz II Men,Evolution,non_hits,Playlist track,USMO19783234
Father,LL COOL J,Phenomenon,non_hits,Playlist track,USDJ29700012
Thinkin' Bout It,Gerald Levert,The Best of Gerald Levert,non_hits,Playlist track,USEE11000374
Here We Go Again,Ray Charles,True Genius,non_hits,Playlist track,QZR8K2111027
White Rabbit,Jefferson Airplane,Surrealistic Pillow,non_hits,Playlist track,USRC10301017
Bernadette,Four Tops,Reach Out,non_hits,Playlist track,USMO10119992
The Beat Goes On,Sonny & Cher,In Case You're In Love,non_hits,Playlist track,USEW10100400
Society's Child (Baby I've Been Thinking),Janis Ian,Janis Ian,non_hits,Playlist track,USPR36700141
"Girl, You'll Be A Woman Soon",Neil Diamond,The Bang Years 1966-1968 (The 23 Original Mono Recordings),non_hits,Playlist track,USSM11100066
Ain't No Mountain High Enough - Mono Version,Marvin Gaye,Summer BBQ Chill,non_hits,Playlist track,USMO16700534
Here Comes My Baby,The Tremeloes,Even The Bad Times Are Good,non_hits,Playlist track,GBAJE6700043
I Dig Rock and Roll Music - 2004 Remaster,"Peter, Paul and Mary","The Very Best of Peter, Paul and Mary",non_hits,Playlist track,USWB10302516
I Had Too Much to Dream (Last Night),The Electric Prunes,I Had Too Much To Dream (Last Night),non_hits,Playlist track,USRE16700006
Daydream Believer,The Monkees,"The Birds, The Bees, & The Monkees",non_hits,Playlist track,USRH10125802
Mirage - Single Version,Tommy James & The Shondells,I Think We're Alone Now,non_hits,Playlist track,USRH10284733
Green Green Grass Of Home,Tom Jones,"Green, Green Grass Of Home",non_hits,Playlist track,GBF076700190
Don't Sleep in the Subway,Petula Clark,The Ultimate Petula Clark,non_hits,Playlist track,FRZ196700560
Thank The Lord For The Night Time,Neil Diamond,The Bang Years 1966-1968 (The 23 Original Mono Recordings),non_hits,Playlist track,USSM11100068
Masterpiece,The Temptations,Masterpiece,non_hits,Playlist track,USMO10300395
Peaceful,Helen Reddy,I Am Woman,non_hits,Playlist track,USCA28700812
Funky Worm,Ohio Players,Pleasure,non_hits,Playlist track,US25X0702008
Angie,The Rolling Stones,Goats Head Soup (Remastered 2009),non_hits,Playlist track,GBUM70909413
STIR IT UP,Johnny Nash,Radio Hits Of the '70s,non_hits,Playlist track,USSM10603311
Money,Pink Floyd,The Dark Side of the Moon,non_hits,Playlist track,GBN9Y1100081
Yes We Can Can,The Pointer Sisters,"The ABC's Of Soul, Vol. 2 (Classics From The ABC Records Catalog 1969-1974)",non_hits,Playlist track,USMC17349951
