Track name, Artist name, Album, Playlist name, Type, ISRC
Love Song,Sara Bareilles,Little Voice,hits,Playlist track,USSM10700066
Love in This Club (feat. Young Jeezy),Usher,Here I Stand,hits,Playlist track,USLF20800001
Sexy Can I,Ray J,All I Feel,hits,Playlist track,USKO10702948
Take A Bow,Rihanna,Good Girl Gone Bad: Reloaded,hits,Playlist track,USUM70809004
Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,hits,Playlist track,GBAYE0800265
I Kissed A Girl,Katy Perry,One Of The Boys,hits,Playlist track,USCA20801738
Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,hits,Playlist track,USUM70814476
Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,hits,Playlist track,USUM70734700
Pocketful of Sunshine,Natasha Bedingfield,Pocketful Of Sunshine,hits,Playlist track,GBARL0701374
Closer,Ne-Yo,Year Of The Gentleman,hits,Playlist track,USUM70809378
Boom Boom Pow,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],hits,Playlist track,USUM70955624
Poker Face,Lady Gaga,The Fame,hits,Playlist track,USUM70824409
Just Dance,Lady Gaga,The Fame,hits,Playlist track,USUM70807646
I Gotta Feeling,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],hits,Playlist track,USUM70965169
Love Story,Taylor Swift,Fearless (Big Machine Radio Release Special),hits,Playlist track,USCJY0803275
Right Round,Flo Rida,R.O.O.T.S. (Route of Overcoming the Struggle),hits,Playlist track,USAT20900156
I'm Yours,Jason Mraz,Classical Spa Relaxation Collection,hits,Playlist track,USA560966042
Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE - Platinum Edition,hits,Playlist track,USSM10803760
Heartless,Kanye West,808s & Heartbreak,hits,Playlist track,USUM70840511
Gives You Hell,The All-American Rejects,When The World Comes Down,hits,Playlist track,USUM70837368
You Belong With Me (Taylor’s Version),Taylor Swift,Trending November 2021,hits,Playlist track,USUG12100622
Use Somebody,Kings of Leon,Only By The Night,hits,Playlist track,USRC10800301
Knock You Down,Keri Hilson,In A Perfect World...,hits,Playlist track,USUM70955396
Blame It,Jamie Foxx,Intuition,hits,Playlist track,USJAY0800389
I Know You Want Me (Calle Ocho),Pitbull,Pitbull Starring In Rebelution,hits,Playlist track,USJAY0900144
Down,Jay Sean,All Or Nothing,hits,Playlist track,USCM50900094
Hanging By A Moment - Acoustic Version,Lifehouse,Who We Are (Expanded Edition),hits,Playlist track,USDW10110205
Fallin',Alicia Keys,Songs In A Minor,hits,Playlist track,USJAY0100057
Drops of Jupiter (Tell Me),Train,Drops Of Jupiter,hits,Playlist track,USSM10019751
I'm Real,Jennifer Lopez,Dance Again...The Hits,hits,Playlist track,USSM11204301
If You're Gone,Matchbox Twenty,Mad Season (Deluxe Edition),hits,Playlist track,USAT22003208
Again,Lenny Kravitz,Again,hits,Playlist track,USVI20000423
Independent Women Part I,Destiny's Child,Survivor,hits,Playlist track,USSM10013276
Hit 'Em Up Style (Oops!),Blu Cantrell,So Blu,hits,Playlist track,USAR10100372
It Wasnt Me,Shaggy,Dancehall,hits,Playlist track,FR8GV1904430
It's Been Awhile,Staind,Break the Cycle,hits,Playlist track,USEE10100288
U Remind Me,Usher,8701,hits,Playlist track,USLF20100029
Angel,Shaggy,Hot Shot,hits,Playlist track,USMC19989405
Follow Me,Uncle Kracker,Double Wide,hits,Playlist track,USAT20001583
Peaches & Cream,112,Part III,hits,Playlist track,USBB40581358
Uptown Funk (feat. Bruno Mars),Mark Ronson,Uptown Special,hits,Playlist track,GBARL1401524
Thinking out Loud,Ed Sheeran,x (Deluxe Edition),hits,Playlist track,GBAHS1400099
See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth),hits,Playlist track,USAT21703595
Trap Queen,Fetty Wap,Fetty Wap (Deluxe),hits,Playlist track,QM7XC1400004
Sugar,Maroon 5,V,hits,Playlist track,USUM71410340
Shut Up and Dance,WALK THE MOON,TALKING IS HARD,hits,Playlist track,USRC11401949
Blank Space,Taylor Swift,1989 (Deluxe),hits,Playlist track,USCJY1431309
Earned It (Fifty Shades Of Grey),The Weeknd,The Highlights,hits,Playlist track,USUG11500923
The Hills,The Weeknd,Beauty Behind The Madness,hits,Playlist track,USUG11500737
Can't Feel My Face,The Weeknd,Beauty Behind The Madness,hits,Playlist track,USUG11500741
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,Delirium (Deluxe),hits,Playlist track,GBUM71406823
Take Me To Church,Hozier,Hozier,hits,Playlist track,IEACJ1300031
Bad Blood,Taylor Swift,1989,hits,Playlist track,USCJY1431369
Lean On (feat. MØ & DJ Snake),Major Lazer,Peace Is The Mission : Extended,hits,Playlist track,QMUY41500008
Want to Want Me,Jason Derulo,Just the Way You Are - Hit Rewind,hits,Playlist track,USWB11503046
Shake It Off,Taylor Swift,1989 (Deluxe),hits,Playlist track,USCJY1431349
Fight Song,Rachel Platten,Wildfire,hits,Playlist track,USSM11500753
"Happy - From ""Despicable Me 2""",Pharrell Williams,G I R L,hits,Playlist track,USQ4E1300686
Dark Horse,Katy Perry,Workout Hits 2022,hits,Playlist track,USUM71311296
All of Me,John Legend,Love In The Future (Expanded Edition),hits,Playlist track,USSM11303954
Fancy,Iggy Azalea,Fancy,hits,Playlist track,GBUM71402794
Counting Stars,OneRepublic,Native,hits,Playlist track,USUM71301306
Talk Dirty - Sax Version,Jason Derulo,Pop,hits,Playlist track,USWB11400053
All About That Bass,Meghan Trainor,Title (Deluxe),hits,Playlist track,USSM11401317
Problem,Ariana Grande,My Everything (Deluxe),hits,Playlist track,USUM71405403
Stay With Me,Sam Smith,In The Lonely Hour,hits,Playlist track,GBUM71308833
Timber (feat. Ke$ha),Pitbull,Global Warming: Meltdown (Deluxe Version),hits,Playlist track,USRC11301695
Shake It Off,Taylor Swift,1989 (Deluxe),hits,Playlist track,USCJY1431349
Am I Wrong,Nico & Vinz,Black Star Elephant,hits,Playlist track,USWB11304681
Turn Down for What,DJ Snake,Turn Down for What,hits,Playlist track,USSM11308174
The Monster (feat. Rihanna),Eminem,Curtain Call 2,hits,Playlist track,USUM71314082
Team,Lorde,Summer Chillout Songs,hits,Playlist track,NZUM71300124
Let Her Go,Passenger,All The Little Lights,hits,Playlist track,GBMQN1100004
Royals,Lorde,Home Workout 2021,hits,Playlist track,NZUM71200031
Breathe,Faith Hill,Breathe,hits,Playlist track,USWB19902554
Say My Name,Destiny's Child,The Writing's On The Wall,hits,Playlist track,USSM19901056
I Knew I Loved You,Savage Garden,Affirmation,hits,Playlist track,USSM19910036
Bent,Matchbox Twenty,Mad Season,hits,Playlist track,USAT20001176
He Wasn't Man Enough,Toni Braxton,The Heat,hits,Playlist track,USLF20000020
Try Again,Aaliyah,IT - The Complete Fantasy Playlist,hits,Playlist track,UKDNQ1533734
Thong Song,Sisqo,Unleash The Dragon,hits,Playlist track,USDJ29905218
Kryptonite,3 Doors Down,The Better Life,hits,Playlist track,USUR19980187
Music,Madonna,Music,hits,Playlist track,USWB10002371
What a Girl Wants,Christina Aguilera,Christina Aguilera (Expanded Edition),hits,Playlist track,USRC19901169
Back At One,Brian McKnight,Back At One,hits,Playlist track,USMO19900016
How You Remind Me,Nickelback,Silver Side Up,hits,Playlist track,NLA320119533
Foolish,Ashanti,Nineties & Noughties,hits,Playlist track,USDJ20200199
Wherever You Will Go,The Calling,Camino Palmero,hits,Playlist track,USRC10001047
A Thousand Miles,Vanessa Carlton,Be Not Nobody,hits,Playlist track,USIR10210955
In the End,Linkin Park,Hybrid Theory (Bonus Edition),hits,Playlist track,USWB10002407
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,Jealous Ones Still Envy (J.O.S.E),hits,Playlist track,USAT20110293
U Got It Bad,Usher,8701,hits,Playlist track,USAR10100232
Blurry,Puddle Of Mudd,Come Clean,hits,Playlist track,USIR10110581
Complicated,Avril Lavigne,Let Go,hits,Playlist track,USAR10200223
Always On Time,Ja Rule,Pain Is Love,hits,Playlist track,USDJ20110760
Ain't It Funny,Jennifer Lopez,J.Lo,hits,Playlist track,USSM10018510
The Middle,Jimmy Eat World,Bleed American,hits,Playlist track,USDW10110256
U Don't Have to Call,Usher,8701,hits,Playlist track,USAR10100235
Family Affair,Mary J. Blige,No More Drama,hits,Playlist track,USMC10111369
In Da Club,50 Cent,Get Rich Or Die Tryin',hits,Playlist track,USIR10300033
Ignition - Remix,R. Kelly,Chocolate Factory,hits,Playlist track,USJI10300018
Get Busy,Sean Paul,Dutty Rock,hits,Playlist track,USAT20202575
Crazy In Love (feat. Jay-Z),Beyoncé,Dangerously In Love,hits,Playlist track,USSM10305425
When I'm Gone,3 Doors Down,Away From The Sun,hits,Playlist track,USUR10200759
Unwell - 2007 Remaster,Matchbox Twenty,Exile on Mainstream (International),hits,Playlist track,USAT20704548
Right Thurr,Chingy,Jackpot,hits,Playlist track,USCA20300292
Miss You,Aaliyah,I Care 4 U,hits,Playlist track,USUYG1352910
Picture (feat. Sheryl Crow),Kid Rock,Cocky,hits,Playlist track,USAT20110175
Bring Me To Life,Evanescence,Fallen,hits,Playlist track,USWU30200093
Get Low,Lil Jon & The East Side Boyz,Kings Of Crunk - Clean,hits,Playlist track,USTV10200105
Baby Boy (feat. Sean Paul),Beyoncé,Dangerously In Love,hits,Playlist track,USSM10305420
21 Questions,50 Cent,Get Rich Or Die Tryin',hits,Playlist track,USIR10300002
All I Have,Jennifer Lopez,Dance Again...The Hits,hits,Playlist track,USSM11204305
Beautiful,Christina Aguilera,Stripped,hits,Playlist track,USRC10201067
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,It Ain't Safe No More. . .,hits,Playlist track,USJAY0200450
I'm with You,Avril Lavigne,Let Go,hits,Playlist track,USAR10200224
Drift Away,Uncle Kracker,Country Car Songs,hits,Playlist track,USAT20200718
Magic Stick,Lil' Kim,La Bella Mafia,hits,Playlist track,USAT20300283
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,The Heist,hits,Playlist track,GMM881200003
Blurred Lines,Robin Thicke,Blurred Lines (Deluxe),hits,Playlist track,USUM71307668
Radioactive,Imagine Dragons,Night Visions,hits,Playlist track,USUM71201074
Harlem Shake,Baauer,Harlem Shake,hits,Playlist track,USZ4V1200043
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,The Heist,hits,Playlist track,GMM881200021
Mirrors,Justin Timberlake,The 20/20 Experience (Deluxe Version),hits,Playlist track,USRC11300059
When I Was Your Man,Bruno Mars,Unorthodox Jukebox,hits,Playlist track,USAT21206701
Cruise,Florida Georgia Line,Spring Break Country 2022,hits,Playlist track,USUM71207991
Roar,Katy Perry,Kids Play Time,hits,Playlist track,USUM71308669
Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,hits,Playlist track,USAT21203287
Ho Hey,The Lumineers,The Lumineers (Deluxe Edition),hits,Playlist track,USDMG1260805
Stay,Rihanna,Unapologetic (Deluxe),hits,Playlist track,USUM71214754
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],hits,Playlist track,USQX91300809
Royals,Lorde,Home Workout 2021,hits,Playlist track,NZUM71200031
I Knew You Were Trouble.,Taylor Swift,Red (Big Machine Radio Release Special),hits,Playlist track,USCJY1231039
We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),hits,Playlist track,USRC11300686
Wrecking Ball,Miley Cyrus,Bangerz (Deluxe Version),hits,Playlist track,USRC11301214
Wake Me Up,Avicii,True,hits,Playlist track,SEUM71301326
Irreplaceable,Beyoncé,B'Day Deluxe Edition,hits,Playlist track,USSM10603620
Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,hits,Playlist track,USUM70736771
The Sweet Escape,Gwen Stefani,The Sweet Escape,hits,Playlist track,USUM70618684
Big Girls Don't Cry (Personal),Fergie,The Dutchess,hits,Playlist track,USUM70609115
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,Epiphany (Expanded Edition),hits,Playlist track,USJI10700121
Before He Cheats,Carrie Underwood,Some Hearts,hits,Playlist track,GBCTA0500197
Hey There Delilah,Plain White T's,All That We Needed,hits,Playlist track,US5260507213
I Wanna Love You,Akon,Konvicted,hits,Playlist track,USUM70615284
Say It Right,Nelly Furtado,Loose,hits,Playlist track,USUM70603368
Glamorous,Fergie,Ultimate R&B 2008 (Double Album),hits,Playlist track,USUM70766667
Don't Matter,Akon,Konvicted,hits,Playlist track,USUM70615300
Girlfriend,Avril Lavigne,The Best Damn Thing (Expanded Edition),hits,Playlist track,USRC10700021
Makes Me Wonder,Maroon 5,It Won't Be Soon Before Long (International Version),hits,Playlist track,USUM70729755
Smack That,Akon,Konvicted,hits,Playlist track,USUM70609036
This Is Why I'm Hot,MiMS,Music Is My Savior,hits,Playlist track,USCA20701945
It's Not Over,Daughtry,Daughtry,hits,Playlist track,GBCTA0600228
The Way I Are,Timbaland,Shock Value,hits,Playlist track,USUM70722806
Fergalicious,Fergie,The Dutchess,hits,Playlist track,USUM70609117
Bad Day,Daniel Powter,Daniel Powter,hits,Playlist track,USWB10401971
Temperature,Sean Paul,The Trinity,hits,Playlist track,USAT20505520
Promiscuous,Nelly Furtado,Loose,hits,Playlist track,USUM70603473
You're Beautiful,James Blunt,Back to Bedlam,hits,Playlist track,USAT20401588
Unwritten,Natasha Bedingfield,Unwritten,hits,Playlist track,GBARL0400707
Crazy,Gnarls Barkley,St. Elsewhere,hits,Playlist track,GBAHT0600202
Ridin',Chamillionaire,The Sound of Revenge,hits,Playlist track,USUM70503088
SexyBack (feat. Timbaland),Justin Timberlake,FutureSex/LoveSounds,hits,Playlist track,USJI10600269
Check On It (feat. Slim Thug),Beyoncé,Check On It (feat. Slim Thug),hits,Playlist track,USSM10505439
Be Without You,Mary J. Blige,"Essence Music Festival, Vol. 1: Songs From Our Triumphant Return to New Orleans",hits,Playlist track,GBWUL1921846
Buttons,The Pussycat Dolls,PCD,hits,Playlist track,USUM70500444
So Sick,Ne-Yo,In My Own Words,hits,Playlist track,USUM70501633
SOS,Rihanna,A Girl Like Me,hits,Playlist track,USUM70507379
I Write Sins Not Tragedies,Panic! At The Disco,A Fever You Can't Sweat Out,hits,Playlist track,US56V0507710
Somebody That I Used To Know,Gotye,Making Mirrors,hits,Playlist track,AUZS21100040
Call Me Maybe,Carly Rae Jepsen,Kiss,hits,Playlist track,CAB391100615
Payphone,Maroon 5,Overexposed Track By Track,hits,Playlist track,USUM71203347
Lights - Single Version,Ellie Goulding,Summer Hits 2010,hits,Playlist track,GBUM71028043
Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (Deluxe Version),hits,Playlist track,GBCTA1100364
We Found Love,Rihanna,Talk That Talk,hits,Playlist track,USUM71115507
Starships,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),hits,Playlist track,USCM51200060
What Makes You Beautiful,One Direction,Up All Night,hits,Playlist track,GBHMU1100018
Wild Ones (feat. Sia),Flo Rida,Wild Ones,hits,Playlist track,USAT21104103
Sexy And I Know It,LMFAO,Sorry For Party Rocking,hits,Playlist track,USUM71108090
Wide Awake,Katy Perry,Teenage Dream: The Complete Confection,hits,Playlist track,USCA21200932
Good Feeling,Flo Rida,Wild Ones,hits,Playlist track,USAT21101961
Whistle,Flo Rida,Wild Ones,hits,Playlist track,USAT21201745
One More Night,Maroon 5,Overexposed Track By Track,hits,Playlist track,USUM71203514
Drive By,Train,California 37,hits,Playlist track,USSM11106876
Yeah! (feat. Lil Jon & Ludacris),Usher,Confessions (Expanded Edition),hits,Playlist track,USAR10301423
Burn,Usher,Confessions (Expanded Edition),hits,Playlist track,USAR10400974
If I Ain't Got You,Alicia Keys,The Diary Of Alicia Keys,hits,Playlist track,USJAY0300452
This Love,Maroon 5,Rock Out,hits,Playlist track,USJAY0300080
The Way You Move (feat. Sleepy Brown),Outkast,Speakerboxxx/The Love Below,hits,Playlist track,USAR10300967
The Reason,Hoobastank,The Reason (15th Anniversary Deluxe),hits,Playlist track,USIR20300704
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,Mario Winans,Bad Boy 20th Anniversary Box Set Edition,hits,Playlist track,USRH11603418
Hey Ya!,Outkast,Speakerboxxx/The Love Below,hits,Playlist track,USAR10300924
Goodies (feat. Petey Pablo),Ciara,Goodies,hits,Playlist track,USLF20400041
Lean Back,Terror Squad,True Story,hits,Playlist track,USUR10400288
Confessions Part II,Usher,Confessions (Expanded Edition),hits,Playlist track,USAR10400973
Freek-A-Leek,Petey Pablo,Still Writing In My Diary: 2nd Entry,hits,Playlist track,USJI10300841
Here Without You,3 Doors Down,Away From The Sun,hits,Playlist track,USUR10200764
Someday,Nickelback,"The Best of Nickelback, Vol. 1",hits,Playlist track,NLA321393043
Naughty Girl,Beyoncé,Dangerously In Love,hits,Playlist track,USSM10305418
My Immortal,Evanescence,Fallen,hits,Playlist track,USWU30200104
Sunshine (feat. Lea),Lil' Flip,U Gotta Feel Me,hits,Playlist track,USSM10402601
TiK ToK,Kesha,Animal (Expanded Edition),hits,Playlist track,USRC10900433
Need You Now,Lady A,Need You Now,hits,Playlist track,USCN10900695
"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)",hits,Playlist track,USSM10904113
California Gurls,Katy Perry,California Gurls,hits,Playlist track,USCA21001135
OMG (feat. will.i.am),Usher,Raymond v Raymond (Expanded Edition),hits,Playlist track,USLF20900103
Love The Way You Lie,Eminem,Recovery,hits,Playlist track,USUM71015397
Bad Romance,Lady Gaga,The Fame Monster (Deluxe Edition),hits,Playlist track,USUM70918596
Dynamite,Taio Cruz,The Rokstarr Hits Collection,hits,Playlist track,GBUM71003721
Break Your Heart,Taio Cruz,The Rokstarr Hits Collection,hits,Playlist track,GBUM70908662
I Like It,Enrique Iglesias,Euphoria,hits,Playlist track,GBUM71003038
In My Head,Jason Derulo,Jason Derulo (International),hits,Playlist track,USWB10904633
Rude Boy,Rihanna,Rated R,hits,Playlist track,USUM70912459
Telephone,Lady Gaga,The Fame Monster (Deluxe Edition),hits,Playlist track,USUM70905541
Teenage Dream,Katy Perry,Kids Mega Hits 2021,hits,Playlist track,USCA21001255
Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,hits,Playlist track,USAT21001269
Cooler Than Me - Single Mix,Mike Posner,31 Minutes to Takeoff,hits,Playlist track,USJAY1000035
Imma Be,Black Eyed Peas,Aries Mood,hits,Playlist track,USUM70967900
Party Rock Anthem,LMFAO,Sorry For Party Rocking,hits,Playlist track,USUM71100061
Firework,Katy Perry,Teenage Dream,hits,Playlist track,USCA21001262
E.T.,Katy Perry,Teenage Dream: The Complete Confection,hits,Playlist track,USCA21001256
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,Planet Pit (Deluxe Version),hits,Playlist track,USJAY1100032
Grenade,Bruno Mars,Doo-Wops & Hooligans,hits,Playlist track,USAT21001883
F**K You,CeeLo Green,Happy Hits,hits,Playlist track,USAT21001785
Super Bass,Nicki Minaj,Pink Friday (Complete Edition),hits,Playlist track,USCM51000734
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,Hands All Over (Revised International Standard version),hits,Playlist track,USUM71109132
Just Can’t Get Enough,Black Eyed Peas,The Beginning,hits,Playlist track,USUM71026671
On The Floor,Jennifer Lopez,Love?,hits,Playlist track,USUM71104034
S&M,Rihanna,Loud,hits,Playlist track,USUM71026591
Pumped Up Kicks,Foster The People,Torches,hits,Playlist track,USSM11002931
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,hits,Playlist track,USCA21001264
Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,hits,Playlist track,USAT21001269
Tonight (I'm Fuckin' You),Enrique Iglesias,Euphoria,hits,Playlist track,GBUM71029652
Born This Way,Lady Gaga,Songs to Stick to,hits,Playlist track,USUM71100638
What's My Name?,Rihanna,Loud,hits,Playlist track,USUM71025031
We Belong Together,Mariah Carey,The Emancipation of Mimi,hits,Playlist track,USIR20500195
Hollaback Girl,Gwen Stefani,Love Angel Music Baby,hits,Playlist track,USIR10400847
Since U Been Gone,Kelly Clarkson,Breakaway,hits,Playlist track,GBCTA0400231
"1, 2 Step (feat. Missy Elliott) - Main",Ciara,Goodies,hits,Playlist track,USLF20400135
Gold Digger - AOL Sessions,Kanye West,Late Orchestration,hits,Playlist track,USUM70600321
Boulevard of Broken Dreams,Green Day,Boulevard of Broken Dreams,hits,Playlist track,USRE10401426
Candy Shop,50 Cent,The Massacre,hits,Playlist track,USIR10500072
Don't Cha,The Pussycat Dolls,PCD,hits,Playlist track,USUM70503191
Behind These Hazel Eyes,Kelly Clarkson,Breakaway,hits,Playlist track,GBCTA0400263
Disco Inferno,50 Cent,The Massacre,hits,Playlist track,USIR10401085
You And Me,Lifehouse,Lifehouse,hits,Playlist track,USDW10500001
Don't Phunk With My Heart,Black Eyed Peas,Monkey Business,hits,Playlist track,USIR10500521
Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,hits,Playlist track,USEE10414022
Shake It Off,Mariah Carey,The Emancipation of Mimi,hits,Playlist track,USIR20500246
Mr. Brightside,The Killers,Hot Fuss,hits,Playlist track,USIR20400274
Just A Lil Bit,50 Cent,The Massacre,hits,Playlist track,USIR10500279
Pon de Replay,Rihanna,Music Of The Sun,hits,Playlist track,USIR20500331
How We Do,The Game,The Documentary,hits,Playlist track,USIR10400834
Beverly Hills,Weezer,Retro 00's,hits,Playlist track,USIR10500448
The First Time Ever I Saw Your Face,Roberta Flack,First Take,hits,Playlist track,USAT20107944
Alone Again (Naturally),Gilbert O'Sullivan,Back to Front (Deluxe Edition),hits,Playlist track,GBEQJ0400002
American Pie,Don McLean,American Pie,hits,Playlist track,USEM38600088
The Candy Man,Sammy Davis Jr.,Mr. Bojangles,hits,Playlist track,USUR10000455
Lean on Me,Bill Withers,Lean on Me: The Best of Bill Withers,hits,Playlist track,USSM17200084
Baby Don't Get Hooked on Me,Mac Davis,Baby Don't Get Hooked On Me,hits,Playlist track,USSM19920756
Daddy Don't You Walk So Fast,Wayne Newton,The Best Of Wayne Newton,hits,Playlist track,USCA20807014
Let's Stay Together,Al Green,Let's Stay Together,hits,Playlist track,US2HK0913701
Oh Girl,The Chi-Lites,20 Greatest Hits,hits,Playlist track,USBWC0110024
My Ding-A-Ling,Chuck Berry,Have Mercy - His Complete Chess Recordings 1969 - 1974,hits,Playlist track,USUM70918123
Heart of Gold - 2009 Remaster,Neil Young,Harvest (2009 Remaster),hits,Playlist track,USRE10900201
Ben - Single Version,Michael Jackson,Ben,hits,Playlist track,USMO17282631
Cherish,The Association,And Then...Along Comes,hits,Playlist track,USWB19901625
Reach Out I'll Be There - Single Version / Mono,Four Tops,Motown Legends: Bernadette,hits,Playlist track,USMO16700445
Last Train to Clarksville,The Monkees,The Best of The Monkees,hits,Playlist track,USRH10281275
You Can't Hurry Love,The Supremes,The Supremes A' Go-Go (Expanded Edition),hits,Playlist track,USMO16600346
Summer in the City,The Lovin' Spoonful,Summer Party Hits - Get Lucky,hits,Playlist track,DEBL60525326
These Boots Are Made For Walkin',Nancy Sinatra,Nancy Sinatra and Friends,hits,Playlist track,GBACC1823512
What Becomes Of The Brokenhearted,Jimmy Ruffin,Greatest Motown Hits,hits,Playlist track,USMO16600489
Strangers In The Night,Frank Sinatra,Strangers In The Night (Expanded Edition),hits,Playlist track,USRH10800935
We Can Work It Out - Remastered 2015,The Beatles,1 (Remastered),hits,Playlist track,GBUM71505915
Good Lovin' - Single Version,The Young Rascals,The Young Rascals,hits,Playlist track,USAT20106062
Hanky Panky - Single Version,Tommy James & The Shondells,Hanky Panky,hits,Playlist track,USRH10284730
When a Man Loves a Woman,Percy Sledge,When a Man Loves a Woman,hits,Playlist track,USAT29902050
Believe,Cher,Believe,hits,Playlist track,GBAHT9803002
Heartbreak Hotel (feat. Faith Evans & Kelly Price),Whitney Houston,My Love Is Your Love,hits,Playlist track,USAR19800139
...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),hits,Playlist track,USJI19810404
Kiss Me,Sixpence None The Richer,Sixpence None the Richer,hits,Playlist track,USEE19900312
Genie In a Bottle,Christina Aguilera,Christina Aguilera (Expanded Edition),hits,Playlist track,USRC19900032
Every Morning,Sugar Ray,Rhino Hi-Five: Sugar Ray,hits,Playlist track,USAT29900045
Livin' la Vida Loca,Ricky Martin,Ricky Martin,hits,Playlist track,NLB639920005
Where My Girls At,702,702,hits,Playlist track,USMO19984788
If You Had My Love,Jennifer Lopez,On The 6,hits,Playlist track,USSM19900608
Slide - Warner Sound Sessions,The Goo Goo Dolls,Warner Sound Sessions,hits,Playlist track,USWB11400694
Have You Ever,Brandy,Pop Tearjerkers,hits,Playlist track,USAT29800470
I Want It That Way,Backstreet Boys,The Hits--Chapter One,hits,Playlist track,USJI19910614
I'm Your Angel (with Céline Dion),R. Kelly,R.,hits,Playlist track,USJI19810435
All Star,Smash Mouth,Astro Lounge,hits,Playlist track,USIR19902220
Angel,Sarah McLachlan,Surfacing,hits,Playlist track,USAR19700531
The Boy Is Mine,Brandy,Never Say Never,hits,Playlist track,USAT29800316
You're Still The One,Shania Twain,Come On Over,hits,Playlist track,USMR19887499
Truly Madly Deeply,Savage Garden,Savage Garden,hits,Playlist track,USSM19700100
How Do I Live,LeAnn Rimes,Greatest Hits,hits,Playlist track,USCRB9700025
I Don't Want to Wait,Paula Cole,Greatest Hits - Postcards From East Oceanside,hits,Playlist track,USWB10601077
How's It Going to Be,Third Eye Blind,Third Eye Blind,hits,Playlist track,USEE19701206
"No, No, No Pt. 2 (feat. Wyclef Jean)",Destiny's Child,Destiny's Child,hits,Playlist track,USSM19702178
"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,Let's Talk About Love,hits,Playlist track,CAC229700120
Gettin' Jiggy Wit It,Will Smith,Big Willie Style,hits,Playlist track,USSM19702582
You Make Me Wanna...,Usher,My Way,hits,Playlist track,USLF29900480
My Way,Usher,Live,hits,Playlist track,USLF29900901
My All,Mariah Carey,Butterfly,hits,Playlist track,USSM19701965
Been Around the World (feat. The Notorious B.I.G. & Mase),Diddy,No Way Out,hits,Playlist track,USBB40580659
Adia,Sarah McLachlan,Surfacing,hits,Playlist track,USAR19800538
To Sir With Love (From 'To Sir With Love') - 2005 Remastered Version,Lulu,To Sir With Love (The Complete Mickie Most Recordings 1967-1969),hits,Playlist track,GBAYE0500002
The Letter,The Box Tops,One Hit Only! (Original Recordings),hits,Playlist track,USA371643634
Ode To Billie Joe,Bobbie Gentry,Ode To Billie Joe,hits,Playlist track,USCN18900028
Windy - Remastered Version,The Association,Insight Out,hits,Playlist track,USWB10300946
I'm a Believer - 2006 Remaster,The Monkees,More of The Monkees (Deluxe Edition),hits,Playlist track,USRH10651278
Light My Fire,The Doors,The Doors,hits,Playlist track,USEE19900203
Somethin' Stupid (with Frank Sinatra),Nancy Sinatra,Sugar,hits,Playlist track,USASE0500045
Groovin',The Young Rascals,Groovin' (Mono),hits,Playlist track,USAT21402943
Can't Take My Eyes Off You,Frankie Valli & The Four Seasons,The 20 Greatest Hits of Frankie Valli And The Four Seasons Live,hits,Playlist track,USCRB0506772
I Think We're Alone Now - Single Version,Tommy James & The Shondells,I Think We're Alone Now,hits,Playlist track,USRH10284732
Respect,Aretha Franklin,I Never Loved a Man the Way I Love You,hits,Playlist track,USAT20801240
I Was Made To Love Her,Stevie Wonder,I Was Made To Love Her,hits,Playlist track,USMO16782628
Kind of a Drag,The Buckinghams,Pop Classics Of The 60's,hits,Playlist track,USSM16601598
