,T,dof,alternative,p-val,CI95%,cohen-d,BF10,power,feature,p-corr,significant
0,3.862939039357124,1556.0494258822268,two-sided,0.00011662840862568687,[0.01 0.04],0.19515093573985912,89.071,0.9712740230279543,danceability,0.0010496556776311819,True
1,-0.7420271546131403,1556.6061604710649,two-sided,0.4581828282944108,[-0.03  0.01],0.037482718909565636,0.075,0.11495003046808477,energy,1.0,False
2,1.369303183928627,1538.6655699552039,two-sided,0.17110434934722396,[-0.11  0.6 ],0.06933629497721892,0.144,0.27850171759301073,loudness,1.0,False
3,-0.27665584753828265,1555.9973287040593,two-sided,0.7820811212849161,[-0.01  0.01],0.013976437029542892,0.059,0.058799194076764746,speechiness,1.0,False
4,1.690549210146974,1566.5642103286139,two-sided,0.09112186476779968,[-0.    0.05],0.0851803969328845,0.233,0.3917109247245609,acousticness,0.8200967829101972,False
5,-0.3914496671628713,1552.1970365780392,two-sided,0.6955186155606645,[-0.01  0.01],0.019787613184152304,0.061,0.06772461296810642,instrumentalness,1.0,False
6,0.3397055038128455,1567.9876858210046,two-sided,0.7341238126139518,[-0.01  0.02],0.017095040080831327,0.06,0.06319663325745087,liveness,1.0,False
7,0.34614499930768167,1556.2087183264932,two-sided,0.7292805375563924,[-0.02  0.03],0.017486346098937074,0.06,0.06381237511430889,valence,1.0,False
8,-1.7086638217828711,1543.5826168714043,two-sided,0.08771427104507011,[-4.98  0.34],0.08647115802312638,0.241,0.4015380059317666,tempo,0.789428439405631,False
