,Track name, Artist name, Album, Playlist name, Type, ISRC,category
1066,The Beach Boys Medley,CDM Beach Combers,50 Years at the Beach-A Tribute to Surf Music,non_hits,Playlist track,CAM460403022,no Hit
1067,Modern Girl,Sheena Easton,Take My Time,non_hits,Playlist track,GBAYE8000031,no Hit
1068,Seven Year Ache,Rosanne Cash,"Transatlantic Sessions - Series 2, Vol. One",non_hits,Playlist track,GBQSK1302912,no Hit
1069,I'm Coming Out,Diana Ross,Diana,non_hits,Playlist track,USMO18000073,no Hit
1070,Miss Sun,Boz Scaggs,Hits!,non_hits,Playlist track,USSM18000684,no Hit
1071,Time Is Time,Andy Gibb,Greatest Hits,non_hits,Playlist track,NLF050190043,no Hit
1072,Stand By Me - Single Version,Mickey Gilley,Ten Years Of Hits,non_hits,Playlist track,USLIC0601016,no Hit
1073,Heartbreaker,Pat Benatar,In The Heat Of The Night,non_hits,Playlist track,USCH38400033,no Hit
1074,Deja Vu,Dionne Warwick,Dionne (Expanded Edition),non_hits,Playlist track,USAR17900004,no Hit
1075,Drivin' My Life Away,Eddie Rabbitt,Country Car Music,non_hits,Playlist track,USWB19900954,no Hit
1076,Take The Long Way Home - 2010 Remastered,Supertramp,Breakfast In America (Deluxe Edition),non_hits,Playlist track,USUM71021486,no Hit
1077,Sara,Fleetwood Mac,Greatest Hits,non_hits,Playlist track,USWB19900208,no Hit
1078,Wait for Me,Daryl Hall & John Oates,X-Static (Expanded Edition),non_hits,Playlist track,USRC17908251,no Hit
1079,September Morn,Neil Diamond,September Morn,non_hits,Playlist track,USUG11400756,no Hit
1080,Give Me the Night,George Benson,The George Benson Collection,non_hits,Playlist track,USWB10902424,no Hit
1081,Broken Hearted Me,Anne Murray,I'll Always Love You,non_hits,Playlist track,CAE157900011,no Hit
1082,You Decorated My Life,Kenny Rogers,The Best Of Kenny Rogers: Through The Years,non_hits,Playlist track,USCN10500378,no Hit
1083,Tusk,Fleetwood Mac,Greatest Hits,non_hits,Playlist track,USWB19900206,no Hit
1084,In America,The Charlie Daniels Band,A Decade Of Hits,non_hits,Playlist track,USSM18000587,no Hit
1085,Breakdown Dead Ahead,Boz Scaggs,My Time: A Boz Scaggs Anthology (1969-1997),non_hits,Playlist track,USSM17900276,no Hit
1086,Ships,Barry Manilow,One Voice,non_hits,Playlist track,USAR19800381,no Hit
1087,All Night Long - Live,Joe Walsh,Back Against The Wall (Live California '83),non_hits,Playlist track,GBLLT2104076,no Hit
1088,Refugee,Tom Petty and the Heartbreakers,Damn The Torpedoes (Deluxe Edition),non_hits,Playlist track,USMC17909357,no Hit
1089,Flava in Ya Ear,Craig Mack,Project: Funk Da World,non_hits,Playlist track,USBB40581290,no Hit
1090,U.N.I.T.Y.,Queen Latifah,Women Of Hip Hop,non_hits,Playlist track,USMO10200676,no Hit
1091,Secret,Madonna,Bedtime Stories,non_hits,Playlist track,USWB19400263,no Hit
1092,Here Comes the Hotstepper,Ini Kamoze,Henkel (No. 1 Hits),non_hits,Playlist track,USSM19802296,no Hit
1093,Everyday,Phil Collins,Love Songs (A Compilation Old and New),non_hits,Playlist track,USWI19600122,no Hit
1094,Don't Take The Girl,Tim McGraw,Not A Moment Too Soon,non_hits,Playlist track,USCRB9900268,no Hit
1095,Got Me Waiting,Heavy D & The Boyz,Nuttin' But Love,non_hits,Playlist track,USMC19442199,no Hit
1096,Indian Outlaw,Tim McGraw,Not A Moment Too Soon,non_hits,Playlist track,USCRB9900266,no Hit
1097,Always,Bon Jovi,Cross Road,non_hits,Playlist track,USPR39412221,no Hit
1098,I'm The Only One,Melissa Etheridge,Yes I Am,non_hits,Playlist track,USIR19300002,no Hit
1099,Love Sneakin' Up On You,Bonnie Raitt,Longing In Their Hearts,non_hits,Playlist track,USCA29400125,no Hit
1100,Always in My Heart,Tevin Campbell,I'm Ready,non_hits,Playlist track,USWB10902489,no Hit
1101,"What Is Love - 7"" Mix",Haddaway,What Is Love (Remixes),non_hits,Playlist track,DEA410500401,no Hit
1102,And Our Feelings,Babyface,For The Cool In You,non_hits,Playlist track,USSM19908995,no Hit
1103,Bop Gun (One Nation) - Radio Edit,Ice Cube,Greatest Hits,non_hits,Playlist track,USPO10000796,no Hit
1104,I Wanna Be Down,Brandy,Brandy,non_hits,Playlist track,USAT20901760,no Hit
1105,Womanizer,Britney Spears,Circus (Deluxe Version),non_hits,Playlist track,USJI10800838,no Hit
1106,Love Story,Taylor Swift,Fearless (Big Machine Radio Release Special),non_hits,Playlist track,USCJY0803275,no Hit
1107,Just Fine,Mary J. Blige,I AM WOMAN,non_hits,Playlist track,USUM70754422,no Hit
1108,Piece of Me,Britney Spears,Blackout,non_hits,Playlist track,USJI10700729,no Hit
1109,The Boss,Rick Ross,Trilla,non_hits,Playlist track,USUM70764316,no Hit
1110,All Summer Long,Kid Rock,Rock n Roll Jesus,non_hits,Playlist track,USAT20704333,no Hit
1111,Can't Help but Wait,Trey Songz,Lush R&B,non_hits,Playlist track,USAT20703795,no Hit
1112,In Love With a Girl,Gavin DeGraw,Gavin DeGraw,non_hits,Playlist track,USJAY0700330,no Hit
1113,My Life,The Game,LAX,non_hits,Playlist track,USUM70826440,no Hit
1114,I Remember,Keyshia Cole,Just Like You,non_hits,Playlist track,USUM70748275,no Hit
1115,Flashing Lights,Kanye West,Graduation,non_hits,Playlist track,USUM70749096,no Hit
1116,Mrs. Officer,Lil Wayne,Tha Carter III,non_hits,Playlist track,USCM50800559,no Hit
1117,7 Things - Single Version,Miley Cyrus,Breakout,non_hits,Playlist track,USHR10823877,no Hit
1118,You're Gonna Miss This,Trace Adkins,American Man: Greatest Hits Vol. II,non_hits,Playlist track,USCN10701228,no Hit
1119,Love Remains the Same,Gavin Rossdale,Wanderlust,non_hits,Playlist track,USUM70805998,no Hit
1120,Feels Like Tonight,Daughtry,Daughtry,non_hits,Playlist track,GBCTA0600257,no Hit
1121,The Way I Are,Timbaland,Shock Value,non_hits,Playlist track,USUM70722806,no Hit
1122,Addicted,Saving Abel,Saving Abel,non_hits,Playlist track,USVI20701296,no Hit
1123,Heaven Sent,Keyshia Cole,Just Like You,non_hits,Playlist track,USUM70750466,no Hit
1124,Rockin' That Thang,The-Dream,Love Vs Money,non_hits,Playlist track,USUM70850270,no Hit
1125,Chicken Fried,Zac Brown Band,The Foundation,non_hits,Playlist track,USAT20804178,no Hit
1126,Diva,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,non_hits,Playlist track,USSM10804755,no Hit
1127,Replay,Iyaz,Replay,non_hits,Playlist track,USRE10901161,no Hit
1128,Then,Brad Paisley,American Saturday Night,non_hits,Playlist track,USAN20900013,no Hit
1129,Her Diamonds,Rob Thomas,Cradlesong,non_hits,Playlist track,USAT20900637,no Hit
1130,How Do You Sleep?,Jesse McCartney,Departure,non_hits,Playlist track,USHR10823721,no Hit
1131,3,Britney Spears,The Singles Collection,non_hits,Playlist track,USJI10900602,no Hit
1132,One Time,Justin Bieber,My World,non_hits,Playlist track,USUM70964274,no Hit
1133,I Run To You,Lady A,Lady Antebellum,non_hits,Playlist track,USCN10800387,no Hit
1134,I Do Not Hook Up,Kelly Clarkson,All I Ever Wanted,non_hits,Playlist track,GBCTA0900006,no Hit
1135,Green Light (feat. André 3000),John Legend,Evolver,non_hits,Playlist track,USSM10801473,no Hit
1136,People Are Crazy,Billy Currington,Little Bit Of Everything,non_hits,Playlist track,USUM70835804,no Hit
1137,Whatever It Is,Zac Brown Band,The Foundation,non_hits,Playlist track,USAT20804233,no Hit
1138,Already Gone,Kelly Clarkson,All I Ever Wanted,non_hits,Playlist track,GBCTA0900011,no Hit
1139,Say Hey (I Love You) (feat. Cherine Tanya Anderson),Michael Franti & Spearhead,All Rebel Rockers,non_hits,Playlist track,USEP40806106,no Hit
1140,Pop Champagne (feat. Juelz Santana) - Explicit Album Version,Jim Jones,Pray IV Reign,non_hits,Playlist track,USQX90800187,no Hit
1141,Pretty Wings - uncut,Maxwell,BLACKsummers'night (2009),non_hits,Playlist track,USSM10901885,no Hit
1142,Loverboy,Mariah Carey,Glitter,non_hits,Playlist track,USVI20100288,no Hit
1143,Contagious,The Isley Brothers,Eternal,non_hits,Playlist track,USDW10110273,no Hit
1144,Music (feat. Marvin Gaye),Erick Sermon,Music,non_hits,Playlist track,USJAY0100315,no Hit
1145,Don't Happen Twice,Kenny Chesney,Greatest Hits,non_hits,Playlist track,USBN10000090,no Hit
1146,I Wish,R. Kelly,TP-2.com,non_hits,Playlist track,USJI10000412,no Hit
1147,It's A Great Day To Be Alive,Travis Tritt,Down The Road I Go,non_hits,Playlist track,USSM10012734,no Hit
1148,Here's to the Night,Eve 6,Horrorscope,non_hits,Playlist track,USRC10000414,no Hit
1149,You Shouldn't Kiss Me Like This,Toby Keith,How Do You Like Me Now?!,non_hits,Playlist track,USDW19920909,no Hit
1150,"So Fresh, So Clean",Outkast,Stankonia,non_hits,Playlist track,USLF20000433,no Hit
1151,Be Like That,3 Doors Down,The Better Life,non_hits,Playlist track,USUR19980275,no Hit
1152,Hero,Enrique Iglesias,Escape,non_hits,Playlist track,USIR10120047,no Hit
1153,Lay Me Down,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),non_hits,Playlist track,GBUM71500850,no Hit
1154,Kick The Dust Up,Luke Bryan,Kill The Lights (Deluxe),non_hits,Playlist track,USUM71506991,no Hit
1155,Blessings,Big Sean,Dark Sky Paradise,non_hits,Playlist track,USUM71501153,no Hit
1156,Budapest,George Ezra,Did You Hear the Rain?,non_hits,Playlist track,GBARL1301120,no Hit
1157,Chandelier,Sia,1000 Forms Of Fear,non_hits,Playlist track,USRC11400498,no Hit
1158,Heartbeat Song,Kelly Clarkson,Piece By Piece (Deluxe Version),non_hits,Playlist track,GBCTA1400065,no Hit
1159,Don't,Ed Sheeran,x (Deluxe Edition),non_hits,Playlist track,GBAHS1400090,no Hit
1160,Ghost,Ella Henderson,Chapter One (Deluxe Version),non_hits,Playlist track,GBHMU1400029,no Hit
1161,Here,Alessia Cara,Know-It-All (Deluxe),non_hits,Playlist track,USUM71506251,no Hit
1162,Waves,Mr. Probz,Waves,non_hits,Playlist track,TCABN1366256,no Hit
1163,She Knows,Ne-Yo,Non-Fiction (Deluxe),non_hits,Playlist track,USUM71413555,no Hit
1164,Night Changes,One Direction,FOUR (Deluxe),non_hits,Playlist track,GBHMU1400165,no Hit
1165,How Deep Is Your Love,Calvin Harris,How Deep Is Your Love,non_hits,Playlist track,GBARL1500704,no Hit
1166,Birthday,Katy Perry,PRISM (Deluxe),non_hits,Playlist track,USUM71311293,no Hit
1167,Bartender,Lady A,747,non_hits,Playlist track,USUM71406165,no Hit
1168,La La La,Naughty Boy,Hotel Cabana (Deluxe Version),non_hits,Playlist track,GBAAA1300148,no Hit
1169,Blurred Lines,Robin Thicke,Blurred Lines (Deluxe),non_hits,Playlist track,USUM71307668,no Hit
1170,Do What U Want,Lady Gaga,Do What U Want,non_hits,Playlist track,USUM71320321,no Hit
1171,Amnesia,5 Seconds of Summer,5 Seconds Of Summer,non_hits,Playlist track,GBUM71401926,no Hit
1172,Believe Me,Lil Wayne,Believe Me,non_hits,Playlist track,USCM51400173,no Hit
1173,Beachin',Jake Owen,Days of Gold,non_hits,Playlist track,USRN11300044,no Hit
1174,White Walls (feat. ScHoolboy Q & Hollis),Macklemore & Ryan Lewis,The Heist (Deluxe Edition),non_hits,Playlist track,GMM881200009,no Hit
1175,She Looks So Perfect,5 Seconds of Summer,5 Seconds Of Summer,non_hits,Playlist track,GBUM71400377,no Hit
1176,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,Clarity (Deluxe),non_hits,Playlist track,USUM71311478,no Hit
1177,Partition,Beyoncé,BEYONCÉ [Platinum Edition],non_hits,Playlist track,USSM11307803,no Hit
1178,I Don't Dance,Lee Brice,I Don't Dance (Deluxe Edition),non_hits,Playlist track,USCRB1410944,no Hit
1179,Somethin' Bad (with Carrie Underwood) - Duet with Carrie Underwood [Album],Miranda Lambert,Platinum,non_hits,Playlist track,USRN11300235,no Hit
1180,Adore You,Miley Cyrus,Bangerz (Deluxe Version),non_hits,Playlist track,USRC11301264,no Hit
1181,The Best Day,George Strait,Best Of (Deluxe Edition),non_hits,Playlist track,USMCN9910006,no Hit
1182,Where I Wanna Be,Donell Jones,Where I Wanna Be,non_hits,Playlist track,USLF29900194,no Hit
1183,How Do You Like Me Now?!,Toby Keith,Toby Keith 35 Biggest Hits,non_hits,Playlist track,USDW19920901,no Hit
1184,My Best Friend,Tim McGraw,Love Story,non_hits,Playlist track,USCRB9900110,no Hit
1185,Broadway,The Goo Goo Dolls,Dizzy up the Girl,non_hits,Playlist track,USWB19800783,no Hit
1186,I Hope You Dance,Lee Ann Womack,I Hope You Dance,non_hits,Playlist track,USMCN0000018,no Hit
1187,Better Off Alone,Alice Deejay,Who Needs Guitars Anyway?,non_hits,Playlist track,NLC529811119,no Hit
1188,Bounce With Me (feat. Xscape) - Edited Album Version,Bow Wow,Beware Of Dog,non_hits,Playlist track,USSM10014546,no Hit
1189,Cowboy Take Me Away,The Chicks,Fly,non_hits,Playlist track,USSM19901550,no Hit
1190,I Don't Wanna,Aaliyah,Next Friday (Original Motion Picture Soundtrack),non_hits,Playlist track,USPO19900513,no Hit
1191,Independent Women Part I,Destiny's Child,Survivor,non_hits,Playlist track,USSM10013276,no Hit
1192,Waiting for Tonight,Jennifer Lopez,On The 6,non_hits,Playlist track,USSM19900596,no Hit
1193,Baby,Ashanti,Ashanti,non_hits,Playlist track,USDJ20200194,no Hit
1194,The Good Stuff,Kenny Chesney,Greatest Hits II,non_hits,Playlist track,USBN10900015,no Hit
1195,We Thuggin' (feat. R. Kelly),Fat Joe,Jealous Ones Still Envy (J.O.S.E),non_hits,Playlist track,USAT20107340,no Hit
1196,Good Morning Beautiful,Steve Holy,Blue Moon,non_hits,Playlist track,USCRB0000718,no Hit
1197,Rock The Boat,Aaliyah,Aaliyah,non_hits,Playlist track,USUYG1353086,no Hit
1198,Drive (For Daddy Gene),Alan Jackson,Drive,non_hits,Playlist track,USAN20100225,no Hit
1199,Anything (feat. Next),Jaheim,Ghetto Love,non_hits,Playlist track,USWB10003278,no Hit
1200,Full Moon,Brandy,Full Moon,non_hits,Playlist track,USAT20200043,no Hit
1201,Uh Huh,B2K,B2K,non_hits,Playlist track,USSM10106915,no Hit
1202,A New Day Has Come - Radio Remix,Céline Dion,A New Day Has Come,non_hits,Playlist track,CAC220200030,no Hit
1203,Turn Off The Light,Nelly Furtado,"Whoa, Nelly! (Expanded Edition)",non_hits,Playlist track,USDW10021999,no Hit
1204,Living And Living Well,George Strait,50 Number Ones,non_hits,Playlist track,USMCN0110148,no Hit
1205,My List,Toby Keith,Toby Keith 35 Biggest Hits,non_hits,Playlist track,USDW10110292,no Hit
1206,Hands Clean,Alanis Morissette,Under Rug Swept,non_hits,Playlist track,USMV20100234,no Hit
1207,Sk8er Boi,Avril Lavigne,Let Go,non_hits,Playlist track,USAR10200229,no Hit
1208,Long Time Gone,The Chicks,Home,non_hits,Playlist track,USSM10209588,no Hit
1209,Where Were You (When the World Stopped Turning),Alan Jackson,34 Number Ones,non_hits,Playlist track,USAN20100234,no Hit
1210,Like I Love You,Justin Timberlake,Justified,non_hits,Playlist track,USJI10200248,no Hit
1211,I Do!!,Toya,Toya,non_hits,Playlist track,USAR10100358,no Hit
1212,Thugz Mansion - 2Pac Original/Acoustic,2Pac,The Best Of 2Pac,non_hits,Playlist track,USUM70760916,no Hit
1213,Clocks,Coldplay,Pop Chillout,non_hits,Playlist track,GBAYE0200771,no Hit
1214,Put That Woman First,Jaheim,Classic Jaheim Vol. 1,non_hits,Playlist track,USWB10807888,no Hit
1215,Rain On Me,Ashanti,Chapter II,non_hits,Playlist track,USDJ20300563,no Hit
1216,19 Somethin',Mark Wills,Smokey Mountain Rain,non_hits,Playlist track,UK3XS1301705,no Hit
1217,Red Dirt Road,Brooks & Dunn,Red Dirt Road,non_hits,Playlist track,USAN20200059,no Hit
1218,What Was I Thinkin',Dierks Bentley,Dierks Bentley,non_hits,Playlist track,USCN10200472,no Hit
1219,Flying Without Wings,Ruben Studdard,Playlist: The Very Best Of Ruben Studdard,non_hits,Playlist track,GBCTA0300066,no Hit
1220,Sing For The Moment,Eminem,The Eminem Show,non_hits,Playlist track,USIR10211061,no Hit
1221,"No Shoes, No Shirt, No Problems",Kenny Chesney,Greatest Hits II,non_hits,Playlist track,USBN10900014,no Hit
1222,Come Over,Aaliyah,I Care 4 U,non_hits,Playlist track,USBGR0200033,no Hit
1223,Step In the Name of Love,R. Kelly,Chocolate Factory,non_hits,Playlist track,USJI10300010,no Hit
1224,Like a Stone,Audioslave,Audioslave,non_hits,Playlist track,USSM10211587,no Hit
1225,Don't Know Why,Norah Jones,Come Away With Me,non_hits,Playlist track,USBN20100529,no Hit
1226,Superman,Eminem,The Eminem Show,non_hits,Playlist track,USIR10211062,no Hit
1227,Real Good Man,Tim McGraw,35 Biggest Hits,non_hits,Playlist track,USCRB0201867,no Hit
1228,Say Yes,Floetry,Floetic,non_hits,Playlist track,USDW10200118,no Hit
1229,Sure Be Cool If You Did,Blake Shelton,Based on a True Story... (Deluxe Edition),non_hits,Playlist track,USWB11203181,no Hit
1230,Troublemaker,Olly Murs,Keep Calm and Move to the Dancefloor,non_hits,Playlist track,GBARL1300091,no Hit
1231,Body Party,Ciara,Ciara,non_hits,Playlist track,USSM11301017,no Hit
1232,Hall of Fame (feat. will.i.am),The Script,#3 Deluxe Version,non_hits,Playlist track,GBARL1201055,no Hit
1233,Mama's Broken Heart,Miranda Lambert,Four The Record,non_hits,Playlist track,USG4X1100017,no Hit
1234,It Goes Like This,Thomas Rhett,It Goes Like This,non_hits,Playlist track,USLXJ1307035,no Hit
1235,Bugatti,Ace Hood,Trials & Tribulations,non_hits,Playlist track,USCM51300013,no Hit
1236,Downtown,Lady A,Golden,non_hits,Playlist track,USCN11300001,no Hit
1237,Get Your Shine On,Florida Georgia Line,Here's To The Good Times,non_hits,Playlist track,USUM71208066,no Hit
1238,Brave,Sara Bareilles,The Blessed Unrest,non_hits,Playlist track,USSM11301638,no Hit
1239,Let Her Go,Passenger,All The Little Lights,non_hits,Playlist track,GBMQN1100004,no Hit
1240,Runnin' Outta Moonlight,Randy Houser,How Country Feels,non_hits,Playlist track,US58E1200344,no Hit
1241,I'm Different,2 Chainz,Based On A T.R.U. Story (Deluxe),non_hits,Playlist track,USUM71208020,no Hit
1242,Go Getta,Jeezy,The Inspiration,non_hits,Playlist track,USUM70620409,no Hit
1243,On the Hotline,Pretty Ricky,Nights Like This - R'n'B,non_hits,Playlist track,USAT20620223,no Hit
1244,Wind It Up,Gwen Stefani,First Class,non_hits,Playlist track,USUM70614830,no Hit
1245,Break It Off,Rihanna,A Girl Like Me,non_hits,Playlist track,USAT20611288,no Hit
1246,First Time,Lifehouse,Who We Are,non_hits,Playlist track,USUM70734087,no Hit
1247,Ayo Technology,50 Cent,Curtis,non_hits,Playlist track,USUM70735445,no Hit
1248,Outta My System (feat. T-Pain & Johntá Austin),Bow Wow,The Price Of Fame,non_hits,Playlist track,USSM10606876,no Hit
1249,Teardrops On My Guitar,Taylor Swift,Fearless,non_hits,Playlist track,GBUM70900586,no Hit
1250,Shut Up And Drive,Rihanna,Good Girl Gone Bad: Reloaded,non_hits,Playlist track,USUM70734703,no Hit
1251,Snow (Hey Oh),Red Hot Chili Peppers,Stadium Arcadium,non_hits,Playlist track,USWB10601591,no Hit
1252,Money Maker,Ludacris,Release Therapy,non_hits,Playlist track,USUM70605316,no Hit
1253,Far Away,Nickelback,All the Right Reasons,non_hits,Playlist track,NLA320581338,no Hit
1254,LoveStoned / I Think She Knows (Interlude),Justin Timberlake,FutureSex/LoveSounds,non_hits,Playlist track,USJI10600495,no Hit
1255,Better Than Me,Hinder,Extreme Behavior,non_hits,Playlist track,USUM70503176,no Hit
1256,Paralyzer,Finger Eleven,Them Vs. You Vs. Me (Deluxe Edition),non_hits,Playlist track,USWU30700001,no Hit
1257,That's That Shit,Snoop Dogg,Tha Blue Carpet Treatment,non_hits,Playlist track,USUM70613056,no Hit
1258,Same Girl (with Usher),R. Kelly,Double Up,non_hits,Playlist track,USJI10700345,no Hit
1259,Get Up (feat. Chamillionaire),Ciara,The Evolution,non_hits,Playlist track,USLF20600131,no Hit
1260,We Be Burnin',Sean Paul,The Trinity,non_hits,Playlist track,USAT20502060,no Hit
1261,Hate Me,Blue October,Foiled For The Last Time,non_hits,Playlist track,USUM70600411,no Hit
1262,You And Me,Lifehouse,Lifehouse,non_hits,Playlist track,USDW10500001,no Hit
1263,Beep,The Pussycat Dolls,PCD,non_hits,Playlist track,USUM70501898,no Hit
1264,Oh I Think Dey Like Me,Dem Franchize Boyz,Dem Franchize Boyz,non_hits,Playlist track,USUR10400698,no Hit
1265,Soul Survivor,Jeezy,Let's Get It: Thug Motivation 101,non_hits,Playlist track,USUM70501374,no Hit
1266,Pump It,Black Eyed Peas,Monkey Business,non_hits,Playlist track,USIR10500407,no Hit
1267,When I'm Gone,Eminem,When I'm Gone,non_hits,Playlist track,USUM70506288,no Hit
1268,Hung Up,Madonna,Confessions on a Dance Floor,non_hits,Playlist track,USWB10504319,no Hit
1269,Love,Keyshia Cole,The Way It Is,non_hits,Playlist track,USAM10500210,no Hit
1270,When You're Mad,Ne-Yo,In My Own Words,non_hits,Playlist track,USUM70600054,no Hit
1271,Feel Good Inc.,Gorillaz,Demon Days,non_hits,Playlist track,GBAYE0500172,no Hit
1272,I'm Sprung,T-Pain,Rappa Ternt Sanga (Expanded Edition),non_hits,Playlist track,USJI10500485,no Hit
1273,Do I Make You Proud,Taylor Hicks Tribute Band,"Tribute To Taylor Hicks,a",non_hits,Playlist track,USAFF0607108,no Hit
1274,50 Ways to Say Goodbye,Train,California 37,non_hits,Playlist track,USSM11201533,no Hit
1275,Red Solo Cup,Toby Keith,Clancy's Tavern,non_hits,Playlist track,USUM71113863,no Hit
1276,Die Young,Kesha,Warrior (Expanded Edition),non_hits,Playlist track,USRC11201008,no Hit
1277,5 O'Clock (feat. Lily Allen & Wiz Khalifa),T-Pain,Revolver (Expanded Edition),non_hits,Playlist track,USJI11100299,no Hit
1278,A Thousand Years,Christina Perri,Ballads,non_hits,Playlist track,USAT21102141,no Hit
1279,Take a Little Ride,Jason Aldean,Night Train,non_hits,Playlist track,US58E1200317,no Hit
1280,You Da One,Rihanna,Talk That Talk,non_hits,Playlist track,USUM71118072,no Hit
1281,We Run The Night,Havana Brown,We Run The Night,non_hits,Playlist track,AUUM71100937,no Hit
1282,It's Time,Imagine Dragons,Night Visions,non_hits,Playlist track,USUM71200987,no Hit
1283,I Don't Want This Night To End,Luke Bryan,Tailgates & Tanlines,non_hits,Playlist track,USCN11100148,no Hit
1284,Diamonds,Rihanna,Unapologetic (Deluxe),non_hits,Playlist track,USUM71211793,no Hit
1285,Hard To Love,Lee Brice,Hard 2 Love,non_hits,Playlist track,USCRB1210131,no Hit
1286,Somethin' 'Bout A Truck,Kip Moore,Up All Night,non_hits,Playlist track,USUM71113878,no Hit
1287,Fly over States,Jason Aldean,My Kinda Party,non_hits,Playlist track,US58E1000233,no Hit
1288,Even If It Breaks Your Heart,Eli Young Band,Life At Best,non_hits,Playlist track,USUM71101202,no Hit
1289,BURN IT DOWN,Linkin Park,LIVING THINGS,non_hits,Playlist track,USWB11200587,no Hit
1290,Live Like You Were Dying,Tim McGraw,Live Like You Were Dying,non_hits,Playlist track,USCRB0406175,no Hit
1291,Remember When,Alan Jackson,34 Number Ones,non_hits,Playlist track,USAN20300027,no Hit
1292,Everytime,Britney Spears,In The Zone,non_hits,Playlist track,USJI10301010,no Hit
1293,Dude,Beenie Man,Back To Basics,non_hits,Playlist track,USVI20301246,no Hit
1294,Wanna Get To Know You,G-Unit,Hip Hop 2000,non_hits,Playlist track,USIR10312428,no Hit
1295,Holidae In,Chingy,Jackpot,non_hits,Playlist track,USCA20300295,no Hit
1296,Let's Get It Started,Black Eyed Peas,Summer Party,non_hits,Playlist track,USIR10400344,no Hit
1297,When the Sun Goes Down,Kenny Chesney,When The Sun Goes Down,non_hits,Playlist track,USBN10300051,no Hit
1298,American Soldier,Toby Keith,Shock 'N Y'all,non_hits,Playlist track,USDW10300598,no Hit
1299,Change Clothes,JAY-Z,The Black Album,non_hits,Playlist track,USDJ20301456,no Hit
1300,Don't Tell Me,Avril Lavigne,Under My Skin,non_hits,Playlist track,USAR10400119,no Hit
1301,You'll Think Of Me - Single Version,Keith Urban,Greatest Hits,non_hits,Playlist track,USCN10701225,no Hit
1302,Happy People,R. Kelly,The World's Greatest,non_hits,Playlist track,USJI10400108,no Hit
1303,Hey Mama,Black Eyed Peas,Hey Mama,non_hits,Playlist track,USIR10400015,no Hit
1304,Redneck Woman,Gretchen Wilson,Here For The Party,non_hits,Playlist track,USSM10402009,no Hit
1305,Just Lose It,Eminem,Encore (Deluxe Version),non_hits,Playlist track,USIR10400681,no Hit
1306,Letters from Home,John Michael Montgomery,Letters From Home,non_hits,Playlist track,USWB10400048,no Hit
1307,I Go Back,Kenny Chesney,When The Sun Goes Down,non_hits,Playlist track,USBN10300091,no Hit
1308,I Made It (Cash Money Heroes),Kevin Rudolf,To The Sky,non_hits,Playlist track,USCM51000056,no Hit
1309,Stuck Like Glue,Sugarland,The Incredible Machine,non_hits,Playlist track,USUM71017474,no Hit
1310,Hey Daddy (Daddy's Home),Usher,Raymond v Raymond (Expanded Edition),non_hits,Playlist track,USLF21000011,no Hit
1311,There Goes My Baby,Usher,Raymond v Raymond (Expanded Edition),non_hits,Playlist track,USLF20900095,no Hit
1312,Today Was A Fairytale (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),non_hits,Playlist track,USUG12100636,no Hit
1313,Say Something (Featuring Drake),Timbaland,Shock Value II,non_hits,Playlist track,USUM70904795,no Hit
1314,Sweet Dreams,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,non_hits,Playlist track,USSM10804756,no Hit
1315,Use Somebody,Kings of Leon,Only By The Night,non_hits,Playlist track,USRC10800301,no Hit
1316,Undo It,Carrie Underwood,Play On,non_hits,Playlist track,GBCTA0900309,no Hit
1317,Eenie Meenie,Sean Kingston,Eenie Meenie EP,non_hits,Playlist track,USSM11000778,no Hit
1318,Right Above It,Lil Wayne,I Am Not A Human Being,non_hits,Playlist track,USCM51000537,no Hit
1319,The House That Built Me,Miranda Lambert,Revolution,non_hits,Playlist track,USG4X0900074,no Hit
1320,American Honey,Lady A,Need You Now,non_hits,Playlist track,USCN10900684,no Hit
1321,King of Anything,Sara Bareilles,Kaleidoscope Heart,non_hits,Playlist track,USSM11001130,no Hit
1322,Life After You,Daughtry,Leave This Town,non_hits,Playlist track,GBCTA0900203,no Hit
1323,"Lover, Lover",Jerrod Niemann,Judge Jerrod & The Hung Jury,non_hits,Playlist track,USAN21000013,no Hit
1324,Knee Deep (feat. Jimmy Buffett),Zac Brown Band,You Get What You Give,non_hits,Playlist track,USAT21001570,no Hit
1325,In The Dark,DEV,The Night The Sun Came Up,non_hits,Playlist track,USUM71105330,no Hit
1326,Backseat (feat. The Cataracs & Dev),New Boyz,Too Cool to Care,non_hits,Playlist track,USWB11100018,no Hit
1327,Best Thing I Never Had,Beyoncé,4,non_hits,Playlist track,USSM11102904,no Hit
1328,Don't Wanna Go Home,Jason Derulo,Future History (Deluxe Edition),non_hits,Playlist track,USWB11101043,no Hit
1329,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,Nothing but the Beat (Ultimate Edition),non_hits,Playlist track,FRZID1100110,no Hit
1330,Take A Back Road,Rodney Atkins,Take A Back Road,non_hits,Playlist track,USCRB1109549,no Hit
