lyrics,tags,num_syllables,pos,year,fog_index,flesch_index,num_words,num_lines,sentiment,title,f_k_grade,artist,difficult_words,num_dupes
"Well, the south side of Chicago
Is the baddest part of town
And if you go down there
You better just beware
Of a man name of Leroy Brown

Now Leroy more than trouble
You see he stand about six foot four
All those downtown ladies call him ""Treetop Lover""
All the men just call him ""Sir""

And he's bad, bad Leroy Brown
The baddest man in the whole damn town
Badder than old King Kong
And meaner than a junkyard dog

Now Leroy he a gambler
And he like his fancy clothes
And he like to wave his diamond rings
Under everybody's nose

He got a custom Continental
He got an Eldorado too
He got a .32 gun in his pocket for fun
He got a razor in his shoe

And he's bad, bad Leroy Brown
The baddest man in the whole damn town
Badder than old King Kong
And meaner than a junkyard dog

Well Friday 'bout a week ago
Leroy shootin' dice
And at the edge of the bar
Sat a girl named Doris
And oh that girl looked nice

Well he cast his eyes upon her
And the trouble soon began
And Leroy Brown had learned a lesson
'Bout a-messin' with the wife of a jealous man

And he's bad, bad Leroy Brown
The baddest man in the whole damn town
Badder than a-old King Kong
And meaner than a junkyard dog

Well the two men took to fighting
And when they pulled them from the floor
Leroy looked like a jigsaw puzzle
With a couple of pieces gone

And it's bad, bad Leroy Brown
The baddest man in the whole damn town
Badder than old King Kong
And meaner than a junkyard dog

And he's bad, bad Leroy Brown
The baddest man in the whole damn town
Badder than old King Kong
And meaner than a junkyard dog

Yeah, he was badder than old King Kong
And meaner than a junkyard dog","['american', 'folk', 'singer/songwriter']",387.9,2,1973,4.4,99.23,327,53,"{'neg': 0.169, 'neu': 0.752, 'pos': 0.08, 'compound': -0.9881000000000001}",Bad Bad Leroy Brown,0.9,Jim Croce,34,26
"Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly
With his song

I heard he sang a good song
I heard he had a style
And so I came to see him and listen for a while
And there he was this young boy
A stranger to my eyes

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly
With his song

I felt all flushed with fever
Embarrassed by the crowd
I felt he found my letters and read each one out loud
I prayed that he would finish
But he just kept right on

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly
With his song...

He sang as if he knew me
In all my dark despair
And then he looked right through me as if I wasn't there
And he just kept on singing
Singing clear and strong

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly
With his song

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly

He was strumming my pain
Yeah he was singing my life
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song","['american', 'folk', 'jazz', 'jazz and blues', 'pop', 'r&b', 'soul', 'tracks']",377.1,3,1973,4.0,100.24,323,55,"{'neg': 0.262, 'neu': 0.711, 'pos': 0.028, 'compound': -0.9985}",Killing Me Softly With His Song,0.5,Roberta Flack,19,38
"I've been really tryin', baby
Tryin' to hold back this feelin' for so long
And if you feel like I feel, baby
Then come on, oh come on

Whoo, let's get it on, ah baby
Let's get it on, let's love, baby
Let's get it on, sugar
Let's get it on, whoo-ooh-ooh

We're all sensitive people
With so much to give, understand me, sugar
Since we got to be here
Let's live, I love you

There's nothing wrong with me
Lovin' you, baby no no
And givin' yourself to me can never be wrong
If the love is true, oh baby

Don't you know how sweet and wonderful
Life can be?
I'm asking you baby
To get it on with me

I ain't gonna worry
I ain't gonna push, I won't push you baby
So come on, come on, come on, come on, come on baby
Stop beatin' 'round the bush

Let's get it on
Let's get it on, you know what I'm talkin' about
Come on baby, hey hey, let your love come out
If you believe in love

Let's get it on, let's get it on, baby
This minute, oh yeah
Let's get it on, please
Please get it on

I know you know what I've been dreaming of
Don't you baby?
My whole body wants that feeling of love
Ah help me!

I ain't gonna worry,
No I ain't gonna push, I won't push you baby
But come on, come on, come on, come on, come on darlin'
Stop beatin' 'round the bush

Oh, wanna get it on, threatening you, baby
I want to get it on, you don't have to worry that it's wrong
If the spirit moves you, let me groove you good
Let your love come down, oh, get it on

Come on baby
Do you know the meaning of being sanctified?
Ah...
Girl, you give me good feeling
So good, something like sanctified
Oh, do right baby

Nothing wrong with love
If you want to love me 
Then let yourself go
Oh, baby, let's get it on","['american', 'death by gun', 'death by murder', 'funk', 'multiple ipi', 'pop', 'pop soul', 'rhythm & blues', 'rnb', 'sexual', 'smooth soul', 'soul', 'soul and reggae', 'the very best of']",410.4,4,1973,4.4,99.23,344,53,"{'neg': 0.03, 'neu': 0.733, 'pos': 0.23700000000000002, 'compound': 0.9976}",Let's Get It On,0.9,Marvin Gaye,32,12
"And when I go away
I know my heart can stay with my love
It's understood
It's in the hands of my love
And my love does it good
Whoa whoa-whoa whoa, whoa whoa-whoa whoa
My love does it good

And when the cupboard's bare
I'll still find something there with my love
It's understood
It's everywhere with my love
And my love does it good
Whoa whoa-whoa whoa, whoa whoa-whoa whoa
My love does it good

Whoa-whoa, I love, oh-whoa, my love
Only my love holds the other key to me
Oh-whoa, my love, oh-oh, my love
Only my love does it good to me

Whoa whoa-whoa whoa, whoa whoa-whoa whoa
My love does it good

Don't ever ask me why
I never say goodbye to my love
It's understood
It's everywhere with my love
And my love does it good, whoa
Whoa whoa-whoa whoa, whoa whoa-whoa whoa
My love does it good

Whoa-whoa, I love, oh-whoa, my love
Only my love does it good to me
Whoa-whoa-whoa-whoa-whoa-whoa, whoa-whoa whoa","['00s', '60s', '70s', '80s', '90s', 'british', 'classic pop and rock', 'classical', 'composer', 'english', 'folk', 'male vocalists', 'pop', 'pop rock', 'pop/rock', 'rock', 'rock & roll', 'rock and roll', 'singer-songwriter', 'singer/songwriter', 'standards', 'the beatles', 'uk', 'united kingdom', 'western classical music']",216.0,5,1973,4.4,90.77,171,27,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.999}",My Love,2.1,Paul McCartney,10,16
"Why me Lord what have I ever done
To deserve even one of the pleasures I've known
Tell me, Lord, what did I ever do
That was worth lovin' you or the kindness you've shown

Lord help me, Jesus, I've wasted it so
Help me Jesus I know what I am
But now that I know that I've needed you so
Help me, Jesus, my soul's in your hand

Try me, Lord, if you think there's a way
I can try to repay all I've taken from you
Maybe Lord I can show someone else
What I've been through myself, on my way back to you

Lord help me, Jesus, I've wasted it so
Help me Jesus I know what I am
But now that I know that I've needed you so
Help me, Jesus, my soul's in your hand

Lord help me, Jesus, I've wasted it so
Help me Jesus I know what I am
But now that I know that I've needed you so
Help me Jesus my souls in your hand
Jesus, my soul's in your hand.",['folk'],203.4,6,1973,5.2,105.66,180,21,"{'neg': 0.047, 'neu': 0.723, 'pos': 0.23, 'compound': 0.9873000000000001}",Why Me,0.5,Kris Kristofferson,8,10
"I remember when rock was young
Me and Suzie had so much fun
Holdin' hands and skippin' stones
Had an old gold Chevy and a place of my own

But the biggest kick I ever got
Was doin' a thing called the Crocodile Rock
While the other kids were rockin' 'round the clock
We were hoppin' and boppin' to the Crocodile Rock, well

Crocodile rockin' is somethin' shockin', when your feet just can't keep still
I never knew me a better time, and I guess I never will
Oh Lawdy Mama those Friday nights, when Suzie wore her dresses tight and uh
Crocodile rockin' was-a out of-a sight

(La, la la la la la)
(La la la la la)
(La la la la la)

But the years went by and the rock just died
Suzie went and left us for some foreign guy
Long nights cryin' by the record machine
Dreamin' of my Chevy and my old blue jeans

But they'll never kill the thrills we got
Burnin' up to the crocodile rock
Learnin' fast as the weeks went past
We really thought the crocodile rock would last, well

Crocodile rockin' is somethin' shockin', when your feet just can't keep still
I never knew me a better time, and I guess I never will
Oh Lawdy Mama those Friday nights, when Suzie wore her dresses tight and uh
Crocodile rockin' was-a out of-a sight

(La, la la la la la)
(La la la la la)
(La la la la la)

I remember when rock was young
Me and Suzie had so much fun
Holdin' hands and skimmin' stones
Had an old gold Chevy and a place of my own

But the biggest kick I ever got
Was doin' a thing called the crocodile rock
While the other kids were rockin' 'round the clock
We were hoppin' and boppin' to the crocodile rock, well

Crocodile rockin' is somethin' shockin', when your feet just can't keep still
I never knew me a better time, and I guess I never will
Oh Lawdy Mama those Friday nights, when Suzie wore her dresses tight and uh
Crocodile rockin' was-a out of-a sight

(La, la la la la la)
(La la la la la)
(La la la la la)

(La, la la la la la)
(La la la la la)
(La la la la la)

(La, la la la la la)
(La la la la la)
(La la la la la)","['adult contemporary', 'british', 'classic pop and rock', 'elton-john', 'english', 'glam rock', 'piano rock', 'pop', 'pop rock', 'pop/rock', 'rock', 'singer/songwriter', 'uk']",489.6,7,1973,4.800000000000001,98.21,406,51,"{'neg': 0.032, 'neu': 0.926, 'pos': 0.042, 'compound': 0.6447}",Crocodile Rock,1.3,Elton John,25,38
"I've got a song, I ain't got no melody
I'ma gonna sing it to my friends
I've got a song, I ain't got no melody
I'ma gonna sing it to my friends

Will it go round in circles?
Will it fly high like a bird up in the sky?
Will it go round in circles?
Will it fly high like a bird up in the sky?

I've got a story, ain't got no moral
Let the bad guy win every once in a while
I've got a story, ain't got no moral
Let the bad guy win every once in a while

Will it go round in circles?
Will it fly high like a bird up in the sky?
Will it go round in circles?
Will it fly high like a bird up in the sky?

I've got a dance, I ain't got no steps, no
I'm gonna let the music move me around
I've got a dance, I ain't got no steps
I'm gonna let the music move me around

Will it go round in circles?
Will it fly high like a bird up in the sky?
Will it go round in circles?
Will it fly high like a bird up in the sky?

Well
Well
Well
Well

Will it go round in circles?
Will it fly high like a bird up in the sky?
Will it go round in circles?
Will it fly high like a bird up in the sky?

I've got a song, I ain't got no melody
I'ma gonna sing it to my friends
I've got a song, I ain't got no melody
I'ma gonna sing it to my friends

Will it go round in circles?
Will it fly high like a bird up in the sky?
Will it go round in circles?
Will it fly high like a bird up in the sky?

Go round in circles
Will it fly high like a bird up in the sky?
Will it go round in circles?
Will it fly high like a bird up in the sky? Woo","['death by hypertension', 'death by kidney failure']",370.8,8,1973,5.2,105.66,342,40,"{'neg': 0.019, 'neu': 0.764, 'pos': 0.217, 'compound': 0.9959}",Will It Go Round In Circles,0.5,Billy Preston,9,41
"Son of a gun

You walked into the party
Like you were walking onto a yacht
Your hat strategically dipped below one eye
Your scarf, it was apricot

You had one eye in the mirror
As you watched yourself gavotte
And all the girls dreamed that they'd be your partner
They'd be your partner, and

You're so vain
You probably think this song is about you
You're so vain (You're so vain)
I bet you think this song is about you
Don't you, don't you?

Oh, you had me several years ago
When I was still quite naive
Well, you said that we made such a pretty pair
And that you would never leave

But you gave away the things you loved
And one of them was me
I had some dreams they were clouds in my coffee
Clouds in my coffee, and

You're so vain
You probably think this song is about you
You're so vain (You're so vain)
I bet you think this song is about you
Don't you, don't you?

I had some dreams they were clouds in my coffee
Clouds in my coffee, and

You're so vain
You probably think this song is about you
You're so vain (You're so vain)
I bet you think this song is about you
Don't you, don't you?

Well, I hear you went up to Saratoga
And your horse naturally won
Then you flew your Lear jet up to Nova Scotia
To see the total eclipse of the sun

Well, you're where you should be all the time
And when you're not, you're with
Some underworld spy or the wife of a close friend
Wife of a close friend, and

You're so vain
You probably think this song is about you
You're so vain (You're so vain)
I bet you think this song is about you
Don't you, , don't you, don't you?

You're so vain
You probably think this song is about you

You're so vain
You probably think this song is about you

You're so vain","['adult contemporary', 'classic pop and rock', 'film soundtrack', 'pop', 'pop rock', 'singer/songwriter', 'soft rock']",399.6,9,1973,4.4,99.23,337,52,"{'neg': 0.12, 'neu': 0.785, 'pos': 0.095, 'compound': -0.9253}",You're So Vain,0.9,Carly Simon,23,34
"Touch me in the morning
Then just walk away
We don't have tomorrow
But we had yesterday

(Hey!)
Wasn't it me who said that
Nothing good's gonna last forever?
And wasn't it me who said
Let's just be glad for the time together?
It must've been hard to tell me
That you've given all you had to give
I can understand you're feeling that way
Everybody's got their life to live

Well, I can say goodbye in the cold morning light
But I can't watch love die in the warmth of the night
If I've got to be strong
Don't you know I need to have tonight when you're gone?
'Till you go I need to lie here and think about
The last time that you'll touch me in the morning
Then just close the door
Leave me as you found me, empty like before

(Hey!)
Wasn't it yesterday
We used to laugh at the wind behind us?
Didn't we run away and hope
That time wouldn't try to find us (Didn't we run)
Didn't we take each other
To a place where no one's ever been?
Yeah, I really need you near me tonight
'Cause you'll never take me there again
Let me watch you go
With the sun in my eyes
We've seen how love can grow
Now we'll see how it dies

If I've got to be strong
Don't you know I need to have tonight when you're gone?
'Till you go I need to hold you until the time
Your hands reach out and touch me in the morning
(Mornings where blue and gold and we could feel one another living)
Then just walk away
(We walked with a dream to hold and we could take what the world was giving)
We don't have tomorrow,
(There's no tomorrow here, there's only love and the time to chase it)
But we had yesterday
(But yesterday's gone my love, there's only now and it's time to face it)
Touch me in the morning...","['adult contemporary', 'american', 'classic pop and rock', 'contemporary r&b', 'disco', 'jazz', 'pop', 'pop soul', 'rnb', 'soul']",399.6,10,1973,4.800000000000001,98.21,335,44,"{'neg': 0.062, 'neu': 0.841, 'pos': 0.098, 'compound': 0.9172}",Touch Me In The Morning,1.3,Diana Ross,25,8
"Delta Dawn, what's that flower you have on?
Could it be a faded rose from days gone by?
And did I hear you say he was a-meeting you here today
To take you to his mansion in the sky?

She's forty-one and her daddy still calls her ""Baby""
All the folks around Brownsville say she's crazy
'Cause she walks downtown with a suitcase in her hand
Looking for a mysterious dark-haired man

In her younger days they called her Delta Dawn
Prettiest woman you ever laid eyes on
Then a man of low degree stood by her side
Promised her he'd take her for his bride

Delta Dawn, what's that flower you have on?
Could it be a faded rose from days gone by?
And did I hear you say he was a-meeting you here today
To take you to his mansion in the sky?

Delta Dawn, what's that flower you have on?
Could it be a faded rose from days gone by?
And did I hear you say he was a-meeting you here today
To take you to his mansion in the sky?

Delta Dawn, what's that flower you have on?
Could it be a faded rose from days gone by?
And did I hear you say he was a-meeting you here today
To take you to his mansion in the sky?

Delta Dawn, what's that flower you have on?
Could it be a faded rose from days gone by?
And did I hear you say he was a-meeting you here today
To take you to his mansion in the sky?","['australian', 'pop']",315.9,14,1973,5.6,96.18,262,28,"{'neg': 0.017, 'neu': 0.9430000000000001, 'pos': 0.04, 'compound': 0.782}",Delta Dawn,2.1,Helen Reddy,17,21
